mun_inegi,nom_ent,nom_mun,prop_corrup,tema,corrup,tema_total_de_ingresos,capitulo_impuestos,concepto_impuestos_sobre_el_patrimonio,partida_generica_impuesto_predial,partida_generica_adquisicion_de_bienes_inmuebles,concepto_impuesto_sobre_la_produccion_el_consumo_y_las_transacciones,partida_generica_diversiones_y_espectaculos_publicos,concepto_accesorios,concepto_otros_impuestos,capitulo_contribuciones_de_mejoras,concepto_contribucion_de_mejoras_por_obras_publicas,capitulo_derechos,concepto_derechos_por_el_uso_goce_aprovechamiento_o_explotacion_de_bienes_de_dominio_publico,partida_generica_certificaciones_y_constancias,subpartida_generica_certificaciones_y_constancias_diversas,partida_generica_licencias_y_permisos,subpartida_generica_licencias_de_funcionamiento,partida_generica_inspecciones,subpartida_generica_sanidad,partida_generica_uso_y_suministro_de_agua_potable,partida_generica_servicios_de_desarrollo_urbano_y_obras_publicas,subpartida_generica_urbanizacion,partida_generica_diversos_derechos_por_el_uso_goce_aprovechamiento_o_explotacion_de_bienes_de_dominio_publico,concepto_derechos_por_prestacion_de_servicios,partida_generica_panteones,partida_generica_rastros,partida_generica_estacionamientos,partida_generica_seguridad_publica,partida_generica_alumbrado_publico,partida_generica_servicios_de_limpia_y_recoleccion_de_basura,partida_generica_diversos_derechos_por_prestacion_de_servicios,capitulo_productos,concepto_productos_de_tipo_corriente,partida_generica_intereses,concepto_otros_productos,capitulo_aprovechamientos,concepto_aprovechamientos_de_tipo_corriente,partida_generica_recargos,partida_generica_multas,partida_generica_donaciones_y_aprovechamientos_a_favor_del_estado,partida_generica_indemnizaciones_a_favor_del_estado,partida_generica_gastos_de_ejecucion,concepto_otros_aprovechamientos,capitulo_participaciones_federales,concepto_fondos_participables,partida_generica_fondo_general_de_participaciones,partida_generica_fondo_de_fomento_municipal,partida_generica_fondo_de_fiscalizacion,partida_generica_fondo_del_impuesto_sobre_la_renta,concepto_impuestos_participables,partida_generica_impuesto_sobre_automoviles_nuevos,partida_generica_impuesto_especial_sobre_produccion_y_servicios,partida_generica_ieps_gasolinas,concepto_otras_participaciones,partida_generica_participaciones_diversas,concepto_participaciones_estatales,capitulo_aportaciones_federales_y_estatales,concepto_aportaciones_del_ramo_general_33,partida_generica_aportaciones_a_municipios,subpartida_generica_fa_para_la_infraestructura_social_municipal,subpartida_generica_fa_para_el_fortalecimiento_de_los_municipios,concepto_recursos_federales_y_estatales_reasignados,partida_generica_recursos_federales,subpartida_generica_seguridad_publica,subpartida_generica_diversos_recursos_federales_reasignados,capitulo_financiamiento,concepto_deficit,subpartida_generica_comercio_ambulante,subpartida_generica_licencias_y_permisos_diversos,subpartida_generica_por_servicios_de_fraccionamiento,subpartida_generica_diversos_servicios_de_desarrollo_y_obras_publicas,partida_generica_mercados,concepto_otros_derechos,partida_generica_establecimientos_y_empresas,subpartida_generica_establecimientos_diversos,concepto_productos_de_tipo_capital,partida_generica_enajenacion_o_venta_de_bienes,subpartida_generica_bienes_muebles_e_inmuebles,concepto_adicionales,partida_generica_para_educacion,partida_generica_impuestos_adicionales_diversos,partida_generica_registros,subpartida_generica_registro_civil,subpartida_generica_educacion_publica,subpartida_generica_salud,subpartida_generica_comercio_nocivo,partida_generica_servicios_de_vialidad_y_transporte,subpartida_generica_control_vehicular,subpartida_generica_diversos_servicios_de_vialidad_y_de_transporte,partida_generica_reintegros,concepto_emprestitos,partida_generica_emprestitos_diversos,capitulo_otros_ingresos,concepto_otros_ingresos_extraordinarios,partida_generica_loterias_rifas_sorteos_y_juegos_permitidos,partida_generica_otros_impuestos_sobre_la_produccion_el_consumo_y_las_transacciones,partida_generica_para_obras_de_infraestructura_urbana,subpartida_generica_ecologia_e_impacto_ambiental,partida_generica_rezagos,partida_generica_recursos_estatales,subpartida_generica_diversos_recursos_estatales_reasignados,subpartida_generica_licencias_para_construccion,partida_generica_arrendamientos,partida_generica_de_instituciones_bancarias,subpartida_generica_bancos_comerciales,concepto_impuesto_sobre_los_ingresos,partida_generica_ejercicio_de_profesiones_y_honorarios,partida_generica_enajenacion_de_bienes_muebles_y_adquisicion_de_vehiculos,subpartida_generica_banos_publicos,subpartida_generica_expedicion_de_licencias_de_manejo,subpartida_generica_panteones,subpartida_generica_centros_recreativos_y_culturales,partida_generica_actividades_mercantiles,partida_generica_traslado_de_dominio_de_bienes_inmuebles,subpartida_generica_registro_publico_de_la_propiedad_y_del_comercio,partida_generica_diversos_aprovechamientos_de_tipo_corriente,subpartida_generica_registros_diversos,subpartida_generica_talleres_graficos,partida_generica_derechos_zona_federal_maritima,partida_generica_otros_impuestos_sobre_el_patrimonio,subpartida_generica_bienes_muebles,subpartida_generica_bienes_inmuebles,subpartida_generica_educacion,subpartida_generica_asistencia_social,subpartida_generica_inspecciones_diversas,subpartida_generica_mercados,subpartida_generica_obra_publica,partida_generica_explotacion_de_minas,partida_generica_otros_impuestos_sobre_ingresos,partida_generica_anuncios_publicitarios,subpartida_generica_servicios_de_grua_y_almacenaje_de_vehiculos,subpartida_generica_rastros,subpartida_generica_concesiones_para_prestar_servicios_de_transporte,partida_generica_para_fomento_al_turismo
15070,México,La Paz,0,ingresos,0,848972251,85815297,79059821,65192569,10690799,465574,465574,7635661,0,4223270,4223270,17016558,10739465,0,0,2666102,0,0,0,0,5171718,4973794,0,4931334,1076860,1054801,215446,0,0,100930,2483297,6843632,6817561,6785667,0,1147766,882655,0,0,0,674901,0,265111,335873347,287846291,219906396,29922890,26370475,11646530,21723958,8943890,4374185,8405883,17980708,17980708,8322390,366676562,301643435,301643435,88866728,212776707,65033127,31217599,14726548,16491051,0,0,1457809,0,197924,0,0,0,31894,0,26071,26071,26071,0,0,0,2901645,2901645,0,0,1208293,0,0,0,207754,0,0,31375819,31375819,0,0,0,0,0,33815528,33815528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31894,0,0,0,0,0,0,0,0,0,0,0,3176453,0,0,0,0
15076,México,San Mateo Atenco,0,ingresos,0,342829709,48542589,45505416,20115025,22780472,2690,2690,3113491,0,0,0,23922525,13319690,0,0,2674866,0,0,0,0,9456413,8929486,0,10523827,1206628,0,95871,200890,6557399,554918,1908121,766084,766084,766084,0,3722776,1674548,0,1567907,0,0,0,2048228,138572194,118614164,85887967,11682558,8065152,12978487,8355720,3497533,1704733,3153454,8348151,8348151,3254159,101426316,77003191,77003191,22302427,54700764,24423125,6739916,425224,6314692,0,0,1360680,0,526927,0,0,0,0,0,0,0,0,0,0,0,1188411,1188411,0,0,1314186,0,0,0,106641,0,0,25877225,25877225,0,0,0,0,0,17683209,17388456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294753,0,0,0,0,0,2609919,0,0,0,0
15081,México,Tecámac,0,ingresos,0,1504257197,322968479,279166680,181124496,96104878,471828,471828,34329342,14489365,14206559,14206559,48576500,25353149,0,0,5591847,0,0,0,19514,16079230,0,0,17734615,536583,0,0,9845,0,7309725,9878462,11320579,6935751,5239450,4384828,1004146,453580,0,31547,0,404313,0,550566,606579492,551334638,437820473,59527351,33181236,20805578,38594287,17854594,8668347,12071346,43323,43323,16607244,479279987,381620680,381620680,58528966,323091714,97659307,90167250,18865753,71301497,0,0,1819989,0,2794908,13284322,0,0,1696301,1577397,0,0,0,0,0,0,3662558,3662558,0,0,3771858,0,0,0,17720,0,0,20321455,20321455,0,0,0,0,0,7492057,7492057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118904,0,1937306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15091,México,Teoloyucan,0,ingresos,0,259354032,30986612,27810792,19770373,6906711,0,0,3199131,0,0,0,10153814,7369578,0,0,2968423,0,0,0,0,3282295,3046919,0,2760925,1463577,0,0,491900,0,227930,577518,3268757,240449,125576,2266116,363568,196568,0,137417,0,4000,0,167000,120624519,105959197,76851852,10456292,6111511,12539542,7591491,3126699,1527800,2936992,4164558,4164558,2909273,91465554,64477147,64477147,16290983,48186164,26988407,18485817,646708,17839109,0,0,2325397,0,235376,0,0,0,114873,0,762192,762192,762192,0,0,0,1118860,1118860,0,0,643026,0,0,0,55151,0,0,2491208,2491208,0,0,0,0,0,8502590,8502590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114873,0,0,0,0,0,0,0,0,0,0,0,1133708,0,0,0,0
15092,México,Teotihuacán,0,ingresos,0,198884111,19599429,17658785,12322924,4819497,132161,132161,1854011,0,0,0,3981428,3570018,0,0,866837,0,0,0,0,1726468,1375773,0,365882,0,0,0,0,0,3000,362882,2671398,161164,161164,2510234,853203,852303,0,802257,0,5000,0,900,93355162,84481004,62533894,8506160,6995425,6445525,6495386,2546261,1241401,2707724,9585,9585,2369187,78423491,55373593,55373593,14087414,41286179,23049898,6270274,689874,5580400,0,0,149637,0,350695,0,0,0,0,0,0,0,0,0,0,0,976713,976713,0,0,717200,0,0,0,45046,0,0,0,0,0,0,0,0,0,16779624,16779624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516364,0,0,0,0
15099,México,Texcoco,0,ingresos,0,1301797011,157421982,135102310,103737217,25936442,460696,460696,43145920,0,31939531,31939531,97178672,57018659,1014,1014,10297393,0,0,0,31148757,8733675,7477432,3867705,18873069,1651228,636960,6924270,0,0,538833,9121778,2057004,821059,690694,30550,8930626,8408199,0,8003923,0,404276,0,522427,352834284,324119318,219036317,29799928,45825446,29457627,20396847,8913122,4352979,7130746,25454,25454,8292665,530229768,228281779,228281779,53881304,174400475,301947989,92209085,15844337,76145284,121205144,0,6355350,0,1256243,0,0,0,130365,0,1205395,1205395,1205395,0,0,0,2970115,2970115,0,0,3942043,0,0,0,0,121205144,121205144,0,0,0,0,0,0,0,209738904,209738904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130365,0,0,0,0,0,0,0,0,219464,0,0,5428651,0,0,0,0
15100,México,Tezoyuca,0,ingresos,0,157488720,9409779,8509329,6683245,1761084,0,0,900450,0,652521,652521,3825296,3212299,16706,16706,1798101,0,0,0,40287,863594,803206,0,612997,303857,0,0,0,0,0,309140,201462,0,0,201462,34215,24755,0,24755,0,0,0,9460,68716014,59419954,41472767,5636055,3552902,8758230,4843611,1694018,818806,2330787,2877150,2877150,1575299,74250147,49091431,49091431,19149480,29941951,25158716,8815049,1061809,7753240,0,0,0,0,60388,0,0,0,0,0,0,0,0,0,0,0,493611,493611,0,0,1798101,0,0,0,0,0,0,399286,399286,0,0,0,0,0,16343667,16343667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,0,0,0,0
15104,México,Tlalnepantla de Baz,0,ingresos,0,4376333507,847487739,775333147,594957630,145817806,5208978,5208978,71507767,360052,0,0,213715051,72930452,220594,220594,24175168,0,0,0,0,38030135,37822646,0,135862394,6843065,1396037,11189251,0,108366563,2201518,5865960,51425000,42145652,40705907,19970,25321626,21788748,0,18880605,0,2900165,0,3532878,2038792643,1894002715,1285659435,174940833,180045240,253357207,96065365,52289679,25573064,18202622,67791,67791,48656772,1133607887,593555149,593555149,85937911,507617238,540052738,470215114,29330499,440884615,0,0,10299776,0,207489,0,0,0,1439745,0,9259378,9259378,9259378,0,0,0,10504555,10504555,0,0,13875392,0,0,0,7978,0,0,65983561,65983561,0,0,0,0,0,69837624,69837624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439745,0,0,0,0,0,0,0,0,0,0,0,34557711,0,0,0,0
15106,México,Toluca,1.328243965467527,ingresos,0,4019750620,743820268,657381040,477286152,134013621,8970892,8970892,81812020,11353,0,0,214353674,82052304,0,0,21365016,0,0,0,0,53587703,51436684,0,127946333,4093215,2671763,5255187,0,108867060,543855,6515253,37094782,14160376,14118046,1058693,16990099,13626827,0,12780913,0,178042,0,3363272,1737686565,1558163390,983700294,133846785,190209497,250406814,81938300,40014816,19561504,22361980,60344970,60344970,37239905,1241934011,805478217,805478217,172681847,632796370,436455794,342407964,40548096,301859868,27620184,16578129,8755863,0,2151019,0,0,0,42330,0,21875713,21875713,21875713,0,0,0,7099585,7099585,0,0,12609153,0,0,0,667872,11042055,0,251037,251037,0,0,0,0,0,94047830,94047830,0,0,11042055,11042055,0,0,0,0,0,0,0,0,0,0,0,0,42330,0,0,0,0,0,0,0,0,0,0,0,46081267,0,0,0,0
15108,México,Tultepec,0,ingresos,0,593056446,82535833,73170160,50358008,21282192,11074,11074,39174468,0,5336047,5336047,97228648,66183505,0,0,4432371,0,0,0,38455365,16617755,15920955,5696855,1225274,234486,0,0,0,0,103142,887646,3241662,674612,582067,2565961,14561138,1256632,0,1115976,0,86191,0,13304506,209004690,181255752,126551961,17211930,15580051,21911810,12616370,5155253,2510326,4950791,10337221,10337221,4795347,181148428,134358994,134358994,25565968,108793026,46789434,28050327,933442,24328489,0,0,2756609,0,696800,0,0,0,92545,0,1089,1089,1089,0,0,0,981159,981159,0,0,1675762,0,0,0,54465,0,0,0,0,0,0,0,0,0,18739107,18739107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92545,0,0,0,0,0,0,0,0,2788396,0,0,1529960,0,0,0,0
15109,México,Tultitlán,1.643995820512083,ingresos,0,1778057939,228474503,217627256,168605601,38415767,12959,12959,11200046,0,1087810,1087810,52358454,23946549,0,0,5873377,0,0,0,0,13966535,13449798,0,28046147,551922,0,1042585,0,24717373,184870,1549397,10441742,8183773,8116973,547969,44022896,17476484,0,17402361,0,74123,0,26546412,776443217,710793662,492251141,67004320,72001288,79536913,43674042,19997068,9811227,13865747,3363034,3363034,18612479,665063901,449953950,449953950,72858352,377095598,215109951,87487995,18870573,68617422,0,0,1867692,0,516737,0,0,0,66800,0,1710000,1710000,1710000,0,0,0,4106637,4106637,0,0,4005685,0,0,0,0,0,0,165416,165416,0,0,0,0,0,127621956,127621956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66800,0,0,0,0,0,0,0,0,0,0,0,10605888,0,0,0,0
15118,México,Zinacantepec,0,ingresos,0,652869986,48909189,46550171,28167808,15780744,69698,69698,2362292,0,0,0,22934564,11323004,0,0,3030541,0,0,0,0,5840455,5453246,0,11538588,1013611,421910,218642,0,8386937,0,1497488,4734983,3900543,3891163,834440,531063,487001,0,294801,0,106200,0,44062,267238262,233479772,155526039,21164722,17849354,38939657,15302092,6323298,3095408,5883386,12571426,12571426,5884972,267009115,226952912,226952912,90092703,136860209,40056203,20381227,8669818,11711409,41512810,0,1199826,0,387209,0,0,0,9380,0,0,0,0,0,0,0,2452008,2452008,0,0,1830715,0,0,0,86000,41512810,0,0,0,0,0,0,0,0,19674976,19674976,0,0,41512810,41512810,0,0,0,0,0,0,0,0,0,0,0,0,9380,0,0,0,0,0,0,0,0,0,0,0,2601619,0,0,0,0
15120,México,Zumpango,0,ingresos,0,600614995,96677383,89710992,42949656,41367884,2000,2000,7118967,0,8778563,8778563,25159706,13681291,0,0,3670208,0,0,0,0,7830570,5389360,0,11323839,1238180,176732,276111,0,6283229,20499,3329088,3114897,2398228,1642145,449505,790329,552205,0,519537,0,26,0,238124,246180995,210000074,151900107,20659153,12686595,24754219,15328534,6188143,3012886,6127505,15094981,15094981,5757406,219705457,179858529,179858529,35651375,144207154,39846928,25826164,13477726,12348438,0,0,1699210,0,2441210,0,0,0,756083,566105,267164,267164,267164,0,0,0,2180513,2180513,0,0,1970998,0,0,0,32642,0,0,207665,207665,0,0,0,0,0,14020764,14020764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189978,0,0,0,0,0,0,0,0,0,0,0,5393452,0,0,0,0
15121,México,Cuautitlán Izcalli,1.1179113135682774,ingresos,0,2232440474,570710216,568970744,428978607,111144495,1739472,1739472,0,0,2794921,2794921,61767231,44414514,141053,141053,14205237,0,0,0,0,23608832,23453438,0,17352717,462067,960916,5294439,2651018,1853596,2855507,3275174,14671876,9055075,8925774,3748320,57933311,55982296,26690694,25536815,0,467710,3015279,1951015,980809525,897748642,630168489,85736763,78830402,103012988,52284378,25640835,12525445,14118098,6912927,6912927,23863578,543454043,444438758,444438758,59748468,384690290,99015285,40582697,20851394,19731303,0,0,7497442,0,155394,0,0,0,129301,0,1868481,1868481,1868481,0,0,0,6459392,6459392,0,0,6707795,0,0,0,271798,0,0,299351,299351,0,0,0,0,0,58432588,58432588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129301,0,0,0,0,0,0,0,0,0,0,0,28847642,0,0,0,0
15122,México,Valle de Chalco Solidaridad,0,ingresos,0,1131176069,57931962,52118122,46284642,4705958,0,0,5825398,0,9018,9018,22286536,7421809,0,0,246643,0,0,0,0,5484101,5190476,0,14853169,9189,0,0,0,14318803,499,524678,17861439,1546034,1544495,16315405,930857,594576,0,404349,0,147139,0,336281,453525388,391494704,279346332,38018090,31331204,42799078,27788209,11354169,5562611,10871429,23675239,23675239,10567236,528827734,418677712,418677712,131698456,286979256,110150022,61991988,14495697,47496291,0,0,19742,0,293625,0,0,0,1539,0,0,0,0,0,0,0,1691065,1691065,0,0,226901,0,0,0,43088,0,0,49803135,49803135,0,0,0,0,0,48158034,48158034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,0,0,0,0,0,0,0,0,0,0,0,1127522,0,0,0,0
16043,Michoacán de Ocampo,Jacona,0,ingresos,0,237899128,17990009,16608986,13484031,3124955,1350,1350,1623603,0,0,0,13498365,0,0,0,0,0,0,0,0,0,0,0,9667614,0,0,0,0,0,0,9418979,530925,530925,530925,0,1745178,1353118,0,225124,1111494,0,0,392060,122175524,115052045,74345951,23823812,3257441,13624841,5839659,1082697,2707928,2049034,1283820,1283820,0,73786257,66513673,66513673,19061394,47452279,7272584,7272584,0,7272584,8172870,8172870,0,0,0,0,248635,3586821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16053,Michoacán de Ocampo,Morelia,1.8261942752002691,ingresos,1,2428440508,506200019,441099337,382006303,59093034,12313368,5501104,57414984,716090,286918,286918,236025900,81438883,1280285,1280285,64836231,25288227,0,0,0,10978822,10861355,0,148885113,7898228,3071167,0,0,122905621,0,15010097,18423974,18117324,18117324,306650,45287512,17197172,1358,12964259,3908339,130824,189187,28090340,845303889,791565789,488078619,156396230,21373227,125717713,43752513,7106380,17781973,18864160,9985587,9985587,0,776912296,719654025,719654025,185709879,533944146,57258271,56953271,0,44822858,0,0,11667181,9073620,117467,0,0,358144,0,0,0,0,0,0,0,0,1772546,0,0,0,0,2570999,0,2570999,3205,0,0,0,0,6812264,0,0,0,0,305000,305000,18807203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772546,0,0,0,0,0,0,0,0,0,12130413,0,0,0,0,0,0,0
16088,Michoacán de Ocampo,Tarímbaro,0,ingresos,0,311721627,20702973,16966344,14704324,2262020,103000,103000,3657426,0,0,0,17402300,0,0,0,0,0,0,0,0,0,0,0,12749653,0,0,0,0,0,0,11873819,179,179,179,0,8418089,1650589,0,138569,1216461,0,0,6767500,118332922,109734167,77044267,24686791,3372344,4630765,6816610,1121571,2807498,2887541,1782145,1782145,0,115775010,94866729,94866729,23154901,71711828,20908281,20325447,0,18273810,31090154,31090154,0,0,0,0,875834,4628850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295559,0,0,0,0,0,0,0,0,0,582834,582834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051637,0,0,0,0,0,0,0
16102,Michoacán de Ocampo,Uruapan,0.1675776648545278,ingresos,0,938731865,73113058,72215869,53187015,0,270093,186121,0,627096,8543040,8543040,78045874,26748483,3171138,3171138,19319169,0,0,0,0,4258176,0,0,48212592,3751215,2632257,0,0,40697380,130363,84995,6249231,1621682,1507825,3409549,33575691,28053704,4348597,10423462,1075409,0,0,5521987,372326144,348858258,214818852,68834239,9405892,55799275,19235477,3127592,7826833,8281052,4232409,4232409,0,366878827,334479221,334479221,106723440,227755781,32399606,7892985,0,7892985,0,0,6507979,0,0,4258176,916382,3084799,0,0,1218000,1218000,1218000,0,0,0,0,0,0,0,6922693,0,0,0,0,0,0,0,0,83972,0,0,0,12206236,24506621,24506621,5888497,113857,0,0,0,0,0,0,0,0,0,0,19028854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16108,Michoacán de Ocampo,Zamora,0,ingresos,0,589445934,65826134,58808583,49384482,0,27962,27962,0,6989589,318689,318689,48942423,5509968,771186,771186,3745055,0,0,0,0,993727,0,0,36612373,3204524,1518186,0,0,25927715,2217003,3744945,10168051,4420618,0,5747433,12088557,11382772,0,5271681,6111091,0,0,705785,235649625,220968785,140730485,45094329,6162248,28981723,12199328,2048964,5127327,5023037,2481512,2481512,0,198535223,188750908,188750908,55255358,133495550,9784315,9784315,0,9784315,0,0,333088,0,0,993727,0,6820082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17917232,17917232,0,0,0,0,0,0,0,3411967,4420618,0,0,0,0,0,0,0,0,0,0,9424101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17004,Morelos,Ayala,0,ingresos,0,333992059,80741048,53253441,16828266,36425175,0,0,8028791,0,0,0,15216732,14715702,686756,686756,8372040,1080754,0,0,0,3847857,0,0,283880,0,0,0,0,0,280989,0,900559,900559,853886,0,9419129,732560,4709,727851,0,0,0,8686569,111250542,105634430,72959340,21553456,3245685,7875949,5616075,1016853,1736014,2863208,0,0,37,116464049,102847981,102847981,43342435,59505546,13616068,7743068,0,7743068,0,0,0,395982,3837721,10136,2891,217150,0,0,0,0,0,19458816,7614810,11844006,1669256,1669256,0,0,0,139793,0,0,0,0,0,0,0,0,0,0,0,0,5873000,5873000,6895304,46673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139793,0,0,0
17006,Morelos,Cuautla,0.5223279058520071,ingresos,0,541484240,70107051,41686714,19942067,21744647,0,0,7620684,0,18884,18884,43397311,37893375,3799990,562297,17496203,0,0,0,0,10206612,222052,0,5376160,495548,170459,25767,6560,0,1396392,79374,2756843,1318463,317721,1438380,8126388,8126388,0,8126388,0,0,0,0,204471349,192687485,139470763,41202087,6242981,5771654,11783792,1943824,3318608,6521360,0,0,72,197731779,186233884,186233884,50704062,135529822,11497895,6211895,0,6211895,14874635,14874635,0,16583947,780022,9204538,3202060,15546,7860,0,0,0,0,20911883,4239766,16672117,5332632,5332632,0,69690,0,1057938,0,1057938,0,0,0,0,0,0,0,0,3168003,0,5286000,5286000,912256,992882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17007,Morelos,Cuernavaca,1.0434664257116175,ingresos,0,1582375089,472955831,292558438,160882452,131675986,0,0,31672238,0,0,0,209312620,65056687,4001529,2326635,33892629,2180419,0,0,0,13839631,0,623323,133882500,10457460,1325904,1682039,3094349,66569890,24721351,20236113,2557493,2557493,2219232,0,62800177,34176270,0,29271651,4751765,152854,0,28623907,482366552,459061983,292597448,86438369,13188627,66837539,23304419,4077982,6962150,12264287,0,0,150,332018451,305266330,305266330,50404678,254861652,26752121,22249121,18904086,3345035,20363965,20363965,0,9693382,7566724,6272907,5795394,10373433,25986,0,0,0,0,148725155,27348485,121376670,12222001,12222001,0,0,4592279,477574,0,477574,0,0,0,0,0,0,0,0,1674894,0,4503000,4503000,17426549,312275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25986,0,0
17008,Morelos,Emiliano Zapata,1.919554409180965,ingresos,1,426059688,108722597,68706174,34712674,33993500,0,0,16184725,0,7496305,7496305,38719252,35451135,837410,527673,5877359,0,0,0,6166998,20050993,0,0,2769773,902368,1217015,103064,0,0,436354,110972,3060163,1399944,782577,1660219,3252199,2354470,559,2353911,0,0,0,897729,143047749,136606140,82440147,24354251,3647715,26164027,6441567,1148976,1961604,3330987,0,0,42,119534743,92467371,92467371,23240077,69227294,27067372,22564372,0,22564372,0,0,1267,2178700,7485684,12565309,0,0,617367,422151,0,0,0,24330042,3974123,20355919,2518375,2518375,0,0,3697392,0,0,0,0,0,0,2226680,2226680,0,0,0,309737,0,4503000,4503000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17011,Morelos,Jiutepec,1.1277087677939976,ingresos,0,760860917,111526294,67006396,35968603,31037793,0,0,12498679,0,9020043,9020043,100156416,22910334,0,0,14639629,0,0,0,0,3288236,0,0,77246082,4092080,360986,0,0,44759960,0,26820041,3314212,3307212,3180399,7000,21203584,16398401,2582838,12199370,468280,66465,1081448,4805183,248707593,235657481,155859549,46043620,6840395,26913917,13050032,2172242,3708568,7169222,0,0,80,183542933,180208348,180208348,31211683,148996665,3334585,1956788,1956788,0,83389842,83389842,0,0,3288236,0,1213015,0,126813,0,0,0,0,32021219,0,32021219,4982469,4982469,0,0,14639629,0,0,0,0,0,0,0,0,0,0,0,0,0,1377797,1377797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17018,Morelos,Temixco,0.49206018696095305,ingresos,0,468056718,110387621,79581068,51068886,28512182,17659,17659,3985932,0,0,0,43580753,24178871,1676844,608173,4243338,2296558,0,0,0,15509041,0,0,18981559,1241039,272431,0,0,17460747,0,0,1225139,1225139,1167652,0,11470954,11379019,0,11379019,0,0,0,91935,150988846,143505039,95287505,28149584,4408311,15659639,7483758,1328033,2267300,3888425,0,0,49,140820289,122516781,122516781,41704405,80812376,18303508,10864508,0,10864508,9583116,9583116,0,1946780,3720682,11788359,7342,275498,57487,50520,0,0,0,26947787,5819390,21128397,2688644,2688644,0,218807,0,61004,0,61004,0,0,0,0,0,0,0,0,849864,0,7439000,7439000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6967,0,0,0,0,0,0,0,0
17020,Morelos,Tepoztlán,0,ingresos,0,193906546,15865264,10840283,4495918,6344365,0,0,3698365,0,0,0,19796008,11758431,270342,127317,2418450,16579,0,0,7096141,1087656,0,0,5955397,116971,104403,0,0,3822054,821143,262112,997329,997329,9654,0,2302475,2268295,0,2268295,0,0,0,34180,75247901,71814266,49345389,14577487,2186013,5705377,3433610,687737,1174140,1571733,0,0,25,63561160,56021726,56021726,23356668,32665058,7539434,2449434,0,2449434,16136409,16136409,0,2092055,436821,650835,828714,141308,945125,0,0,0,0,3267488,1279712,1987776,885842,885842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143025,0,5090000,5090000,309816,42550,0,0,0,0,0,945125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
