mun_inegi,nom_ent,nom_mun,prop_corrup,tema,corrup,tema_total_de_ingresos,capitulo_impuestos,concepto_impuestos_sobre_el_patrimonio,partida_generica_impuesto_predial,partida_generica_adquisicion_de_bienes_inmuebles,concepto_impuesto_sobre_la_produccion_el_consumo_y_las_transacciones,partida_generica_diversiones_y_espectaculos_publicos,concepto_accesorios,concepto_otros_impuestos,capitulo_contribuciones_de_mejoras,concepto_contribucion_de_mejoras_por_obras_publicas,capitulo_derechos,concepto_derechos_por_el_uso_goce_aprovechamiento_o_explotacion_de_bienes_de_dominio_publico,partida_generica_certificaciones_y_constancias,subpartida_generica_certificaciones_y_constancias_diversas,partida_generica_licencias_y_permisos,subpartida_generica_licencias_de_funcionamiento,partida_generica_inspecciones,subpartida_generica_sanidad,partida_generica_uso_y_suministro_de_agua_potable,partida_generica_servicios_de_desarrollo_urbano_y_obras_publicas,subpartida_generica_urbanizacion,partida_generica_diversos_derechos_por_el_uso_goce_aprovechamiento_o_explotacion_de_bienes_de_dominio_publico,concepto_derechos_por_prestacion_de_servicios,partida_generica_panteones,partida_generica_rastros,partida_generica_estacionamientos,partida_generica_seguridad_publica,partida_generica_alumbrado_publico,partida_generica_servicios_de_limpia_y_recoleccion_de_basura,partida_generica_diversos_derechos_por_prestacion_de_servicios,capitulo_productos,concepto_productos_de_tipo_corriente,partida_generica_intereses,concepto_otros_productos,capitulo_aprovechamientos,concepto_aprovechamientos_de_tipo_corriente,partida_generica_recargos,partida_generica_multas,partida_generica_donaciones_y_aprovechamientos_a_favor_del_estado,partida_generica_indemnizaciones_a_favor_del_estado,partida_generica_gastos_de_ejecucion,concepto_otros_aprovechamientos,capitulo_participaciones_federales,concepto_fondos_participables,partida_generica_fondo_general_de_participaciones,partida_generica_fondo_de_fomento_municipal,partida_generica_fondo_de_fiscalizacion,partida_generica_fondo_del_impuesto_sobre_la_renta,concepto_impuestos_participables,partida_generica_impuesto_sobre_automoviles_nuevos,partida_generica_impuesto_especial_sobre_produccion_y_servicios,partida_generica_ieps_gasolinas,concepto_otras_participaciones,partida_generica_participaciones_diversas,concepto_participaciones_estatales,capitulo_aportaciones_federales_y_estatales,concepto_aportaciones_del_ramo_general_33,partida_generica_aportaciones_a_municipios,subpartida_generica_fa_para_la_infraestructura_social_municipal,subpartida_generica_fa_para_el_fortalecimiento_de_los_municipios,concepto_recursos_federales_y_estatales_reasignados,partida_generica_recursos_federales,subpartida_generica_seguridad_publica,subpartida_generica_diversos_recursos_federales_reasignados,capitulo_financiamiento,concepto_deficit,subpartida_generica_comercio_ambulante,subpartida_generica_licencias_y_permisos_diversos,subpartida_generica_por_servicios_de_fraccionamiento,subpartida_generica_diversos_servicios_de_desarrollo_y_obras_publicas,partida_generica_mercados,concepto_otros_derechos,partida_generica_establecimientos_y_empresas,subpartida_generica_establecimientos_diversos,concepto_productos_de_tipo_capital,partida_generica_enajenacion_o_venta_de_bienes,subpartida_generica_bienes_muebles_e_inmuebles,concepto_adicionales,partida_generica_para_educacion,partida_generica_impuestos_adicionales_diversos,partida_generica_registros,subpartida_generica_registro_civil,subpartida_generica_educacion_publica,subpartida_generica_salud,subpartida_generica_comercio_nocivo,partida_generica_servicios_de_vialidad_y_transporte,subpartida_generica_control_vehicular,subpartida_generica_diversos_servicios_de_vialidad_y_de_transporte,partida_generica_reintegros,concepto_emprestitos,partida_generica_emprestitos_diversos,capitulo_otros_ingresos,concepto_otros_ingresos_extraordinarios,partida_generica_loterias_rifas_sorteos_y_juegos_permitidos,partida_generica_otros_impuestos_sobre_la_produccion_el_consumo_y_las_transacciones,partida_generica_para_obras_de_infraestructura_urbana,subpartida_generica_ecologia_e_impacto_ambiental,partida_generica_rezagos,partida_generica_recursos_estatales,subpartida_generica_diversos_recursos_estatales_reasignados,subpartida_generica_licencias_para_construccion,partida_generica_arrendamientos,partida_generica_de_instituciones_bancarias,subpartida_generica_bancos_comerciales,concepto_impuesto_sobre_los_ingresos,partida_generica_ejercicio_de_profesiones_y_honorarios,partida_generica_enajenacion_de_bienes_muebles_y_adquisicion_de_vehiculos,subpartida_generica_banos_publicos,subpartida_generica_expedicion_de_licencias_de_manejo,subpartida_generica_panteones,subpartida_generica_centros_recreativos_y_culturales,partida_generica_actividades_mercantiles,partida_generica_traslado_de_dominio_de_bienes_inmuebles,subpartida_generica_registro_publico_de_la_propiedad_y_del_comercio,partida_generica_diversos_aprovechamientos_de_tipo_corriente,subpartida_generica_registros_diversos,subpartida_generica_talleres_graficos,partida_generica_derechos_zona_federal_maritima,partida_generica_otros_impuestos_sobre_el_patrimonio,subpartida_generica_bienes_muebles,subpartida_generica_bienes_inmuebles,subpartida_generica_educacion,subpartida_generica_asistencia_social,subpartida_generica_inspecciones_diversas,subpartida_generica_mercados,subpartida_generica_obra_publica,partida_generica_explotacion_de_minas,partida_generica_otros_impuestos_sobre_ingresos,partida_generica_anuncios_publicitarios,subpartida_generica_servicios_de_grua_y_almacenaje_de_vehiculos,subpartida_generica_rastros,subpartida_generica_concesiones_para_prestar_servicios_de_transporte,partida_generica_para_fomento_al_turismo
07078,Chiapas,San Cristóbal de las Casas,3.229037331346743,ingresos,1,742232128,61041979,61007915,45171806,0,0,0,0,34064,724686,724686,17318088,3757803,638496,638496,3119307,0,0,0,0,0,0,0,7449480,1880350,0,0,0,0,1291819,84750,6586986,1062323,32323,5524663,4091204,3163271,0,3163271,0,0,0,927933,263193573,231572688,196150153,33860780,1561755,0,6564706,1340821,1864820,3359065,25056179,25056179,0,389275612,369679090,369679090,224027507,145651583,19596522,19596522,0,19596522,0,0,0,0,0,0,4192561,6110805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3119307,1030000,0,0,0,0,0,0,0,0,0,0,15836109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07089,Chiapas,Tapachula,1.889726615918965,ingresos,1,1100603540,63949732,63710574,43373382,0,239158,239158,0,0,5016965,5016965,41105768,26800342,1081804,1081804,25528140,0,190398,190398,0,0,0,0,12677081,1220165,367734,3111681,0,0,2831311,0,4929867,0,0,4929867,6522089,6490580,0,6490580,0,0,0,31509,456067828,433878699,375818497,55465938,2594264,0,12189133,2755468,3746311,5687354,9999996,9999996,0,523011291,492031313,492031313,250086418,241944895,30979978,30979978,0,30979978,0,0,0,23121856,0,0,5146190,1628345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2406284,0,0,0,0,0,0,0,0,0,0,0,19991182,0,0,0,0,0,346010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07101,Chiapas,Tuxtla Gutiérrez,1.1527510431559502,ingresos,0,2463224872,298750657,293095041,199987290,0,680705,0,4769481,205430,0,0,57186940,24921873,8521349,8521349,16400524,0,0,0,0,0,0,0,28632358,4528421,0,4576222,0,0,10098754,0,35990546,35990546,16973415,0,32701978,32701978,0,32623475,0,0,78503,0,1421997958,1207514933,1083523322,119530358,4461253,0,27299921,7396477,10990607,8912837,187183104,187183104,0,616596793,574156533,574156533,158093538,416062995,42440260,42440260,0,42440260,0,0,0,16400524,0,0,9428961,3632709,18070833,18070833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680705,0,0,0,0,0,0,0,946298,0,0,0,0,0,0,0,0,0,0,92243809,0,0,0,0,0,863942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08017,Chihuahua,Cuauhtémoc,0,ingresos,0,675832918,108890148,107938699,82517159,0,951449,951449,0,0,157511,157511,79684224,24211538,1928930,1928930,18430730,0,0,0,0,3851878,0,0,55472686,374190,248244,0,0,47220383,1522654,5732063,8528037,5238422,5032422,1089615,24955915,18042266,1853964,14765547,1412172,0,0,6913649,279098920,214607900,162362131,32224679,9700741,10320349,15213412,3676469,4853346,6683597,8758342,8758342,40519266,171268883,155672233,155672233,35300976,120371257,15596650,15596650,0,15596650,3249280,0,444627,0,0,3851878,375152,0,0,0,2200000,2200000,2200000,0,0,0,0,0,0,0,0,0,0,0,10583,3249280,3249280,0,0,0,0,0,0,0,0,0,17986103,206000,0,0,0,0,0,0,0,0,0,0,25421540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08019,Chihuahua,Chihuahua,2.0674481358617616,ingresos,1,3806183518,1179737486,1075247599,759264514,0,4378951,4378951,57556212,0,12862429,12862429,342788577,122531591,7970655,7970655,114560514,0,0,0,0,422,0,0,210097559,2684323,424877,0,5526123,176683600,22697764,1913369,63913546,26087617,24313136,0,29946231,1478575,0,871599,0,606976,0,28467656,1252311349,1003921637,731522418,142532464,43408353,86458402,70314793,15875824,19674406,34764563,102175660,102175660,75899259,792623900,719230920,719230920,91903215,627327705,73392980,68961832,37556987,14540700,132000000,0,0,20711198,0,422,167503,10159427,0,0,37825929,37825929,0,42554724,42554724,0,0,0,0,0,0,0,0,0,0,132000000,132000000,0,0,0,0,0,0,0,4431148,4431148,93849316,1774481,0,0,0,0,0,0,0,0,0,0,315983085,0,0,0,0,0,0,4000,37821929,16864019,126,0,0,0,0,0,0,0,0,0,0
08021,Chihuahua,Delicias,0,ingresos,0,624376759,88445177,84731594,84731594,0,90119,90119,3623464,0,3673523,3673523,57920820,11815133,0,0,5104914,0,0,0,0,6710219,6080569,0,46105687,0,0,0,0,0,0,43963035,4309511,4309511,4145361,0,14358167,10541060,0,10541060,0,0,0,3817107,260865940,196438536,151833939,30188550,9074678,5341369,13400201,3446958,4559647,5393596,14586744,14586744,36440459,178689084,129887016,129887016,24116888,105770128,48802068,48802068,0,48802068,16114537,16114537,5104914,0,629650,0,2142652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08032,Chihuahua,Hidalgo del Parral,5.6729813110323555,ingresos,1,478998978,45985348,39579208,23376296,0,266643,266643,6139497,0,5300,5300,34314434,14701737,0,0,13262871,0,0,0,0,1421323,0,0,19612697,165049,6908922,446704,0,10576523,414591,456708,1493697,1074581,1072481,0,43983540,22128694,2644639,6755706,501906,0,0,21854846,253277241,195234413,152633939,30467543,9132883,3000048,12125899,3491162,4659199,3975538,14277778,14277778,31639151,99939418,99865452,99865452,21626493,78238959,73966,73966,0,73966,0,0,1301781,3991365,1421323,0,644200,0,0,0,419116,419116,0,0,0,0,0,0,0,0,0,17543,0,17543,1072043,0,0,0,0,0,0,0,0,0,0,0,7969725,2100,0,0,0,0,0,0,0,0,0,0,16202912,0,11154400,0,0,0,0,0,419116,0,0,0,0,0,0,0,0,0,0,0,0
08037,Chihuahua,Juárez,1.5014654254896664,ingresos,0,5424326572,1367671541,1058434559,690985572,0,1908656,1908656,157852883,107606683,13305254,13305254,554311434,230277469,24003159,9325341,125413291,33910242,6229938,0,0,11138844,5255691,16828867,323651733,4683882,13351133,10547787,65500,276837910,13236554,4928967,119250467,91336711,91336711,729130,207441495,195822266,9568512,163013580,0,0,22656084,11619229,1691153262,1256810325,887463611,171535715,52510492,145300507,97633668,18908274,22757080,55968314,336673315,336673315,35954,1471193119,1230131225,1230131225,236208521,993922704,241061894,241061894,43892134,197169760,0,0,4486968,6800787,1082647,4800506,0,382232,0,0,27184626,27184626,0,41868760,41868760,0,759961,0,0,0,0,45903409,0,45903409,584090,0,0,0,0,0,0,0,14677818,0,0,0,80215294,0,0,0,0,0,0,0,0,0,0,0,367448987,0,0,759961,0,0,0,0,27184626,0,0,6229938,0,0,0,0,0,0,0,0,0
10005,Durango,Durango,1.8261359920280356,ingresos,1,2529435209,608097089,506293983,384078538,0,2707400,1145921,105685027,0,0,0,202716636,115888492,14477022,8825260,56163297,0,238779,0,0,45009394,0,0,80069820,6988430,357105,4703597,0,63845564,4175124,0,12822134,7846750,0,4728176,46489093,45963302,0,45736144,227158,0,0,525791,975881530,906152632,567838299,229528696,32418180,76367457,54977586,11814126,17721629,25441831,0,0,14751312,625428727,538426713,538426713,87266230,451160483,87002014,87002014,0,87002014,58000000,0,0,19697279,25802869,19206525,0,169003,7846750,7846750,247208,247208,247208,0,0,0,0,0,0,5651762,36466018,0,0,0,0,58000000,58000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561479,122215445,0,0,0,0,0,0,0,0,0,0,238779,0,0,0,0,0,0,0,0,0
10007,Durango,Gómez Palacio,3.1238930329741414,ingresos,1,1242508680,130706857,121136351,67742006,0,370389,370389,10429233,0,0,0,184522865,98105545,1485238,383777,58878482,0,4266503,0,0,27354383,0,0,85188204,709601,7820960,8440615,1938831,51540562,14737635,0,4575253,1740118,546915,1054104,30528509,24654480,0,24164480,490000,0,0,5874029,538291071,506082300,302854622,126762881,17290126,59174671,29128653,6301026,9451771,13375856,0,0,3080118,323884125,289269247,289269247,53459847,235809400,34614878,34614878,0,34614878,30000000,0,0,29076989,11305136,16049247,0,0,732800,732800,1781031,1781031,1781031,0,0,0,3175327,0,0,1101461,29801493,2945612,0,2945612,0,30000000,30000000,0,0,0,0,0,0,0,0,0,0,460403,0,0,0,0,0,0,0,0,0,0,53394345,0,0,3175327,0,0,0,0,0,0,0,4266503,0,0,0,0,0,0,0,0,0
10012,Durango,Lerdo,0.8544990333387447,ingresos,0,529276710,52821227,51189560,29078570,0,835632,356162,796035,0,0,0,52340463,40768513,1749065,136178,16259345,0,17121,0,0,22742982,0,0,11571950,611622,1334210,501210,0,8645613,479295,0,258495,258495,71675,0,14003183,3447286,0,3447286,0,0,0,10555897,226132001,205469738,134290803,53773907,7666730,9738298,18932210,2793976,4191073,11947161,0,0,1730053,153721341,136580032,136580032,30960244,105619788,17141309,17141309,0,17141309,30000000,0,3528582,6701644,7823428,14919554,0,0,0,0,0,0,0,0,0,0,0,0,0,1612887,6029119,0,0,0,0,30000000,30000000,0,0,0,0,0,0,0,0,0,0,186820,0,0,0,0,0,0,0,0,0,479470,22110990,0,0,0,0,0,0,0,0,0,0,17121,0,0,0,0,0,0,0,0,0
11007,Guanajuato,Celaya,1.3994225371369744,ingresos,0,1910627838,302727531,297741259,297741259,0,4986272,4986272,0,0,1253009,1253009,143359942,47322880,4718122,4450261,3496031,0,0,0,0,15737843,0,0,89463436,5699237,8648811,0,5076094,63079590,4131852,2827852,52482052,35262355,29473638,17219697,81346182,71148680,18771132,40810980,4724584,0,6828846,10197502,670417879,643040783,497387700,46396632,43697490,55558961,26534211,7516404,4037850,14979957,781378,781378,61507,535737735,428549569,428549569,94032320,334517249,107188166,98664156,18133672,78115262,123303508,0,1953376,1211698,8361851,7375992,0,6573626,5785270,0,0,0,0,0,0,0,0,0,0,0,330957,23370884,0,593230,13138,123303508,123303508,0,0,0,0,0,267861,0,8524010,8524010,0,3447,0,0,0,0,0,0,22777654,0,0,0,0,0,0,0,121068,0,0,0,0,0,780105,0,5664202,1635117,0,0,0,0,0,0,0
11015,Guanajuato,Guanajuato,1.8974288464182592,ingresos,1,799054775,83938952,66417164,55681654,9117079,2442072,2418141,16415375,0,0,0,112924280,72962805,1946606,1838757,24138536,0,0,0,0,3554155,0,43197686,36542033,1162500,1413629,6796837,3042403,19532659,756903,823076,14874222,14799852,14615562,74370,15640150,15633943,0,15600795,0,0,33148,6207,286670103,272817744,203326259,31566090,16171307,21754088,13026828,3192201,4149484,5685143,802788,802788,22743,230723185,168286488,168286488,43603856,124682632,62436697,62436697,11178015,3437102,54283883,0,14521590,7522824,2486769,1067386,3014026,2083783,184290,0,0,0,0,0,0,0,0,0,0,0,270788,125822,0,125822,0,54283883,54283883,0,0,19248,0,0,107849,0,0,0,1823334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184290,0,1618431,0,0,7462684,2707462,0,0,37651434,4683,0,0,0,0,0,0
11017,Guanajuato,Irapuato,2.812804126101881,ingresos,1,1934474774,300355159,231581122,171767967,53577342,3699410,3699410,65074627,0,1046747,1046747,119589539,35502561,4726237,4701948,10255966,0,0,0,0,7743526,0,157016,84026466,1411924,10878600,3829642,0,64806412,3070727,29161,46442027,26805334,19255363,19636693,49913781,47751417,0,43587695,0,3842206,321516,2162364,654725263,625197716,504939035,43302138,46138989,30817554,28696254,7697297,4009486,16989471,775934,775934,55359,718846258,544474990,544474990,155791153,388683837,174371268,174371268,18619852,20553023,43556000,0,1252798,3967789,3630192,4113334,0,60512,1852736,0,0,0,0,0,0,0,0,0,0,0,1000571,12619816,0,799372,0,43556000,43556000,0,0,0,0,0,24289,0,0,0,4034808,5697235,0,0,0,0,0,0,11820444,0,0,0,0,0,0,0,1852736,0,6235813,0,0,954370,5672092,0,0,128571931,0,0,0,0,0,0,0
11020,Guanajuato,León,6.186441516030885,ingresos,1,6288981334,1191358420,898663699,629542989,253711896,20066329,7644023,273813974,0,68577,68577,376646522,97258382,13038752,12057725,20399717,0,0,0,979,55121789,23327595,0,264107906,12979458,2279288,9284266,14648310,224631768,4317,280499,124880476,104248622,92451063,20631854,261756224,130223857,0,124354278,0,5869579,0,131532367,2587489573,2506873909,1949229321,102645510,167632972,287366106,79706846,29145938,3660192,46900716,711623,711623,197195,1746781542,1335383571,1335383571,267057951,1068325620,411397971,75748944,0,75748944,0,0,0,13817114,4105938,27688256,0,14094652,11239989,0,0,0,0,0,0,0,0,0,0,276221,5836697,8697145,0,8697145,0,0,0,0,0,12191757,230549,0,704806,0,335649027,335649027,745906,557570,0,0,0,0,0,536674,0,0,0,0,0,0,0,0,498529,0,15408814,0,0,0,0,0,10204786,0,0,0,0,0,0,0,0
11025,Guanajuato,Purísima del Rincón,17.101022193572152,ingresos,1,279964557,18840019,13828975,12170840,1189419,27824,27824,4983220,0,1163772,1163772,17836048,1596671,271060,259028,278305,0,0,0,0,1044975,0,0,15764835,833578,4009521,0,0,10911169,0,10567,7111413,6644420,682351,466993,5241711,4852333,0,4792073,57000,0,0,389378,112587001,104249733,67561361,26747650,4636865,5303857,7520829,1018282,4189472,2313075,810901,810901,5538,103489581,72194857,72194857,18192042,54002815,31294724,14449830,0,14026689,13695012,0,0,275644,0,1044975,0,474542,4285024,1546883,0,0,0,0,0,0,0,0,0,0,0,2331,0,2331,3260,13695012,13695012,0,0,0,0,0,12032,0,16844894,16844894,2661,1677045,0,0,0,0,0,426187,0,0,0,0,0,0,0,0,26089,0,468716,0,0,0,423141,0,2285865,0,0,0,0,0,0,0,0
11027,Guanajuato,Salamanca,1.504338690221409,ingresos,0,888043523,101664747,100650328,90776465,7436378,1014419,67810,0,0,0,0,64805978,10158594,1879745,1795338,1882547,0,0,0,0,5237045,0,0,50176090,5260468,6955747,4938778,58001,30465161,1737808,760127,13007930,11612447,3981044,1266934,26266191,10200128,3814995,6362339,0,0,22794,16066063,351862945,334817406,253378800,33069176,20957473,27411957,16221066,3796954,4114188,8309924,795261,795261,29212,320849334,257485958,257485958,72551458,184934500,63363376,18167873,13834467,3542605,9586398,0,0,1769751,276933,4960112,0,4471294,6853382,0,128549,128549,0,0,0,0,0,0,0,0,112796,1159257,0,1159257,0,9586398,9586398,0,0,907609,0,0,84407,0,45195503,45195503,0,778021,0,0,0,0,0,2412739,0,0,0,0,0,0,0,0,109596,0,2437485,0,128549,0,790801,0,4331047,0,39000,0,0,0,0,0,0
11031,Guanajuato,San Francisco del Rincón,12.00044014084507,ingresos,1,547423261,53804222,43439082,38896300,0,977970,509805,9387170,0,298467,298467,48161895,10354647,809647,739121,3799415,0,0,0,0,3310883,0,0,37807248,1748415,6544091,0,137980,25328410,528786,2107450,7118400,6346715,4760072,579706,6373016,5739158,0,5736918,2240,0,0,633858,185097212,174373203,119556119,29623903,10569850,14623331,9904846,1902352,4171490,3831004,806563,806563,12600,155014636,111482365,111482365,30604694,80877671,43532271,16642207,0,16642207,90471199,0,0,3052310,3146629,164254,1412116,0,712192,517203,191979,191979,188291,0,0,0,0,0,0,0,446678,2434702,0,17768,0,90471199,90471199,1084214,1084214,418815,0,0,70526,0,26890064,26890064,300427,874451,0,0,0,0,0,0,2416934,0,0,0,3193814,0,0,0,0,0,1348968,0,3688,0,0,0,194989,0,49350,0,0,0,0,0,0
12001,Guerrero,Acapulco de Juárez,1.1244068097659674,ingresos,0,3968834574,659547300,408869009,0,0,0,0,13759010,232989321,0,0,248907039,6746106,0,0,0,0,0,0,0,0,0,6746106,238055083,0,0,0,0,0,0,238055083,9341987,0,0,9341987,84489059,8037405,0,7834725,0,202680,0,76451654,1517864704,1307067551,769692267,202493209,33570339,301311736,91139484,3535586,21803067,65800831,60720480,60720480,58937189,1248684485,1200325408,1200325408,646935525,553389883,48359077,48359077,37158169,11200908,200000000,0,0,0,0,0,0,3467186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000000,200000000,0,0,0,0,0,0,0,0,0,0,0,0,0,4568624,0,0,0,0,0,0,0,0,0,0,0,0,0,408869009,0,0,0,0,0,0,0,0,4568624,0,0,0,0,0
12029,Guerrero,Chilpancingo de los Bravo,1.8975345795474272,ingresos,1,970595762,70933766,35437784,21696211,13741573,5550,5550,35491162,0,0,0,31048921,27011741,756012,187597,14737479,0,0,0,0,7679076,0,0,3997206,2009412,120871,0,0,33,434730,1432160,3664049,3661069,2883908,2980,4666867,4666867,0,3733128,625116,0,308623,0,281634767,236840282,166182437,48326914,7347799,14983132,16356812,844692,4457992,11054128,11065053,11065053,17372620,481173878,396564235,396564235,210132906,186431329,84609643,57642134,26287832,28245882,97473514,88933514,962205,3496831,6919690,759386,0,39244,777161,441439,0,0,0,0,0,0,1344319,1344319,0,0,9108771,2494855,0,666075,0,8540000,8540000,0,0,0,0,0,568415,0,26967509,11000000,1169672,0,0,0,0,0,0,0,1828780,5257,0,0,0,0,0,0,235912,0,0,0,0,0,0,0,94553,19075929,0,0,0,0,0,0,0
12035,Guerrero,Iguala de la Independencia,2.0838272248826515,ingresos,1,563621182,33201286,0,0,0,0,0,0,33201286,0,0,24170496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14230146,0,0,14230146,4315933,0,0,0,0,0,0,4315933,230953538,197263054,119959859,38572519,5266057,33464619,12339080,575173,3327946,8435961,8704623,8704623,12646781,256749783,216468859,216468859,112940648,103528211,40280924,40280924,20976614,19304310,0,0,0,0,0,0,0,24170496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13016,Hidalgo,Cuautepec de Hinojosa,0,ingresos,0,174575353,6274611,4815785,3880607,0,28000,0,1450777,0,176956,176956,9812989,6488154,462141,462141,2123167,448345,0,0,0,2107561,0,0,1759427,273429,23989,0,3979,1457608,422,0,326516,326516,103979,0,1416044,1416044,0,339464,152327,0,0,0,69420880,62838158,39788809,17991830,951703,4105816,3563623,391100,1250545,1921978,2950140,2950140,68959,86188977,86188977,86188977,45707547,40481430,0,0,0,0,0,0,0,118578,949033,1158528,0,1545457,0,0,0,0,0,0,0,0,1795285,1795285,0,0,188466,0,0,0,0,0,0,958380,958380,0,0,0,0,0,0,0,1367778,222537,0,0,0,0,0,0,0,0,0,28000,935178,0,924253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13048,Hidalgo,Pachuca de Soto,2.422914960530715,ingresos,1,993779006,211847591,0,0,0,0,0,0,211847591,4557827,4557827,134063053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5523827,0,0,5523827,39864031,0,0,0,0,0,0,39864031,332087317,314594338,192904432,88840504,8296507,24552895,17113885,1894723,6056058,9163104,330972,330972,48122,252810161,225074687,225074687,32478732,192595955,27735474,27735474,0,27735474,0,0,0,0,0,0,0,134063053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13025199,13025199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13051,Hidalgo,Mineral de la Reforma,0.4854542635289066,ingresos,0,476410301,94213894,88945683,51333789,0,2639122,0,4236242,674738,0,0,54270679,37146745,3579536,3579536,18858942,6613090,0,0,0,13971820,511666,3318,14842043,921616,81310,0,2282812,9176039,2380266,0,2032292,2032223,1994953,69,25575511,24668051,838929,6077491,157865,156919,0,907460,162831413,154130051,99851450,32335016,4737998,17205587,8494120,822506,2926594,4745020,180737,180737,26505,137486512,119643106,119643106,15368063,104275043,17843406,17843406,13087745,0,0,0,0,1192415,12811839,648315,0,0,0,0,0,0,0,0,0,0,733129,733129,0,0,2330124,0,0,0,2556493,0,0,0,0,0,1202169,0,0,14880354,0,0,8723313,37270,0,0,0,0,0,0,0,0,0,1436953,37611894,0,0,0,0,0,0,0,0,0,0,0,0,4755661,0,0,0,0,0,0,0
13056,Hidalgo,Santiago Tulantepec de Lugo Guerrero,0,ingresos,0,109385432,7559569,7520257,0,0,0,0,0,0,0,0,2937124,2937124,0,0,0,0,0,0,0,0,0,2937124,0,0,0,0,0,0,0,0,10037152,729512,0,9307640,6357182,0,0,0,0,0,0,6357182,43390163,41007909,26387032,11639720,1006129,1975028,2329989,259297,830506,1240186,45752,45752,6513,39104242,36597376,36597376,10703592,25893784,2506866,2506866,0,2506866,0,0,0,0,0,0,0,0,729512,729512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39312,0,0,0,0,0,0,0,0,0,0,0,0,0,7520257,0,0,0,0,0,0,0,0,39312,0,0,0,0,0
13077,Hidalgo,Tulancingo de Bravo,1.3259948292864947,ingresos,0,446320578,42455764,37547198,25860588,0,1846419,0,3062147,0,0,0,48905516,29359414,14999291,13967403,0,0,0,0,0,13544882,434650,0,19546102,970466,3317284,0,0,10800375,4457977,0,6334876,4130560,15584,2204316,16784734,14722794,0,3019110,1982947,193041,0,2061940,150706333,141860081,86625549,38948271,2330605,13955656,8667703,849772,2760874,5057057,151992,151992,26557,181133355,155827197,155827197,43988575,111838622,25306158,25306158,18321631,6984527,0,0,0,0,5047214,8063018,0,0,2503426,0,0,0,0,0,0,0,813561,813561,0,0,0,1680,0,1680,0,0,0,0,0,609374,0,0,1031888,9527696,0,0,0,1611550,0,0,0,0,0,0,0,0,0,1237045,11686610,0,0,0,0,0,0,0,0,0,0,0,2503426,0,0,0,0,0,0,0,0
14039,Jalisco,Guadalajara,2.597912890801994,ingresos,1,8681052746,2033108596,1885844343,1196823487,578031662,20651008,20651008,150961859,0,0,0,1081396784,726166893,43603206,15918363,535584546,853871,0,0,0,104021002,3513838,42958139,247202407,53590011,72148178,73156415,0,0,7023160,41284643,141651919,87175778,4942077,54476141,192481975,159858331,0,152862730,0,48944,0,32623644,4043561044,3167555954,1875533350,284919236,468543234,538560134,153479198,51097954,59008539,43372705,722483851,722483851,42041,1188852428,1119893429,1119893429,103976713,1015916716,68958999,63774822,5184177,63774822,0,0,144838667,65543813,975929,99531235,0,83678870,81565032,0,0,0,0,0,0,0,0,0,0,27684843,107349053,0,0,0,6946657,0,0,0,0,0,0,0,0,0,5184177,0,216999142,668669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81565032,0,110989194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
