"nom_ent","nom_mun","mun_inegi","anio","pobtot","cs_revenue_perCapita","cs_total_general_fund","cs_intergov_revs_total_revs","cs_propety_tax_total_revs","bs_operating_exp","bs_operating_balance","bs_expenditure_perCapita","lrs_direct_long_term_debt_pobtot","lrs_debt_service_total_rev","mun_tipo","graproes","pea","pe_inac","pocupada","pdesocup","psinder","pder_ss","analf","sbasc","ovsde","ovsee","ovsae","ovpt","vhac","pl.5000","po2sm","im_2020","gm_2020","imn_2020","egresos_total_de_egresos","egresos_servicios_personales","egresos_materiales_y_suministros","egresos_servicios_generales","egresos_transferencias_asignaciones_subsidios_y_otras_ayudas","egresos_bienes_muebles_inmuebles_e_intangibles","egresos_inversion_publica","egresos_deuda_publica","ingresos_total_de_ingresos","ingresos_impuestos","ingresos_contribuciones_de_mejoras","ingresos_derechos","ingresos_productos","ingresos_aprovechamientos","ingresos_participaciones_federales","ingresos_aportaciones_federales_y_estatales","ingresos_financiamiento","egresos_disponibilidad_final","egresos_otros_egresos","ingresos_otros_ingresos","ingresos_disponibilidad_inicial","egresos_inversiones_financieras_y_otras_provisiones","prop_corrup_per17","prop_corrup_inc17","prop_corrup5_inc17","prop_corrup_per19","prop_corrup_inc19","prop_corrup5_inc19","prop_corrup_per21","prop_corrup_inc21","prop_corrup5_inc21"
"Oaxaca","La Compañía","20017",2019,3607,4464.250624,0.003055,0.59667,3.3e-5,0.217009,1,4464.250624,NA,NA,"rural",5.73,1213,1605,1174,39,993,2614,18.700416,66.074802,1.498335,1.831299,14.428413,17.119867,36.166195,100,96.943973,49.582931,"Alto",0.7764,16102552,1641270,1338420,2858915,263850,9815,9970550,0,16102552,526,0,40532,8135,0,3970814,12082545,0,19732,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Concepción Buenavista","20018",2019,752,6758.1875,0.018449,0.020723,8.15e-4,0.01138,0.999164,6758.1875,NA,NA,"rural",6.31,298,291,288,10,136,616,8.287293,64.825046,4.388298,2.260638,5.452128,7.31383,31.223629,100,94.097222,52.267579,"Alto",0.818438,5082157,547301,711227,1478647,5700,72972,2266310,0,5082157,4140,0,75770,1464,12310,2047002,2937220,4251,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Concepción Pápalo","20019",2019,2754,4257.424473,0.002995,0.003327,NA,0.001019,1,4257.424473,NA,NA,"rural",5.65,891,1328,872,19,559,2194,18.606917,70.482221,0.47654,0.47654,0.329912,19.354839,30.011723,100,96.014068,51.347618,"Alto",0.804032,11724947,1362300,766099,1451848,941616,30298,6948165,0,11724947,0,0,0,35114,0,2856828,8833005,0,224621,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Constancia del Rosario","20020",2019,4847,5212.594182,0.024405,1.141348,0.003723,0.434764,1,5212.594182,NA,NA,"rural",6.36,1147,2314,1088,59,782,4065,30.482166,59.214003,1.285293,2.275601,0.906026,20.77539,42.938389,100,76.973073,49.48343,"Alto",0.774842,25265444,4685568,3344092,1359608,79000,0,14088011,0,25265444,148537,11300,156763,0,300000,6175521,18473323,0,1709165,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Cosolapa","20021",2019,14488,5332.577236,0.024893,5.383967,0.005047,1.774729,1,5332.577236,NA,NA,"transición_rural-urbano",8.06,6457,4847,6388,69,3466,11015,10.151803,43.036053,3.018291,1.105779,3.894568,8.032547,28.641132,42.538653,85.474168,54.562796,"Medio",0.854377,77258379,16866611,4372192,3594108,5390637,119837,42353736,0,77258379,434892,24060,1453581,4032,6600,17226622,58108592,0,4561258,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Cosoltepec","20022",2019,803,6784.334994,0.110974,0.026771,0.009029,0.028151,0.992848,6784.334994,NA,NA,"rural",7.66,232,442,224,8,185,616,5.405405,45.310016,6.578947,2.5,6.052632,5.526316,17.229731,100,95.022624,53.557308,"Medio",0.838633,5447821,1581900,2595982,878578,355672,35689,0,0,5447821,49190,0,267066,172628,111359,2080649,2727966,38963,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Cuilápam de Guerrero","20023",2019,26882,2722.074771,0.051201000000000003,3.303899,0.026723,1.755946,1,2722.074771,NA,NA,"transición_rural-urbano",9.3,13509,7637,13344,165,10851,16026,4.3136659999999996,33.145783,2.447019,4.640769,38.627137,11.952028,24.792086,41.36225,70.985463,52.243481,"Alto",0.81806,73174814,12917510,10611931,13370030,310450,988588,9191027,0,73174814,2103530,0,526366,766969,349779,19596753,49831417,0,25785278,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Cuyamecalco Villa de Zaragoza","20024",2019,3644,6837.927827,0.001017,0.977671,2.35e-4,0.425768,0.967364,6837.927827,NA,NA,"rural",4.7,1291,1534,1251,40,1089,2555,29.806202,73.75969,2.039106,2.206704,3.01676,10.391061,37.978409,100,95.41432,49.134117,"Alto",0.769372,24917409,1768000,5799800,2918706,346092,0,14084811,0,24917409,13563,0,0,10961,0,7664425,16415249,813211,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Chahuites","20025",2019,11356,3738.855055,0.108733,0.520735,0.001145,0.311938,1,3738.855055,NA,NA,"transición_rural-urbano",7.45,5863,3018,5839,24,4358,6973,10.920719,51.188896,1.949663,0.558313,23.670684,5.68061,30.946527,2.659387,80.408086,53.69244,"Medio",0.840749,42458438,7886712,5456158,9325609,742054,6999,18496325,0,42458438,85212,0,4470612,58627,2200,14856407,22985380,0,544581,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Chalcatongo de Hidalgo","20026",2019,9035,7291.396126,0.026319,2.020203,0.002645,0.583045,0.940013,7291.396126,NA,NA,"rural",7.83,4957,2071,4922,35,2498,6536,11.063108,45.517667,1.574095,1.517877,9.973016,16.651675,28.733829,100,90.959206,52.221463,"Alto",0.817715,65877764,5158153,4962343,7281403,863244,229952,47382669,0,65877764,234527,70100,982898,181053,161254,9712111,50583987,3951834,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Chiquihuitlán de Benito Juárez","20027",2019,2179,8981.126664,0.012443,0.971231,NA,0.34612,0.822811,8981.126664,NA,NA,"rural",4.88,780,971,745,35,390,1789,31.973203,71.37637,1.835704,2.202845,6.103717,10.325838,29.704302,100,95.167785,49.085431,"Alto",0.76861,19569875,1589210,1244697,2833106,1855252,63156,11984454,0,19569875,907,0,156031,28014,15416,4093426,11808523,3467558,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Heroica Ciudad de Ejutla de Crespo","20028",2019,23148,2834.874762,0.0447,3.74717,0.019541,1.644174,1,2834.874762,NA,NA,"transición_rural-urbano",6.8,10955,6825,10825,130,10632,12510,13.880317,57.384885,2.913335,1.314026,9.773071,23.13378,32.289951,51.753931,88.207845,51.720386,"Alto",0.809869,65621681,13975453,4990790,8540033,1192283,237645,24402624,0,65621681,1366882,0,1006443,559939,0,19888248,42800169,0,12282853,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Eloxochitlán de Flores Magón","20029",2019,4215,6944.170581,0.004587,1.926851,5.14e-4,0.425954,1,6944.170581,NA,NA,"rural",5.23,1554,1553,1528,26,563,3650,33.27351,69.849246,1.153846,2.716346,5.745192,18.461538,38.917526,100,96.391076,47.918991,"Muy alto",0.750345,29269679,3157416,746975,2536349,263800,0,22550838,0,29269679,15056,0,106771,5574,6853,6409295,22726130,0,14301,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Tamazulápam del Espíritu Santo","20031",2019,7185,5311.274322,0.00531,0.091972,NA,0.063479,1,5311.274322,NA,NA,"rural",6.21,3419,2150,3392,27,2698,4445,26.425893,63.372781,0.933908,1.925287,0.775862,16.58046,29.507389,100,81.008165,50.807708,"Alto",0.795578,38161506,5060733,15669994,5468513,280583,731549,6950017,0,38161506,0,0,200007,2616,0,9445049,28513834,0,4000117,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Fresnillo de Trujano","20032",2019,1077,5131.226555,0.009443,0.006154,0.002556,0.003191,1,5131.226555,NA,NA,"rural",5.68,255,581,253,2,237,840,23.785166,62.148338,6.313835,1.021356,20.334262,4.085422,23.824451,100,93.675889,49.714758,"Alto",0.778464,5526331,1313850,730646,794223,15380,1499,1650000,0,5526331,27933,400,21787,1765,300,2204675,3269471,0,1020733,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Guadalupe Etla","20033",2019,2929,4351.702287,0.105054,0.027814,0.021397,0.022033,0.694314,4351.702287,NA,NA,"rural",9.96,1357,1063,1338,19,1137,1788,3.111306,31.025416,0.205691,0.582791,1.508399,2.711981,15.304799,100,72.693452,57.039077,"Muy bajo",0.893153,12746136,1478951,1600174,3194718,229162,398655,5844476,0,12746136,335972,0,520482,358,72900,2787738,5132376,3896310,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Guadalupe de Ramírez","20034",2019,1288,4564.511646,0.032662,0.010958,2.08e-4,0.009367,1,4564.511646,NA,NA,"rural",6.49,349,655,343,6,244,1043,12.286325,60.25641,1.708075,0.07764,7.375776,3.02795,19.121447,100,90.643275,53.598394,"Medio",0.839276,5879091,1338000,1912501,1610714,162937,0,726505,0,5879091,1222,0,189621,1180,0,2412171,3274897,0,128434,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Guelatao de Juárez","20035",2019,657,9091.030441,0.01528,0.00858,NA,0.00725,0.610512,9091.030441,NA,NA,"rural",11.46,312,156,312,0,83,572,1.616628,21.016166,0,0,0,2.631579,11.515152,100,64.74359,58.307489,"Muy bajo",0.913014,5972807,369113,1419969,1245055,17000,1262124,1659546,0,5972807,0,680,25108,16829,13100,1400612,2190141,2326337,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Guevea de Humboldt","20036",2019,5256,4388.987443,0.010024,0.203394,1.41e-4,0.072492,1,4388.987443,NA,NA,"rural",6.08,2076,1953,2071,5,711,4544,18.02072,62.73868,2.174742,2.041206,0.553224,11.884777,32.478634,100,93.473326,51.461725,"Alto",0.805819,23068518,2418450,2104706,3616274,720400,65152,14034498,0,23068518,3250,0,227909,83,0,5448692,17388584,0,109038,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Mesones Hidalgo","20037",2019,4424,5048.275542,0.003783,0.363151,NA,0.12777,1,5048.275542,NA,NA,"rural",5.69,1227,2126,1165,62,676,3747,24.393443,65.704918,4.696449,3.871707,2.79496,13.676976,34.247787,100,92.373608,49.398571,"Alto",0.773513,22333571,2213338,2603416,3011283,63851,0,14418438,0,22333571,0,0,62148,22345,0,4384389,17864689,0,23245,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Villa Hidalgo","20038",2019,1885,5729.306101,0.007607,0.334733,NA,0.132733,0.991857,5729.306101,NA,NA,"rural",6.19,878,657,870,8,648,1236,16.826923,64.423077,1.291712,2.47578,2.260495,16.415501,26.515152,100,92.782305,51.430375,"Alto",0.805328,10799742,1267526,1347141,1600610,236465,107977,6240023,0,10799742,0,0,75315,6167,0,2879966,7750349,87945,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Heroica Ciudad de Huajuapan de León","20039",2019,78313,3933.754894,0.200727,5.454355,0.062898,5.60397,1,3933.754894,NA,NA,"urbano",9.54,38997,21645,38339,658,37468,40735,5.163395,31.836938,0.75067,0.715904,6.605377,5.1529,22.693279,28.283938,72.738375,56.852133,"Muy bajo",0.890225,308064147,118420845,72251922,62308793,133501,2642892,44251821,0,308064147,25398785,0,24176044,4608507,7653377,137104872,109122562,0,8054373,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Ixtlán de Juárez","20042",2019,8385,4904.072391,0.099506,1.01424,0.001366,0.628963,0.830939,4904.072391,NA,NA,"rural",8.47,3922,2390,3890,32,2044,6337,5.619129,42.237404,0.384986,0.324832,0.1564,17.745428,30.962706,100,84.198043,54.405421,"Medio",0.851913,41120647,5783159,6160622,7136925,368512,602169,21069260,0,41120647,60415,27300,1736811,1084740,490720,9405474,21363305,6951882,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Loma Bonita","20044",2019,40934,3753.164533,0.078362,1.129117,0.023188,0.779308,1,3753.164533,NA,NA,"urbano",7.51,20341,11752,20046,295,12592,28319,10.416805,49.7156,1.432707,0.72862,4.592513,6.85933,26.34173,23.122588,81.551062,55.220049,"Bajo",0.864669,153632037,48838522,13275490,35612474,1904556,569339,44257253,0,153632037,4346800,0,6889997,639182,162933,64959835,76633290,0,9174403,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Magdalena Apasco","20045",2019,7888,3158.212348,0.077681,0.353071,0.033474,0.233287,1,3158.212348,NA,NA,"rural",10.36,4020,2399,3950,70,2252,5621,1.959471,27.064143,0.316977,0.367694,1.737036,3.436034,19.597069,100,62.642914,57.450212,"Muy bajo",0.89959,24911979,4054666,3392419,7734576,894640,103463,7294069,0,24911979,888864,0,482765,475775,87772,8952541,14024262,0,1438146,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Magdalena Jaltepec","20046",2019,2943,7286.807339,0.062356,0.047221,NA,0.019381,1,7286.807339,NA,NA,"rural",6.74,1055,1349,1036,19,454,2482,9.258447,56.1704,1.708817,1.12782,19.002051,7.826384,23.706896,100,92.084942,52.247776,"Alto",0.818127,21445074,2119755,2950088,3183233,52725,1277182,11518474,0,21445074,120,0,1021647,315470,0,5503832,14604005,0,343617,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa Magdalena Jicotlán","20047",2019,81,29774.061728,0.074476,0.020934,0.00584,0.015665,0.993451,29774.061728,NA,NA,"rural",7.84,42,30,42,0,31,49,5.714286,54.285714,0,0,0,6.17284,10,100,100,55.363134,"Bajo",0.86691,2411699,620161,557756,481407,2000,23614,726761,0,2411699,29876,0,30172,72939,45450,1119016,1098451,15795,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Magdalena Mixtepec","20048",2019,1433,5900.905792,0.003463,0.007975,NA,0.002721,1,5900.905792,NA,NA,"rural",6.48,404,583,404,0,227,1205,12.656784,58.722919,2.302861,2.512212,0.76762,36.078158,59.010601,100,96.675192,49.158055,"Alto",0.769747,8455998,3657,710542,2161500,278569,401300,4896496,0,8455998,0,0,21106,8178,0,2436899,5989815,0,3934,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Magdalena Ocotlán","20049",2019,1184,5012.205236,0.001603,0.074739,0.001153,0.033446,1,5012.205236,NA,NA,"rural",7.65,463,451,461,2,540,644,6.908665,46.487119,0.337838,0.760135,19.679054,30.489865000000002,29.84127,100,81.778742,51.650302,"Alto",0.808772,5934451,1551918,413575,685923,14502,45819,2915409,0,5934451,9511,0,0,0,0,2192629,3732311,0,307305,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Magdalena Peñasco","20050",2019,3750,8287.496,0.007598,0.163118,NA,0.045733,0.80314,8287.496,NA,NA,"rural",5.64,1681,1151,1666,15,480,3270,27.394561,63.776114,0.711549,1.860974,11.412151,13.683634,25.510204,100,97.560976,49.561155,"Alto",0.776059,31078110,1527652,3117862,2299314,2087745,549880,21495657,0,31078110,0,0,142597,4229,42820,4387897,20382545,6118022,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Magdalena Teitipac","20051",2019,4764,5602.254408,0.015129,0.120945,2.87e-4,0.039225,0.969935,5602.254408,NA,NA,"rural",4.18,2099,1376,2085,14,2052,2678,24.401009,88.328076,0.549567,0.612978,51.616994,22.194039,45.22863,100,96.291013,44.734735,"Muy alto",0.700484,26689140,2861627,1103929,4302941,1840,68500,18350303,0,26689140,12497,0,309075,18288,51789,5693145,19801937,802409,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Magdalena Tequisistlán","20052",2019,5996,4094.841394,0.05009,0.33202,4.54e-4,0.171734,1,4094.841394,NA,NA,"rural",8.48,2503,2325,2472,31,1009,4983,10.022173,42.549889,2.905812,3.373413,3.891116,11.189045,25.212315,100,80.463918,53.221179,"Medio",0.83337,24552669,5481906,2186942,4394607,103125,201515,9335476,0,24552669,37173,0,1059807,96646,36220,8149949,15172874,0,2849098,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Magdalena Tlacotepec","20053",2019,1297,7591.690054,0.034267,0.082057,8.51e-4,0.066604,1,7591.690054,NA,NA,"rural",8.23,451,645,442,9,364,933,10.88632,42.967245,3.491078,0.07758,5.740884,3.18076,15.990454,100,65.759637,55.260669,"Bajo",0.865305,9846422,4537515,1022673,2158039,12437,54614,1846050,0,9846422,8380,0,297227,31805,0,6647495,2861515,0,215094,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Magdalena Zahuatlán","20054",2019,404,8262.559406,0.05791,0.090612,0.003706,0.060661,0.998723,8262.559406,NA,NA,"rural",7.95,149,174,144,5,46,358,6.109325,50.160772,0.990099,1.485149,0.990099,14.60396,26.923077,100,88.888889,53.886675,"Medio",0.84379,3338074,719843,334023,1048737,27833,6900,1200738,0,3338074,12372,0,155842,10077,14771,1617782,1522966,4264,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Mariscala de Juárez","20055",2019,3739,4924.608719,0.31257,0.172406,0.026554,0.14725,1,4924.608719,NA,NA,"rural",6.85,1317,1520,1286,31,666,3072,10.722348,58.427389,3.185225,0.374732,5.192719,2.569593,26.070763,100,86.661466,53.631644,"Medio",0.839797,18413112,4722314,3623748,2464760,714885,37120,5230305,0,18413112,488947,5250,363702,6653,4890832,4870750,7786978,0,1619980,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Mártires de Tacubaya","20056",2019,1446,4424.767635,0.002201,0.139926,NA,0.055463,1,4424.767635,NA,NA,"rural",6.97,496,610,462,34,313,1133,12.887597,53.294574,9.659486,0.486449,3.405142,12.925643,43.276283,100,90.967742,51.177748,"Alto",0.801372,6398214,1882868,114854,532776,0,0,3133333,0,6398214,0,13575,0,509,0,2015731,4368399,0,734383,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Matías Romero Avendaño","20057",2019,38183,3658.340937,0.086641,0.330839,0.013255,0.233501,1,3658.340937,NA,NA,"urbano",8.29,18384,11417,18116,268,12833,25339,9.648082,41.426362,1.427409,1.067933,12.571174,4.442287,25.145632,54.102611,79.623533,54.566248,"Medio",0.854432,139686432,54482253,11956745,23607814,779314,2678975,40320255,0,139686432,3592954,0,7618449,684495,206719,58187546,69396269,0,5861076,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Mazatlán Villa de Flores","20058",2019,12722,4934.427449,0.004383,1.230024,1.07e-4,0.460915,0.96206,4934.427449,NA,NA,"transición_rural-urbano",5.21,3698,5936,3468,230,1432,11289,32.108406,69.795496,2.504147,2.993681,7.117466,41.527767,44.506413,100,96.534653,45.945438,"Muy alto",0.719442,62775786,4770982,8354562,9406143,100000,0,40144099,0,62775786,6706,0,249169,8861,0,10694269,49435038,2381743,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Miahuatlán de Porfirio Díaz","20059",2019,50375,2955.127464,0.045018,1.55917,0.017119,0.572892,1,2955.127464,NA,NA,"urbano",7.96,24014,14240,23752,262,22327,28027,10.801841,44.771233,0.81974,1.262731,9.191024,17.850046,29.738462,42.173697,76.53729,53.848792,"Medio",0.843197,148864546,12404381,19281712,20549334,4563729,312809,64533353,0,148864546,2969959,24000,3546187,40086,121421,52643129,89519764,0,27219228,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Monjas","20061",2019,2893,7123.096094,0.02536,0.711776,0.002798,0.422058,0.985181,7123.096094,NA,NA,"rural",5.62,732,1416,654,78,495,2397,22.883065,65.675403,7.449757,1.489951,21.344421,19.99307,31.664581,100,88.53211,48.169731,"Muy alto",0.754271,20607117,3165767,6275669,2291479,650965,389331,7833906,0,20607117,57666,0,61240,4894,391053,4867179,14919714,305371,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Natividad","20062",2019,498,7380.345382,NA,0.135233,NA,0.069196,1,7380.345382,NA,NA,"rural",8.71,214,198,212,2,94,404,4.3257,41.73028,0,0.60241,0,7.429719,21.935484,100,85.849057,55.614181,"Bajo",0.870841,3675412,468900,327195,1084533,0,5999,1693000,0,3675412,0,0,0,0,0,1579792,2095620,0,95785,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Nejapa de Madero","20064",2019,8494,5881.446197,0.011242,1.300257,0.001335,0.653799,0.810984,5881.446197,NA,NA,"rural",7.46,4089,2610,4055,34,2191,6302,7.626582,51.836024,1.213942,2.872596,3.689904,15.180288,28.179871,100,88.366558,52.93417,"Medio",0.828875,49957004,2283587,9929200,7929730,371599,783647,28659241,0,49957004,66713,0,346378,15665,26700,11997196,28061682,9442670,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Ixpantepec Nieves","20065",2019,1079,9593.736793,0.007089,0.310772,6.19e-4,0.159547,0.98712,9593.736793,NA,NA,"rural",4.58,315,566,314,1,516,562,28.537455,75.029727,3.101504,1.691729,3.477444,10.526316,23.209169,100,96.474359,49.889899,"Alto",0.781206,10351642,1484780,2516502,1207484,1039,28049,5113788,0,10351642,6405,0,65396,640,0,2667623,7478245,133333,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Niltepec","20066",2019,5342,5050.956571,0.029188,0.238604,1.22e-4,0.095198,1,5050.956571,NA,NA,"rural",7.17,2365,1929,2288,77,1180,4139,13.926258,50.373692,2.108663,1.633739,3.457447,3.87538,20.034843,100,83.342466,53.704972,"Medio",0.840945,26982210,3550519,2262955,4637578,569085,124467,5752274,0,26982210,3290,2000,756148,15619,10500,12693729,13500924,0,10085332,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Oaxaca de Juárez","20067",2019,270955,6637.779462,0.23616,26.977051,0.085292,29.667949,0.928609,6637.779462,20.406234,0.003074,"metropolitano",11.32,144995,76087,142646,2349,98262,170318,2.710838,21.632525,0.119714,0.464265,5.32839,5.2452,17.444275,1.305014,64.971536,58.680254,"Muy bajo",0.918851,1798539534,1049809520,93857939,259301972,24700922,41797866,98823381,5529171,1798539534,169767659,0,184797192,27811869,12043386,892434134,383285294,128400000,224718763,0,0,0,0,NA,NA,NA,47.20558019855214,13.21695760598504,19.244692803066464,NA,NA,NA
"Oaxaca","Ocotlán de Morelos","20068",2019,23751,3366.162267,0.113583,2.037148,0.018018,1.480685,1,3366.162267,NA,NA,"transición_rural-urbano",8.83,11929,6873,11704,225,10195,13545,7.271381,38.307085,0.906561,0.927644,22.04419,19.619666,27.525671,29.91874,74.939018,53.717607,"Medio",0.841143,79949720,23408475,16702888,11399076,301887,2771399,24314137,0,79949720,2237905,2730,6358853,246651,234753,28019919,42848909,0,1051858,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","La Pe","20069",2019,3052,3813.646461,0.00353,0.101063,NA,0.044327,0.98793,3813.646461,NA,NA,"rural",6.2,755,1456,678,77,318,2734,13.313462,62.835821,0.393185,0.720839,7.634338,17.398427,45.76923,100,93.510324,51.044339,"Alto",0.799283,11639249,1991628,1042163,1991875,0,0,6613583,0,11639249,0,0,38680,1906,0,3037211,8420963,140489,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Pinotepa de Don Luis","20070",2019,6416,5925.374844,0.016976,0.753308,0.001882,0.21469,1,5925.374844,NA,NA,"rural",7.2,2699,2110,2620,79,938,5476,19.793072,51.979307,5.754496,2.611415,9.913995,16.731822,35.662651,14.728803,88.415391,51.238878,"Alto",0.80233,38017205,6511796,1921451,2217570,233650,25184,12602742,0,38017205,88308,19560,398324,121841,17350,7252521,30119301,0,14504812,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Pluma Hidalgo","20071",2019,3255,6419.735484,0.002429,0.371625,5.34e-4,0.15405,1,6419.735484,NA,NA,"rural",6.45,1286,1179,1249,37,926,2329,17.709251,57.312775,2.523853,5.324715,6.001847,22.683903,48.424736,100,89.262821,48.962366,"Alto",0.766683,20896239,2187981,1559006,4894109,0,0,11976936,0,20896239,11169,0,39585,0,0,6391136,14454349,0,278207,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","San José del Progreso","20072",2019,8059,12262.865368,0.505146,0.053103,1.8e-4,0.033786,0.825083,12262.865368,NA,NA,"rural",6.92,3121,2899,3069,52,1677,6381,11.220297,54.497322,2.556148,1.153989,27.534434,14.579973,35.111958,100,77.926312,50.745644,"Alto",0.794606,98826432,5020062,7565028,13086894,1545171,53996,71555281,0,98826432,42701,0,10235859,69010,30842064,16064723,24285646,17286429,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Putla Villa de Guerrero","20073",2019,34652,3673.410077,0.09026,0.554572,0.006307,0.406943,0.903305,3673.410077,NA,NA,"urbano",8.2,16083,10328,15907,176,8781,25868,11.479445,44.555227,1.879622,1.487913,1.999474,13.984624,33.763439,63.26619,81.914238,53.712299,"Medio",0.84106,127291006,25926060,29915344,20916918,1447317,4886084,44199283,0,127291006,1070791,90857,3832259,5179322,205131,32429910,72174367,12308369,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa Catarina Quioquitani","20074",2019,456,11487.515351,3.42e-4,0.133545,NA,0.054884,1,11487.515351,NA,NA,"rural",6.81,122,231,121,1,15,441,7.301587,58.095238,0.219298,0.219298,1.315789,3.289474,34.375,100,97.520661,53.970988,"Medio",0.845111,5238307,262000,656166,1233939,17024,0,2754126,0,5238307,0,0,0,1791,0,2274886,2961630,0,315052,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Reforma de Pineda","20075",2019,2660,5058.484211,0.080176,0.070428,2.08e-4,0.035441,1,5058.484211,NA,NA,"rural",7.5,1138,1063,1127,11,445,2214,12.189293,48.374761,1.930356,0.832702,0.567752,2.081756,14.566115,100,86.666667,54.723993,"Bajo",0.856902,13455568,3412200,1101277,1714860,528400,3800,1009383,0,13455568,2803,0,1068176,7832,0,6224953,6151804,0,5685648,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","La Reforma","20076",2019,3411,4332.516271,0.014249,0.016321,0.002695,0.009407,0.877171,4332.516271,NA,NA,"rural",7.23,1131,1503,1117,14,682,2729,8.511513,53.371711,2.14222,2.112467,0.833085,13.95418,28.74859,100,92.149866,53.022158,"Medio",0.830253,14778213,1258618,4183606,1922688,49736,48881,7314684,0,14778213,40422,0,42632,0,101650,4378222,8400090,1815197,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
