"nom_ent","nom_mun","mun_inegi","anio","pobtot","cs_revenue_perCapita","cs_total_general_fund","cs_intergov_revs_total_revs","cs_propety_tax_total_revs","bs_operating_exp","bs_operating_balance","bs_expenditure_perCapita","lrs_direct_long_term_debt_pobtot","lrs_debt_service_total_rev","mun_tipo","graproes","pea","pe_inac","pocupada","pdesocup","psinder","pder_ss","analf","sbasc","ovsde","ovsee","ovsae","ovpt","vhac","pl.5000","po2sm","im_2020","gm_2020","imn_2020","egresos_total_de_egresos","egresos_servicios_personales","egresos_materiales_y_suministros","egresos_servicios_generales","egresos_transferencias_asignaciones_subsidios_y_otras_ayudas","egresos_bienes_muebles_inmuebles_e_intangibles","egresos_inversion_publica","egresos_deuda_publica","ingresos_total_de_ingresos","ingresos_impuestos","ingresos_contribuciones_de_mejoras","ingresos_derechos","ingresos_productos","ingresos_aprovechamientos","ingresos_participaciones_federales","ingresos_aportaciones_federales_y_estatales","ingresos_financiamiento","egresos_disponibilidad_final","egresos_otros_egresos","ingresos_otros_ingresos","ingresos_disponibilidad_inicial","egresos_inversiones_financieras_y_otras_provisiones","prop_corrup_per17","prop_corrup_inc17","prop_corrup5_inc17","prop_corrup_per19","prop_corrup_inc19","prop_corrup5_inc19","prop_corrup_per21","prop_corrup_inc21","prop_corrup5_inc21"
"Oaxaca","Santa María Nduayaco","20423",2018,453,8182.87638,0.020606,0.115959,NA,0.059767,1,8182.87638,NA,NA,"rural",6.32,158,237,156,2,102,351,7.2,62.666667,1.552106,2.882483,1.995565,19.955654,32.413792,100,98.69281,51.890163,"Alto",0.812528,3706843,16800,1060907,793489,0,0,1781348,0,3706843,0,0,20846,48432,7104,1472307,2158154,0,54299,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Ozolotepec","20424",2018,3793,5053.286844,1.87e-4,3.862134,1.87e-4,1.522665,1,5053.286844,NA,NA,"rural",6.03,1244,1600,1238,6,914,2879,18.640094,63.305979,0.608627,2.513893,2.169886,21.778248,40.909092,100,96.680162,50.123136,"Alto",0.784859,19167117,1056740,3485965,3012614,105900,33497,0,0,19167117,3576,0,0,0,0,5325917,13837624,0,11472401,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Pápalo","20425",2018,2058,8643.08309,0.056258,0.867869,3.05e-4,0.332173,0.957081,8643.08309,NA,NA,"rural",6.27,747,893,742,5,329,1729,17.061924,59.156785,0.583658,1.507782,1.118677,14.980545,36.334911,100,97.693351,51.429996,"Alto",0.805322,17787465,1680954,1253240,3215113,327306,12297,11298555,0,17787465,5431,0,95818,756337,100150,3587519,12478790,763420,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Petapa","20427",2018,16706,2465.927212,0.015777,0.297532,9.31e-4,0.202539,1,2465.927212,NA,NA,"transición_rural-urbano",7.8,7482,4346,7339,143,5798,9220,11.234635,45.047894,2.143666,1.238266,11.850077,5.241774,28.027058,100,85.244295,53.048107,"Medio",0.83066,41195780,9442184,11000330,7158212,639240,0,12895401,0,41195780,38340,0,551200,10712,49700,12558724,27987104,0,60413,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Quiegolani","20428",2018,2224,5823.017536,2.32e-4,1.498913,NA,0.852449,0.861457,5823.017536,NA,NA,"rural",6.74,590,994,585,5,168,2056,19.915849,52.173913,4.511278,2.490602,1.456767,14.285714,42.722118,100,97.577855,50.230201,"Alto",0.786535,12950391,2412710,1835130,2095356,0,17097,6590098,0,12950391,0,0,0,2583,0,2702809,8450815,1794184,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Tataltepec","20430",2018,317,11337.460568,0.014835,0.14574,NA,0.090361,1,11337.460568,NA,NA,"rural",8.06,129,144,126,3,59,257,11.24031,43.79845,0.946372,0.315457,0,16.088328,35.869564,100,95.238095,53.033743,"Medio",0.830435,3593975,361748,894619,938880,56000,30100,1244996,0,3593975,0,300,22766,30252,0,2076996,1463661,0,67632,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Tecomavaca","20431",2018,1830,2917.380328,0.010857,1.117053,6.52e-4,0.641757,1,2917.380328,NA,NA,"rural",8.56,794,656,775,19,297,1533,6.947524,40.957567,3.123288,0.328048,2.410959,15.39726,25.619835,100,90.451613,53.915495,"Medio",0.844242,5338806,1453965,572087,1007840,65500,0,2230255,0,5338806,6381,0,46532,4553,500,2022860,3257980,0,9159,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Temaxcalapa","20432",2018,903,7437.495017,0.010133,0.218305,NA,0.075105,1,7437.495017,NA,NA,"rural",6.9,412,342,409,3,167,736,7.407407,57.613169,0,0.110742,0,4.540421,19.397993,100,92.909535,54.943499,"Bajo",0.860339,6716058,502025,613349,1171774,155519,42970,4178281,0,6716058,40,0,58880,7116,2020,2367453,4280549,0,52140,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Temaxcaltepec","20433",2018,2694,6690.724944,0.097039,0.812552,NA,0.22728,1,6690.724944,NA,NA,"rural",4.62,676,1178,586,90,531,2163,31.019656,78.255528,0.259933,5.49573,1.076866,19.569254,41.223831,100,94.854202,47.619991,"Muy alto",0.745663,18024813,2515130,454958,1582407,126828,3698,12542741,0,18024813,0,0,0,0,1749115,2878355,13397343,0,799051,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Teopoxco","20434",2018,3985,5539.592472,0.001502,1.499506,NA,0.475777,1,5539.592472,NA,NA,"rural",5.01,1086,1815,1079,7,254,3730,31.491499,71.058733,0.928482,0.476788,1.279799,15.633626,30.373001,100,96.840149,49.701458,"Alto",0.778256,22075276,2737237,1758136,2498354,358395,37122,12184173,0,22075276,0,0,0,33155,0,4360440,17681681,0,2501859,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Tepantlali","20435",2018,3576,5435.114374,0.022767,1.435442,2.12e-4,0.456051,1,5435.114374,NA,NA,"rural",5.27,1091,1562,1076,15,698,2877,31.198686,68.349754,1.966372,2.906811,0.484469,27.016244,34.825329,100,88.056872,48.484593,"Muy alto",0.759201,19435969,1712579,1727855,2593932,0,936220,7512295,0,19435969,4126,0,24917,15103,398351,3768428,15225044,0,4953088,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Texcatitlán","20436",2018,896,6472.638393,1.64e-4,1.323083,NA,0.610445,0.989082,6472.638393,NA,NA,"rural",5.27,370,314,370,0,22,874,25.116279,69.302326,3.691275,1.454139,64.653244,12.416107,22.680412,100,98.11828,45.092783,"Muy alto",0.70609,5799484,565200,639087,1441831,21867,0,3131499,0,5799484,0,0,0,943,0,1909798,3825422,63321,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Tlahuitoltepec","20437",2018,9653,6800.991609,0.023371,1.057335,NA,0.355181,0.813168,6800.991609,NA,NA,"rural",6.83,3365,4025,3262,103,2671,6978,23.861268,52.232807,1.477417,2.247784,1.509076,28.818931,30.01638,100,82.409714,50.366061,"Alto",0.788662,65649972,1708757,3510588,12294491,441827,2073812,45620497,0,65649972,0,0,730255,336457,180953,10840202,41296592,12265513,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Tlalixtac","20438",2018,1839,4573.735726,0.002052,1.530559,NA,0.595008,1,4573.735726,NA,NA,"rural",5.66,536,824,510,26,257,1582,23.746919,61.513158,1.181767,0.787845,0.844119,19.752392,41.489361,100,91.820041,50.296418,"Alto",0.787572,8411100,1248650,617936,1396535,152130,31793,4832809,0,8411100,0,0,7550,400,9310,2572334,5821506,0,131247,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Tonameca","20439",2018,25347,5397.330295,0.022321,3.286794,0.005665,1.374006,0.999769,5397.330295,NA,NA,"transición_rural-urbano",6.53,11669,7250,11554,115,6587,18750,17.2691,58.118713,3.95335,4.56612,12.923503,25.242143,40.099396,100,85.718012,48.798221,"Alto",0.764112,136806131,29552479,9693225,16655078,3790438,1382893,75732018,0,136806131,775296,550,2027832,48805,200453,46860504,86861144,31547,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Totolapilla","20440",2018,812,7494.60468,0.012463,0.217665,NA,0.118865,1,7494.60468,NA,NA,"rural",6.21,255,419,243,12,82,730,17.940718,58.658346,2.641509,1.509434,2.893082,6.163522,19.387754,100,91.489362,52.541762,"Alto",0.822731,6085619,1799777,653098,829015,172971,0,2386539,0,6085619,0,0,2892,2954,70000,2727222,3282551,0,244219,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Xadani","20441",2018,9234,5442.586203,0.02198,3.68785,4.21e-4,0.967193,0.984294,5442.586203,NA,NA,"rural",5.96,4514,2163,4409,105,1436,7784,22.51776,66.072019,1.923497,0.830601,5.945355,4.601093,37.22826,6.519385,71.156463,53.262042,"Medio",0.834009,50256841,6213683,1814778,4659962,785304,12532,36770582,0,50256841,24146,0,989733,44597,28800,7354926,41025294,789345,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Yalina","20442",2018,250,10182.98,0.017858,0.068284,0.004285,0.050845,1,10182.98,NA,NA,"rural",7.14,75,127,74,1,19,231,6.701031,62.886598,0,0,2,9.6,27.710844,100,100,53.756333,"Medio",0.841749,2545745,586486,828840,446442,75870,4199,383804,0,2545745,10908,0,0,34554,0,1255490,1244793,0,220104,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Yavesía","20443",2018,434,9246.059908,0.025121,0.558149,0.003808,0.322795,0.920173,9246.059908,NA,NA,"rural",8.35,102,243,101,1,17,417,1.515152,44.848485,0.460829,0.460829,0,6.682028,15.753425,100,95.049505,55.875905,"Bajo",0.874939,4012790,412956,855218,813646,149750,910992,870228,0,4012790,15280,0,41137,33541,2800,2426339,1173365,320328,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Yolotepec","20444",2018,481,9644.956341,0.003189,1.583321,NA,0.506798,0.990699,9644.956341,NA,NA,"rural",7.37,187,165,186,1,227,254,8.083832,53.892216,1.039501,1.871102,2.702703,7.692308,23.870968,100,92.473118,53.729054,"Medio",0.841322,4639224,0,564466,901980,74751,36900,3061127,0,4639224,0,0,7417,7240,0,1519488,3061928,43151,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Yosoyúa","20445",2018,1699,4946.246616,4.67e-4,1.13371,NA,0.763905,0.928103,4946.246616,NA,NA,"rural",8.1,772,587,748,24,111,1588,14.413681,39.087948,0.476474,0.357356,0.476474,10.601549,32.010582,100,88.340192,53.553531,"Medio",0.838574,8403673,895097,3095615,1262198,143014,393937,2613812,0,8403673,0,0,0,3642,3,2436856,5358977,604195,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Yucuhiti","20446",2018,6008,5297.970539,0.019041,1.187541,NA,0.591335,1,5297.970539,NA,NA,"rural",7.37,1985,2776,1936,49,780,5228,11.880072,48.940487,0.40404,1.127946,6.666667,12.828283,31.030304,100,95.487933,52.517318,"Alto",0.822348,31830207,5034500,7656241,2857292,1091436,335723,10799953,0,31830207,10500,0,160280,181841,253450,6400382,24823754,0,4055062,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Zacatepec","20447",2018,17100,3837.904386,0.034415,6.36004,7e-6,2.085656,0.953611,3837.904386,NA,NA,"transición_rural-urbano",6.46,7647,5215,7581,66,4614,12486,16.962325,59.798953,2.981732,2.262817,1.803182,14.107248,34.55616,65.140351,90.767824,51.837785,"Alto",0.811708,65628165,7909444,7576424,4330996,1676163,0,44135138,0,65628165,5480,21680,232087,12873,1881715,13321607,47108312,3044411,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Zaniza","20448",2018,2469,4081.112596,1.7e-5,0.694976,NA,0.238724,1,4081.112596,NA,NA,"rural",6.52,611,1035,605,6,103,2365,14.940931,60.945101,0.324018,2.227623,0.283516,45.484002,60.912697,100,99.504132,48.34427,"Muy alto",0.757004,10076267,1121179,725463,1614487,444047,35880,5112557,0,10076267,0,0,0,173,0,2443125,7632969,0,1022654,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santa María Zoquitlán","20449",2018,3294,4016.163934,0.047093,0.09909,0.001029,0.045401,0.998681,4016.163934,NA,NA,"rural",5.95,1113,1497,1070,43,721,2572,14.016393,68.934426,2.91882,0.820918,4.773487,13.225905,26.796116,100,86.079545,52.149567,"Alto",0.81659,13229244,713190,1701131,3353962,81048,189821,7190092,0,13229244,15817,7000,277717,6405,315242,3252265,9337346,17452,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Amoltepec","20450",2018,13855,5458.45839,0.013425,9.584384,NA,1.772534,1,5458.45839,NA,NA,"transición_rural-urbano",5.7,1928,7296,1368,560,1021,12832,23.174883,69.85582,0.407125,5.408942,11.26863,68.149764,60.227272,100,90.284006,44.118643,"Muy alto",0.690837,75626941,6548310,3379668,3870683,226594,1181126,46219831,0,75626941,0,0,431212,584099,0,9342066,65269564,0,14200729,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Apoala","20451",2018,1019,5669.73209,0.021234,0.692085,NA,0.402859,1,5669.73209,NA,NA,"rural",5.07,341,475,340,1,165,851,34.175532,66.755319,0.835073,2.087683,57.724426,15.448852,25.386997,100,97.846154,44.429137,"Muy alto",0.695698,5777457,508443,1376081,1407091,0,0,1044248,0,5777457,0,425,45890,1753,74609,2043133,3611647,0,1441594,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Apóstol","20452",2018,4421,4530.216693,0.023253,0.92715,0.00759,0.434817,0.989441,4530.216693,NA,NA,"rural",5.68,1847,1678,1811,36,2496,1921,22.388506,70.817121,0.635786,0.658492,3.451408,50.022707,33.565216,100,94.361526,48.404026,"Muy alto",0.75794,20028088,4237575,1622209,3217754,57326,110353,10782871,0,20028088,152119,2560,267425,14208,24490,5635756,13720056,211474,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Astata","20453",2018,3918,3830.158754,0.064046,0.741322,NA,0.295981,1,3830.158754,NA,NA,"rural",7.89,1617,1495,1589,28,865,3053,9.660665,43.871191,6.764552,4.142632,5.270058,6.974305,31.705364,100,84.475173,52.256961,"Alto",0.818271,15006562,2688525,1147985,1771289,620698,145624,8631398,0,15006562,0,0,951984,8519,600,3160928,10884531,0,1043,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Atitlán","20454",2018,3556,4811.507312,0.024656,2.569907,NA,0.574041,1,4811.507312,NA,NA,"rural",6.53,1483,1305,1481,2,869,2687,20.622568,58.599222,0.4265,2.502132,1.933466,24.736992,37.825596,100,91.785472,50.177697,"Alto",0.785713,17109720,115321,1470658,2141593,177400,1214214,11841263,0,17109720,0,0,0,21863,400000,3025862,13661995,0,149271,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Ayuquililla","20455",2018,2904,5101.37741,0.023229,1.462282,8.91e-4,0.538727,0.907897,5101.37741,NA,NA,"rural",6.37,939,1181,923,16,676,2227,10.899743,62.879177,15.41911,1.069334,10.210417,7.93377,42.257217,100,95.969499,49.923423,"Alto",0.781731,14814400,2204468,815241,1820347,1339067,152904,8482373,0,14814400,18196,13050,147559,132028,1600,3660725,9476788,1364454,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Cacaloxtepec","20456",2018,1667,4714.010198,0.032723,1.534477,NA,0.754264,1,4714.010198,NA,NA,"rural",6.47,686,634,659,27,571,1096,20.337621,57.073955,4.087858,0.366077,3.721782,3.111653,27.892563,100,89.69697,52.192955,"Alto",0.817269,7858255,2203673,759841,772769,0,69083,3063889,0,7858255,0,1600,143224,112325,0,2511692,5089414,0,989000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Camotlán","20457",2018,3346,9007.816796,0.020918,1.745741,NA,0.486813,1,9007.816796,NA,NA,"rural",6.44,1097,1534,1065,32,1291,2055,11.269906,69.513008,0.778443,1.167665,2.005988,23.263473,31.222221,100,94.011407,51.734192,"Alto",0.810085,30140155,2162102,2862660,3204232,65385,212734,21610593,0,30140155,0,0,58576,6864,565029,3513019,25996667,0,22449,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Comaltepec","20458",2018,1157,4872.354365,0.035818,0.056543,0.007406,0.04809,0.936553,4872.354365,NA,NA,"rural",7.34,368,553,368,0,107,1050,10.404624,56.647399,0.789474,0.263158,0.526316,4.385965,19.705883,100,89.458689,54.521386,"Medio",0.853729,5637314,1442566,1589776,1297197,100139,3300,1204336,0,5637314,41748,0,102716,8543,36100,2699007,2391530,357670,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Chazumba","20459",2018,4877,6298.495797,0.047169,1.061321,0.00236,0.623763,0.574612,6298.495797,NA,NA,"rural",8.47,1928,2089,1909,19,1674,3195,6.258394,42.734354,2.803738,1.952233,10.446521,2.180685,20.628931,100,84.935701,54.177343,"Medio",0.848342,30717764,3469387,3285250,3129822,188912,0,20644393,0,30717764,77780,13491,442046,216779,82469,5740381,11077835,13066983,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Choápam","20460",2018,5242,4894.886875,1.18e-4,4.52432,NA,2.039509,1,4894.886875,NA,NA,"rural",5.83,1775,2151,1760,15,1395,3829,20.895522,69.485904,0.464037,3.28693,4.601701,20.649652,39.073807,100,94.545455,49.49883,"Alto",0.775083,25658997,3692827,5791984,2080595,2244001,5995,11671119,0,25658997,0,0,0,3020,0,5751749,19904228,0,172476,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago del Río","20461",2018,527,12592.070209,0.04614,1.026879,NA,0.501026,1,12592.070209,NA,NA,"rural",4.69,108,316,106,2,118,409,22.705314,78.019324,4.364326,3.98482,0.56926,19.354839,23.404255,100,92.45283,49.620883,"Alto",0.776994,6636021,1220327,1137482,730592,11250,13450,1701478,0,6636021,0,0,54454,249730,2000,2182342,4147495,0,1821442,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Huauclilla","20463",2018,525,8840.493333,0.042094,0.838042,0.004274,0.668816,0.872696,8840.493333,NA,NA,"rural",6.42,174,288,167,7,148,377,6.150342,61.731207,5.212355,1.351351,5.598456,11.969112,15.025907,100,98.136646,53.08193,"Medio",0.831189,4641259,1023610,795102,1277727,518475,0,1026345,0,4641259,19837,0,84972,59020,6670,1640025,2239884,590851,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Ihuitlán Plumas","20464",2018,341,10293.923754,0.093317,0.065061,0.004088,0.046045,1,10293.923754,NA,NA,"rural",6.59,137,136,137,0,55,270,14,57.6,4.907975,0,4.907975,5.214724,15.652174,100,98.540146,53.020529,"Medio",0.830228,3510228,449971,710568,1091909,30101,103017,1058982,0,3510228,14349,0,156599,4315,152302,1498656,1684007,0,65680,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Ixcuintepec","20465",2018,1636,4474.850244,0.003399,0.388676,NA,0.173083,1,4474.850244,NA,NA,"rural",5.84,469,735,468,1,167,1469,18.391867,69.038817,2.388242,2.143295,0,21.984078,38.442822,100,95.512821,50.213882,"Alto",0.78628,7320855,1263911,578191,1406905,0,0,4031512,0,7320855,0,0,21877,3009,0,2292119,5003850,0,40336,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Ixtayutla","20466",2018,13880,4519.352954,0.007985,3.291957,NA,0.960974,1,4519.352954,NA,NA,"transición_rural-urbano",5.04,3199,6697,2763,436,2046,11832,32.665174,74.378499,1.184116,7.08201,13.826715,41.805054,54.429977,100,96.466302,43.748121,"Muy alto",0.685035,62728619,5458900,7784607,4921740,0,48569,44514803,0,62728619,0,0,482804,18100,0,8802197,53425518,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Jamiltepec","20467",2018,19112,4444.778987,0.015332,12.745948,0.001126,5.998797,1,4444.778987,NA,NA,"transición_rural-urbano",7.57,8919,5627,8832,87,6024,13081,14.276224,49.73911,4.415707,1.634863,8.211113,10.224465,30.09638,45.651946,86.755421,52.845715,"Medio",0.82749,84948616,18032800,11713335,9621385,9608159,44658,35891890,0,84948616,95672,500,1001545,184033,20700,30738946,52907220,0,36389,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Jocotepec","20468",2018,14198,3848.66291,0.015999,5.494891,0.001411,1.924218,0.999661,3848.66291,NA,NA,"transición_rural-urbano",5.32,5715,4520,5568,147,3640,10552,24.502515,69.312439,1.541646,1.720077,4.817643,17.322104,29.629629,100,97.291974,49.864984,"Alto",0.780816,54643316,9787236,4436899,4598499,451000,0,35369682,0,54643316,77127,0,7972,740355,48491,11709964,42040859,18548,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Juxtlahuaca","20469",2018,34735,3434.670793,0.013101,29.081261,0.005633,12.351497,1,3434.670793,NA,NA,"urbano",6.85,16189,8955,15901,288,11251,23470,20.124736,53.767754,11.405836,3.89331,2.735043,25.859122,40.188904,69.451562,85.845122,49.140893,"Alto",0.769478,119303290,575000,33293933,16138154,2138017,0,62227311,0,119303290,672057,0,866019,0,24900,28484401,89255913,0,4930875,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Lachiguiri","20470",2018,4394,4893.03482,0.049218,2.542812,NA,0.998796,1,4893.03482,NA,NA,"rural",6.29,1783,1842,1772,11,750,3632,13.707999,62.52613,4.328805,4.674188,0.759843,17.407322,30.281691,100,96.366083,50.687564,"Alto",0.793697,21499995,2622872,3579670,1826835,0,1356604,12114014,0,21499995,0,0,908602,4576,145000,4175900,16265917,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Lalopa","20471",2018,431,11638.266821,0.03332,0.214319,4.75e-4,0.12988,0.684573,11638.266821,NA,NA,"rural",7.45,184,173,184,0,48,382,7.038123,55.131965,0,0.496278,0,5.707196,31.746031,100,97.282609,54.129879,"Medio",0.847599,5016093,667701,559703,784230,50326,0,2954133,0,5016093,2383,0,40725,6309,65000,1955330,1364136,1582210,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Laollaga","20472",2018,3361,4414.260934,0.019166,2.052363,1.32e-4,1.865627,1,4414.260934,NA,NA,"rural",8.7,1412,1341,1400,12,609,2749,8.793774,38.365759,1.850746,0.537313,4.716418,4.746269,18.402155,100,78.617249,55.126881,"Bajo",0.86321,14836331,6534453,2169279,4524223,156355,53478,0,0,14836331,1961,0,237201,12341,32850,7719333,6832645,0,1398543,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Laxopa","20473",2018,1291,6509.553834,0.010281,0.2254,0.004624,0.076248,1,6509.553834,NA,NA,"rural",6.96,318,693,313,5,100,1191,3.239289,57.471264,0.387597,0.077519,0,13.565891,21.390375,100,96.153846,54.651624,"Bajo",0.855768,8403834,1072345,793749,947504,9345,38140,4823853,0,8403834,38856,0,20277,27264,0,2436109,5881328,0,718898,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Llano Grande","20474",2018,3440,5243.346221,1.7e-5,0.591035,NA,0.239017,0.991689,5243.346221,NA,NA,"rural",7.52,1212,1394,1096,116,706,2732,17.565359,48.897059,6.641199,1.204819,1.439906,7.052601,28.818443,100,84.153005,52.354204,"Alto",0.819794,18037111,2844553,1398311,2990660,44648,40000,10718939,0,18037111,0,0,0,312,0,4841107,13045788,149904,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Matatlán","20475",2018,10175,4961.064668,0.035186,1.572938,0.007055,0.71583,0.811887,4961.064668,NA,NA,"transición_rural-urbano",6.58,4903,3078,4857,46,3275,6893,17.148594,60.60241,0.582256,1.430968,6.158097,15.938024,36.082474,100,86.244658,51.346594,"Alto",0.804016,50478833,3596234,4721345,9677191,165957,1900523,30417583,0,50478833,356143,83500,604830,270978,126600,13586184,25954850,9495748,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Miltepec","20476",2018,421,7377.790974,0.04422,0.048295,0.00458,0.025377,1,7377.790974,NA,NA,"rural",7.3,150,189,146,4,48,373,8.253968,50.793651,2.398082,1.918465,1.438849,3.117506,28.87324,100,95.890411,53.656107,"Medio",0.84018,3106050,587848,236443,735661,22067,97299,1338673,0,3106050,14226,0,104740,16203,2180,1391319,1577382,0,88059,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Minas","20477",2018,1327,12985.668425,0.001441,0.117289,NA,0.019212,1,12985.668425,NA,NA,"rural",5.29,368,663,368,0,155,1171,20.961145,74.539877,0.37679,1.808591,6.028636,16.503391,20.448179,100,95.108696,50.769002,"Alto",0.794972,17231982,1373306,414667,1030540,354784,140000,7184807,0,17231982,0,0,15109,9028,700,2663666,14543479,0,6733878,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Nacaltepec","20478",2018,1599,4479.178236,0.002791,1.240225,NA,0.480374,1,4479.178236,NA,NA,"rural",6.07,398,926,383,15,283,1315,9.435484,66.370968,0.83709,1.159047,7.662589,12.685126,14.920071,100,95.355191,52.987653,"Medio",0.829713,7162206,31000,1818801,916577,10000,10825,4255631,0,7162206,0,0,18343,1649,0,2302368,4839846,0,119372,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Nejapilla","20479",2018,174,16422.275862,0.00354,0.186363,NA,0.074124,1,16422.275862,NA,NA,"rural",5.88,77,80,77,0,37,137,10.738255,71.812081,0,1.724138,1.724138,5.747126,19.117647,100,98.666667,53.251225,"Medio",0.83384,2857476,314788,348819,468907,6914,7599,1576263,0,2857476,0,0,9110,1006,0,1148154,1699206,0,134186,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oaxaca","Santiago Nundiche","20480",2018,1351,8693.789045,0.04581,2.22339,NA,0.604917,0.957918,8693.789045,NA,NA,"rural",7.61,524,570,510,14,382,969,11.467444,47.230321000000004,4.276069,11.327832,14.778695,21.68042,32.089554,100,97.609562,48.023046,"Muy alto",0.751974,11745309,1177000,647549,1096292,81090,12000,8731378,0,11745309,324084,0,159570,31755,0,2210750,8524884,494266,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
