mun_inegi,nom_ent,nom_mun,prop_corrup,tema,pobtot,graproes,tema_total_de_ingresos,capitulo_impuestos,concepto_impuestos_sobre_el_patrimonio,partida_generica_impuesto_predial,partida_generica_adquisicion_de_bienes_inmuebles,concepto_impuesto_sobre_la_produccion_el_consumo_y_las_transacciones,partida_generica_diversiones_y_espectaculos_publicos,concepto_accesorios,concepto_otros_impuestos,capitulo_contribuciones_de_mejoras,concepto_contribucion_de_mejoras_por_obras_publicas,capitulo_derechos,concepto_derechos_por_el_uso_goce_aprovechamiento_o_explotacion_de_bienes_de_dominio_publico,partida_generica_certificaciones_y_constancias,subpartida_generica_certificaciones_y_constancias_diversas,partida_generica_licencias_y_permisos,subpartida_generica_licencias_de_funcionamiento,partida_generica_inspecciones,subpartida_generica_sanidad,partida_generica_uso_y_suministro_de_agua_potable,partida_generica_servicios_de_desarrollo_urbano_y_obras_publicas,subpartida_generica_urbanizacion,partida_generica_diversos_derechos_por_el_uso_goce_aprovechamiento_o_explotacion_de_bienes_de_dominio_publico,concepto_derechos_por_prestacion_de_servicios,partida_generica_panteones,partida_generica_rastros,partida_generica_estacionamientos,partida_generica_seguridad_publica,partida_generica_alumbrado_publico,partida_generica_servicios_de_limpia_y_recoleccion_de_basura,partida_generica_diversos_derechos_por_prestacion_de_servicios,capitulo_productos,concepto_productos_de_tipo_corriente,partida_generica_intereses,concepto_otros_productos,capitulo_aprovechamientos,concepto_aprovechamientos_de_tipo_corriente,partida_generica_recargos,partida_generica_multas,partida_generica_donaciones_y_aprovechamientos_a_favor_del_estado,partida_generica_indemnizaciones_a_favor_del_estado,partida_generica_gastos_de_ejecucion,concepto_otros_aprovechamientos,capitulo_participaciones_federales,concepto_fondos_participables,partida_generica_fondo_general_de_participaciones,partida_generica_fondo_de_fomento_municipal,partida_generica_fondo_de_fiscalizacion,partida_generica_fondo_del_impuesto_sobre_la_renta,concepto_impuestos_participables,partida_generica_impuesto_sobre_automoviles_nuevos,partida_generica_impuesto_especial_sobre_produccion_y_servicios,partida_generica_ieps_gasolinas,concepto_otras_participaciones,partida_generica_participaciones_diversas,concepto_participaciones_estatales,capitulo_aportaciones_federales_y_estatales,concepto_aportaciones_del_ramo_general_33,partida_generica_aportaciones_a_municipios,subpartida_generica_fa_para_la_infraestructura_social_municipal,subpartida_generica_fa_para_el_fortalecimiento_de_los_municipios,concepto_recursos_federales_y_estatales_reasignados,partida_generica_recursos_federales,subpartida_generica_seguridad_publica,subpartida_generica_diversos_recursos_federales_reasignados,capitulo_financiamiento,concepto_deficit,subpartida_generica_comercio_ambulante,subpartida_generica_licencias_y_permisos_diversos,subpartida_generica_por_servicios_de_fraccionamiento,subpartida_generica_diversos_servicios_de_desarrollo_y_obras_publicas,partida_generica_mercados,concepto_otros_derechos,partida_generica_establecimientos_y_empresas,subpartida_generica_establecimientos_diversos,concepto_productos_de_tipo_capital,partida_generica_enajenacion_o_venta_de_bienes,subpartida_generica_bienes_muebles_e_inmuebles,concepto_adicionales,partida_generica_para_educacion,partida_generica_impuestos_adicionales_diversos,partida_generica_registros,subpartida_generica_registro_civil,subpartida_generica_educacion_publica,subpartida_generica_salud,subpartida_generica_comercio_nocivo,partida_generica_servicios_de_vialidad_y_transporte,subpartida_generica_control_vehicular,subpartida_generica_diversos_servicios_de_vialidad_y_de_transporte,partida_generica_reintegros,concepto_emprestitos,partida_generica_emprestitos_diversos,capitulo_otros_ingresos,concepto_otros_ingresos_extraordinarios,partida_generica_loterias_rifas_sorteos_y_juegos_permitidos,partida_generica_otros_impuestos_sobre_la_produccion_el_consumo_y_las_transacciones,partida_generica_para_obras_de_infraestructura_urbana,subpartida_generica_ecologia_e_impacto_ambiental,partida_generica_rezagos,partida_generica_recursos_estatales,subpartida_generica_diversos_recursos_estatales_reasignados,subpartida_generica_licencias_para_construccion,partida_generica_arrendamientos,partida_generica_de_instituciones_bancarias,subpartida_generica_bancos_comerciales,concepto_impuesto_sobre_los_ingresos,partida_generica_ejercicio_de_profesiones_y_honorarios,partida_generica_enajenacion_de_bienes_muebles_y_adquisicion_de_vehiculos,subpartida_generica_banos_publicos,subpartida_generica_expedicion_de_licencias_de_manejo,subpartida_generica_panteones,subpartida_generica_centros_recreativos_y_culturales,partida_generica_actividades_mercantiles,partida_generica_traslado_de_dominio_de_bienes_inmuebles,subpartida_generica_registro_publico_de_la_propiedad_y_del_comercio,partida_generica_diversos_aprovechamientos_de_tipo_corriente,subpartida_generica_registros_diversos,subpartida_generica_talleres_graficos,partida_generica_derechos_zona_federal_maritima,partida_generica_otros_impuestos_sobre_el_patrimonio,subpartida_generica_bienes_muebles,subpartida_generica_bienes_inmuebles,subpartida_generica_educacion,subpartida_generica_asistencia_social,subpartida_generica_inspecciones_diversas,subpartida_generica_mercados,subpartida_generica_obra_publica,partida_generica_explotacion_de_minas,partida_generica_otros_impuestos_sobre_ingresos,partida_generica_anuncios_publicitarios,subpartida_generica_servicios_de_grua_y_almacenaje_de_vehiculos,subpartida_generica_rastros,subpartida_generica_concesiones_para_prestar_servicios_de_transporte,partida_generica_para_fomento_al_turismo
11025,Guanajuato,Purísima del Rincón,17.101022193572152,ingresos,83842,7.72,6437.002667095854,433.1735911525993,317.9586370220495,279.83445611937555,27.347366242843677,0.6397351297910009,0.6397351297910009,114.57521900075874,0,26.757685144735934,26.757685144735934,410.09008346170646,36.71098797507645,6.232267261398386,5.955625043110386,6.398845791276758,0,0,0,0,24.026280091049134,0,0,362.46832823672776,19.165796794886532,92.18773135906928,0,0,250.87184144574988,0,0.24295863702204953,163.507070103235,152.76987101372634,15.688754512220358,10.737199089508657,120.51849722943922,111.56583818085669,0,110.18032786885246,1.310555721610374,0,0,8.95265904858253,2588.623479640402,2396.9312992895407,1553.3847055848069,614.987469247925,106.61175361552434,121.94737084128481,172.92044696847768,23.41254914583956,96.32520175660451,53.182696066033614,18.644402547536384,18.644402547536384,0.12733083484698687,2379.453728186145,1659.9189984595223,1659.9189984595223,418.2751707171269,1241.6438277423954,719.5347297266227,332.23346285609176,0,322.5045179684087,314.8785321775918,0,0,6.3376635320626304,0,24.026280091049134,0,10.910767249902284,98.52215299013635,35.566252040558254,0,0,0,0,0,0,0,0,0,0,0,0.053594831352171614,0,0.053594831352171614,0.07495459039385648,314.8785321775918,314.8785321775918,0,0,0,0,0,0.27664221828800034,0,387.30126687053087,387.30126687053087,0.061182259214126414,38.55896351136965,0,0,0,0,0,9.798979146069483,0,0,0,0,0,0,0,0,0.5998436530016324,0,10.776814659830318,0,0,0,9.728944887683076,0,52.557078150506975,0,0,0,0,0,0,0,0
11027,Guanajuato,Salamanca,1.504338690221409,ingresos,273417,9.37,7080.613965986015,810.6008419776908,802.5126017589041,723.7855906999737,59.292276289876334,8.088240218786627,0.5406676819301701,0,0,0,0,516.7157926629936,80.9972492206125,14.987721158676118,14.314721055023561,15.010062271266714,0,0,0,0,41.75639257209833,0,0,400.0676930927531,41.94315055932514,55.460073832513416,39.37822817914351,0.46245784131590906,242.90706352307066,13.8560186255671,6.060700531817348,103.71578468972005,92.58921694480102,31.741952973632383,10.10161139859192,209.42752692973153,81.32841116577234,30.417998867795152,50.72866949983655,0,0,0.1817427981406326,128.09911576395922,2805.4995255902218,2669.590779706424,2020.2584935296884,263.66958754255734,167.0996659198367,218.56303271434152,129.33499708975515,30.27415303901323,32.80354651209147,66.25729753865045,6.340833526020778,6.340833526020778,0.23291526802159163,2558.2195201683953,2053.0059879284636,2053.0059879284636,578.4726237651392,1474.5333641633244,505.21353223993174,144.8574219217184,110.30599032044587,28.246158875449492,76.43497396726174,0,0,14.110708903754615,2.20806257425111,39.54832999784722,0,35.650850349628044,54.64388968178665,0,1.0249563463271114,1.0249563463271114,0,0,0,0,0,0,0,0,0.8993533675120995,9.243073218571348,0,9.243073218571348,0,76.43497396726174,76.43497396726174,0,0,7.2366148669659305,0,0,0.6730001036525566,0,360.3561103182133,360.3561103182133,0,6.203374289381991,0,0,0,0,0,19.2374281408718,0,0,0,0,0,0,0,0,0.8738388920339024,0,19.43473476905413,0,1.0249563463271114,0,6.305272725823041,0,34.53262264888095,0,0.310957669890527,0,0,0,0,0,0
11031,Guanajuato,San Francisco del Rincón,12.00044014084507,ingresos,130871,8.2,7953.958807973962,781.7654016040916,631.1618330814832,565.1560502150413,0,14.209723352318958,7.407372428222713,136.39384517028944,0,4.336670347553179,4.336670347553179,699.7834331047309,150.45110717191676,11.764021271649424,10.739291526211787,55.20479774497269,0,0,0,0,48.10651807509009,0,0,549.3323259328141,25.404146809252588,95.08443275601535,0,2.004823898640009,368.0171161222829,7.683162850168546,30.620859002673487,103.42903638265722,92.21659595489946,69.1629664070673,8.423021039172381,92.59874462396839,83.38890503312798,0,83.3563582471231,0.03254678600488202,0,0,9.209839590840405,2689.428280832268,2533.6104120655586,1737.128312797861,430.42983552249217,153.5779669882599,212.47429675694525,143.91558177379983,27.640822968731836,60.610978728350574,55.66378007671742,11.719211321631988,11.719211321631988,0.18307567127746135,2252.334011391375,1619.818159363013,1619.818159363013,444.680547483436,1175.137611879577,632.5158520283622,241.80819190979892,0,241.80819190979892,1314.5298006509356,0,0,44.34950017435778,45.719937812391024,2.3865802626990584,20.51778449378124,0,10.348018133209345,7.514864000929908,2.7894193885853773,2.7894193885853773,2.7358334301987677,0,0,0,0,0,0,0,6.490148785307451,35.37577008020458,0,0.258165756131582,0,1314.5298006509356,1314.5298006509356,15.753429036382657,15.753429036382657,6.085304544926188,0,0,1.024729745437638,0,390.7076601185633,390.7076601185633,4.365148785307451,12.705611414622807,0,0,0,0,0,0,35.117604324073,0,0,0,46.405527141694755,0,0,0,0,0,19.600255724747182,0,0.053585958386609324,0,0,0,2.8331541322794376,0,0.717046379170057,0,0,0,0,0,0
12001,Guerrero,Acapulco de Juárez,1.1244068097659674,ingresos,779566,9.87,10309.27711006112,1713.2122178727561,1062.0608737664847,0,0,0,0,35.739823418022375,605.2032225301771,0,0,646.5504147000989,17.523400099226706,0,0,0,0,0,0,0,0,0,17.523400099226706,618.3618320055484,0,0,0,0,0,0,618.3618320055484,24.2663509768116,0,0,24.2663509768116,219.46521220748252,20.87762385804866,0,20.351150847972736,0,0.5264730100759266,0,198.58758834943387,3942.7412650625884,3395.183481091078,1999.3201334105675,525.9878096613564,87.20089511840968,782.6746429007447,236.74007538112667,9.183888907649028,56.63472623039818,170.92146024307945,157.72495499731153,157.72495499731153,153.0927535930718,3243.530094005616,3117.914597495435,3117.914597495435,1680.4524036500882,1437.4621938453465,125.61549651018113,125.61549651018113,96.52049083451739,29.095005675663742,519.5115552357673,0,0,0,0,0,0,9.006215955758396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.5115552357673,519.5115552357673,0,0,0,0,0,0,0,0,0,0,0,0,0,11.867264797637262,0,0,0,0,0,0,0,0,0,0,0,0,0,1062.0608737664847,0,0,0,0,0,0,0,0,11.867264797637262,0,0,0,0,0
12029,Guerrero,Chilpancingo de los Bravo,1.8975345795474272,ingresos,283354,10.66,6693.8562049131715,489.20513386391536,244.40188140526075,149.63110525662424,94.77077614863653,0.03827639001917268,0.03827639001917268,244.77001062083616,0,0,0,214.13344321990647,186.29043848880673,5.213947778590049,1.2937902591759887,101.63918812673278,0,0,0,0,52.959875308624945,0,0,27.567318169905793,13.858204940757803,0.8336046014427785,0,0,2.2758934605994567e-4,2.9981792852315206,9.87710175312763,25.269651995199933,25.249099987586035,19.88929502475896,0.020552007613898124,32.18573359632547,32.18573359632547,0,25.746065462971902,4.311204292473,0,2.128463840880564,0,1942.335528765914,1633.4037848797914,1146.1015807114582,333.2936592228858,50.67517482999766,103.33337011544987,112.80715596077188,5.825542421274776,30.745196485468764,76.23641705402834,76.31176292086788,76.31176292086788,119.81282500448282,3318.486310156002,2734.963482254928,2734.963482254928,1449.2124443095768,1285.751037945351,583.5228279010745,397.5374418957503,181.2978937640519,194.80187312928453,672.2404033159078,613.343039214334,6.635988082594243,24.116408502186236,47.72265824356198,5.237217065062967,0,0.2706520089932275,5.359804962827074,3.0444488889501926,0,0,0,0,0,0,9.271293397150306,9.271293397150306,0,0,62.819976827266586,17.20613387770866,0,4.593684050814494,0,58.897364101573814,58.897364101573814,0,0,0,0,0,3.9201575194140608,0,185.98538600532422,75.86311535331522,8.06681471468572,0,0,0,0,0,0,0,12.612449826894164,0.036255672492034374,0,0,0,0,0,0,1.6270017517483,0,0,0,0,0,0,0,0.6520986496365467,131.55994565442282,0,0,0,0,0,0,0
12035,Guerrero,Iguala de la Independencia,2.0838272248826515,ingresos,154173,10.03,7261.381646246408,427.74689186925883,0,0,0,0,0,0,427.74689186925883,0,0,311.3992192633247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.3332817995594,0,0,183.3332817995594,55.604078898207916,0,0,0,0,0,0,55.604078898207916,2975.476854893776,2541.4274082376737,1545.4960641080147,496.9468686790605,67.84494775763666,431.1395276929618,158.96983985879746,7.410208840618921,42.8754042180394,108.68422680013914,112.14551849418312,112.14551849418312,162.93408830312165,3307.821319522282,2788.8643115731975,2788.8643115731975,1455.0644558677643,1333.799855705433,518.9570079490846,518.9570079490846,270.25102101289633,248.7059869361883,0,0,0,0,0,0,0,311.3992192633247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13016,Hidalgo,Cuautepec de Hinojosa,0,ingresos,60421,8.02,6063.960297335788,217.95168293445414,167.2786480947584,134.79478272951474,0,0.9725936989822501,0,50.39344888672757,0,6.146653235610824,6.146653235610824,340.85897391364756,225.3692035152315,16.052693737191287,16.052693737191287,73.74924450310883,15.573482927507033,0,0,0,73.20716245788321,0,0,61.11455764354441,9.497690089964918,0.8332696516030428,0,0.13821251172322763,50.630727013789986,0.014658376463232484,0,11.341693007746015,11.341693007746015,3.6117614366598354,0,49.186981138629335,49.186981138629335,0,11.791448122546806,5.291152870888187,0,0,0,2411.3682309215324,2182.714161658967,1382.0837472645803,624.9550175414221,33.05786932508944,142.61752752787524,123.78418840529369,13.585049845427072,43.4382924033485,66.76084615651811,102.47455625412483,102.47455625412483,2.3953246031470354,2993.81628399736,2993.81628399736,2993.81628399736,1587.6740074333948,1406.1422765639654,0,0,0,0,0,0,0,4.1188648442113305,32.96512556879364,40.24203688908958,0,53.68220500885755,0,0,0,0,0,0,0,0,62.36010281704818,62.36010281704818,0,0,6.546458716871027,0,0,0,0,0,0,33.28979818680746,33.28979818680746,0,0,0,0,0,0,0,47.51043801451944,7.729931571086179,0,0,0,0,0,0,0,0,0,0.9725936989822501,32.483865365243666,0,32.10438014519435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13048,Hidalgo,Pachuca de Soto,2.422914960530715,ingresos,314331,11.52,5966.528413355028,1271.9071980499402,0,0,0,0,0,0,1271.9071980499402,27.36463955715392,27.36463955715392,804.8982822903596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.164386193480986,0,0,33.164386193480986,239.33879886406618,0,0,0,0,0,0,239.33879886406618,1993.8119044903008,1888.786183874783,1158.1747729032954,533.3875923846805,49.81122004815111,147.41259853865597,102.74968629734809,11.375686693604068,36.35983645434951,55.014163149394506,1.9871156767271658,1.9871156767271658,0.2889186414423718,1517.8414916035758,1351.3210754147178,1351.3210754147178,194.998360941168,1156.32271447355,166.520416188858,166.520416188858,0,166.520416188858,0,0,0,0,0,0,0,804.8982822903596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.20171230614977,78.20171230614977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13051,Hidalgo,Mineral de la Reforma,0.4854542635289066,ingresos,202749,11.7,4361.493541210829,862.5197425639242,814.2897437540624,469.9562303741612,0,24.160925012130257,0,38.78241524841849,6.177165822889107,0,0,496.843194697476,340.07511603848724,32.77033076690683,32.77033076690683,172.65192115791305,60.542245333284505,0,0,0,127.91075793501845,4.68425630086697,0.03037599216339684,135.87757138541258,8.43731175215827,0.7443857512977086,0,20.898938945903634,84.00581336799992,21.791121568053025,0,18.605450833554578,18.604819144748287,18.26361564024865,6.316888062912543e-4,234.14150744751947,225.8337926046635,7.680319689465445,55.63888456573683,1.445239904422737,1.4365793593393816,0,8.307714842855965,1490.7069696331628,1411.0467815913064,914.1310616949401,296.0241689630233,43.375946388845655,157.51560454449745,77.76290613470535,7.529968598657891,26.792705367523872,43.440232168523586,1.6546310113429339,1.6546310113429339,0.24265089580796662,1258.6766760351916,1095.3218957988117,1095.3218957988117,140.6932372678086,954.6286585310031,163.35478023637978,163.35478023637978,119.8171306680338,0,0,0,0,10.916452289185305,117.29123600443097,5.935265629720501,0,0,0,0,0,0,0,0,0,0,6.7117301864855214,6.7117301864855214,0,0,21.332076058994243,0,0,0,23.404463934231124,0,0,0,0,0,11.005749283628274,0,0,136.228305151468,0,0,79.86114747644899,0.3412035044996384,0,0,0,0,0,0,0,0,0,13.155175728501982,344.3335133799013,0,0,0,0,0,0,0,0,0,0,0,0,43.537649568345984,0,0,0,0,0,0,0
13056,Hidalgo,Santiago Tulantepec de Lugo Guerrero,0,ingresos,39561,9.48,5624.218828731554,388.6867705280477,386.6654840865854,0,0,0,0,0,0,0,0,151.01671037071316,151.01671037071316,0,0,0,0,0,0,0,0,0,151.01671037071316,0,0,0,0,0,0,0,0,516.0754794590981,37.50897218365983,0,478.5665072754383,326.8642089567587,0,0,0,0,0,0,326.8642089567587,2230.971412411949,2108.484189418479,1356.729497660548,598.4739575299501,51.73165715460949,101.54907707337138,119.79993830016967,13.332150753252096,42.70173273690164,63.76605481001594,2.352408864208957,2.352408864208957,0.33487582909147,2010.6042470049874,1881.7099079644197,1881.7099079644197,550.3415085608515,1331.3683994035682,128.89433904056764,128.89433904056764,0,128.89433904056764,0,0,0,0,0,0,0,0,37.50897218365983,37.50897218365983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.021286441462286,0,0,0,0,0,0,0,0,0,0,0,0,0,386.6654840865854,0,0,0,0,0,0,0,0,2.021286441462286,0,0,0,0,0
13077,Hidalgo,Tulancingo de Bravo,1.3259948292864947,ingresos,168369,9.61,5073.323686543751,482.59444835974267,426.79880419214766,293.9571691636165,0,20.988235160388296,0,34.80740900720667,0,0,0,555.9087457657945,333.7283060904358,170.49686270943687,158.76739718553208,0,0,0,0,0,153.96460317821175,4.940664287175757,0,222.18043967535863,11.031281969672857,37.70754995794212,0,0,122.76780639734467,50.67380135039898,0,72.00850251210585,46.95205401595926,0.17714324686839295,25.05644849614659,190.79198399527132,167.35392274990338,0,34.318207652260895,22.540148225612114,2.1942960420124127,0,23.43806124536795,1713.078102621229,1612.5228021915566,984.6721645031487,442.7247936890445,26.491974901675494,158.63386909768795,98.52573487621342,9.659353900015914,31.382840384659104,57.48354059153841,1.727692272716939,1.727692272716939,0.3018732807420374,2058.9419032896085,1771.2869370495828,1771.2869370495828,500.0179030168004,1271.2690340327824,287.6549662400255,287.6549662400255,208.26188419305703,79.39308204696842,0,0,0,0,57.37165526178189,91.6522836292541,0,0,28.456430308954918,0,0,0,0,0,0,0,9.247743651533408,9.247743651533408,0,0,0,0.019096551253779525,0,0.019096551253779525,0,0,0,0,0,6.926751085548003,0,0,11.729465523904791,108.30127083001796,0,0,0,18.318480460135948,0,0,0,0,0,0,0,0,0,14.061484074840294,132.84163502853116,0,0,0,0,0,0,0,0,0,0,0,28.456430308954918,0,0,0,0,0,0,0,0
14039,Jalisco,Guadalajara,2.597912890801994,ingresos,1385629,10.96,11614.846932741066,2720.205236750913,2523.1724796296544,1601.2944528438206,773.3796202887304,27.63009325537523,27.63009325537523,201.97998287419222,0,0,0,1446.8588646124617,971.5777056769377,58.33907226288115,21.298033208011667,716.5873429576806,1.1424398924285197,0,0,0,139.17528799454115,4.701352671224629,57.47600246183487,330.74538339064236,71.70095529896577,96.53092412464378,97.87989858310699,0,0,9.396663143388501,55.236942240537324,189.5237138919736,116.63715765108843,6.612270373690478,72.88655624088518,257.5319770942321,213.88305080210327,0,204.52326032565793,0,0.06548480753535543,0,43.64892629212882,5410.097595697141,4238.04331491417,2509.3768480485946,381.20875556923244,626.8891692645268,720.5685420318165,205.34806598787813,68.3666983315717,78.95069506696458,58.03067258934186,966.6499658821798,966.6499658821798,0.05624891291259148,1590.6295446943445,1498.3655945197415,1498.3655945197415,139.11603136163552,1359.249563158106,92.26395017460297,85.32776120201764,6.936188972585328,85.32776120201764,0,0,193.78743527648814,87.69458931510148,1.3057478492393733,133.16818747407714,0,111.95845653657297,109.13023909233219,0,0,0,0,0,0,0,0,0,0,37.04103905486948,143.6280662554689,0,0,0,9.294305668909969,0,0,0,0,0,0,0,0,0,6.936188972585328,0,290.3348122181935,0.8946481850657604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.13023909233219,0,148.49840649710333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14067,Jalisco,Puerto Vallarta,0.866224281221265,ingresos,291839,10.31,12884.16120732432,2430.5770076637036,2354.855596464037,1198.779559781177,0,3.4092148226198717,3.4092148226198717,72.36463546867438,0,0,0,1196.5750228195814,711.5314420137591,105.34053554034931,103.58622738717325,574.5958698089281,0.25270006187322724,0,0,0,28.323725625930397,3.7035598546898068,0,304.13655605040526,7.552485037093306,40.66567016056409,10.978840581485816,0,0,231.27937906234493,13.660181208917097,325.2945471921194,105.54774959108535,46.96180400276898,219.74679760103407,110.91354901155988,106.5752801141898,0.02583360390107635,101.77090365542126,0,1.2149941496106889,0,4.338268897370082,5016.300177043195,3520.3522669492822,2058.591066976237,290.6519477814466,695.7046502937446,475.40460189785404,172.5242867732193,55.45644063539516,65.60309243615112,51.464753701673025,1323.3716375576616,1323.3716375576616,0.05198576303166561,1843.9851075430204,1361.8924508536668,1361.8924508536668,187.0357333202644,1174.8567175334024,482.09265668935353,482.09265668935353,0,482.09265668935353,1960.5157960511403,1559.8713343175873,9.27173986289873,68.8775277663765,22.063943836262613,2.5562219349779767,0,180.85458566378946,42.11999117847057,28.928741645582804,0,0,0,0,0,0,3.2713110385513087,3.2713110385513087,0,0,239.40428334262452,0,0,0,3.563548705256774,400.64446173355304,400.64446173355304,0,0,0,0,0,1.754308153176057,0,0,0,256.78961877515513,16.465954409845807,0,0,0,0,0,0,0,0.6863211159234732,0,0,1054.8856938071638,0,0,0,12.504928416964292,0,101.19034287569607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14070,Jalisco,El Salto,13.322094572094572,ingresos,232852,8.92,6057.444511906569,742.5181478075306,712.8451565666937,0,0,0,0,24.438065305320677,11.025581042349348,0,0,702.4908970776003,39.60612337830477,0,0,0,0,0,0,0,0,0,39.60612337830477,475.58783717421005,0,0,0,0,0,0,475.58783717421005,37.55827388233613,0,0,37.55827388233613,21.12567300909846,19.48890595283802,0,19.47530737430467,0,0,0,1.6367670562604355,2459.1980945918194,1398.9911515487022,1007.9417127244479,76.72259078368171,116.9100511620847,197.41679687848782,112.97882086127306,27.605748368259864,32.49902229524005,52.87405019777315,947.1989249712046,947.1989249712046,0.029197210639570703,1503.7847888782735,1381.1722367563416,1381.1722367563416,241.60026607855568,1139.571970677786,122.61255212193184,122.61255212193184,0,122.61255212193184,505.5131298159772,505.5131298159772,0,0,0,0,0,181.41428788271114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013598578533353571,0,0,85.25550684393332,85.25550684393332,0,0,0,0,0,0,0,0,0,0,0,0.09199353554113057,0,0,0,0,0,0,0,0,0,0,0,0,0,712.8451565666937,0,0,0,0,0,0,0,0,0.09199353554113057,0,0,0,0,0
14097,Jalisco,Tlajomulco de Zúñiga,0,ingresos,727750,10.11,7466.065365682612,1724.980908710839,1562.8070021173583,761.1052043857638,0,19.168339424671945,19.168339424671945,266.9101781547964,0,0,0,1336.6712160649504,1168.4660157250942,60.08163023102132,60.08163023102132,503.16658080351726,0,0.34047391063938826,0.34047391063938826,580.6744905528059,21.947451752552293,0,0.6664418940241945,14.105555031086057,5.516832324104168,4.50027916762195,4.0079758324454815,0,0,0.08046770691445602,0,74.93096333059111,0,0,74.93096333059111,119.76605213826215,29.4493924395474,0,26.87841238587169,0,1.8012892958772202,0,90.31665969871474,2247.7537417901794,1703.6924921441962,1027.2265924017856,218.6443107796464,125.11968334030128,332.7019056224629,111.1010478900592,32.27813996142901,34.12450336484646,44.69840456378373,432.9160420234932,432.9160420234932,0.0441597324306464,1162.1008482919526,1162.1008482919526,1162.1008482919526,130.98423444685702,1031.1166138450958,0,0,0,0,799.8616353558376,527.0303928576245,57.398195525226235,194.20308567883586,16.31519238290469,5.632259369647602,0,30.195034322782504,0,0,0,0,0,0,0,0,1.5889465805337901,1.5889465805337901,0,0,0,0,0,0,0.7696907577984868,272.83124249821304,272.83124249821304,0,0,0,0,0,0,0,0,0,251.56529959945516,0,0,0,0,0,0,0,0,0,0,0,666.4257751284575,0,0,0,0,0,135.27602260313694,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14098,Jalisco,San Pedro Tlaquepaque,2.096999130995431,ingresos,687127,10.18,6415.877757805851,1276.401514133405,1261.21963053801,680.8791017112395,0,0.7407774492675716,0.7407774492675716,29.1586508309815,5.838700555480894,0,0,503.1281525780585,410.4317716032791,53.078279689109884,27.36447554092192,265.9676118801236,3.3004272499216056,7.903056824799534,7.903056824799534,69.36107938001165,10.562035232719616,0,0,53.29051314787439,13.738618801236393,24.17576322626887,12.294799646104915,0,0,1.5800435649330287,1.501287909331183,43.013959817228866,11.18935626931864,11.18935626931864,31.824603547910225,67.73576300228464,29.143531895354567,0,23.83583635712046,0,1.959402858038794,0,38.59223110693007,2830.126772275232,2203.636605182995,1506.406447386104,196.40377637414326,179.4009317744031,321.42544964834474,145.45133102629575,41.6939479460646,47.73060296555123,56.02678011467993,480.99777975630514,480.99777975630514,0.04105630963580164,1686.374840411235,1523.609564686646,1523.609564686646,229.76246752228644,1293.8470971643596,162.765275724589,118.58009676118802,0,118.58009676118802,0,0,46.262859494691575,102.36373919276083,10.562035232719616,0,0,18.849622586569904,0,0,0,0,0,0,0,0,3.559708596514805,3.559708596514805,0,25.713804148187968,44.20165300362854,0,0,0,3.348292680195314,0,0,9.096755588406577,9.096755588406577,0,0,0,0,0,44.18517896340098,44.18517896340098,69.83893293912108,0,0,0,0,0,0,0,0,0,0,0,537.8153809971778,0,0,0,0,0,42.5251478295928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
