"nom_ent","nom_mun","mun_inegi","anio","pobtot_mun","cs_revenue_perCapita","cs_total_general_fund","cs_intergov_revs_total_revs","cs_propety_tax_total_revs","bs_operating_exp","bs_operating_balance","bs_expenditure_perCapita","lrs_direct_long_term_debt_pobtot","lrs_debt_service_total_rev","mun_tipo","graproes_mun","per_pea_mpio","per_pea_edo","per_desocupada_mpio","per_desocupada_edo","imn_2020_mpio","ime_2020_edo","po2sm","pder_ss","pea","pe_inac","pocupada","pdesocup","psinder","analf","sbasc","ovsde","ovsee","ovsae","ovpt","vhac","pl.5000","im_2020","gm_2020","egresos_total_de_egresos","egresos_servicios_personales","egresos_materiales_y_suministros","egresos_servicios_generales","egresos_transferencias_asignaciones_subsidios_y_otras_ayudas","egresos_bienes_muebles_inmuebles_e_intangibles","egresos_inversion_publica","egresos_deuda_publica","egresos_inversiones_financieras_y_otras_provisiones","ingresos_total_de_ingresos","ingresos_impuestos","ingresos_contribuciones_de_mejoras","ingresos_derechos","ingresos_productos","ingresos_aprovechamientos","ingresos_participaciones_federales","ingresos_aportaciones_federales_y_estatales","ingresos_financiamiento","egresos_disponibilidad_final","egresos_otros_egresos","ingresos_otros_ingresos","ingresos_disponibilidad_inicial","prop_corrup_percepcion","prop_corrup_incidencia","prop_corrup_incidencia_5años","pib_edo","graproes_edo","pobtot_edo","pib_percapita_edo"
"Chiapas","Tuxtla Gutiérrez",7101,2021,604147,4375.227291,0.180702,2.100572,"0.109942",1.768226,0.95502,4375.227291,"124.115863","2.8368000000000001E-2",3,11.04,0.5107962135043292,56.2,0.012442336053973619,3.17420224,0.913616,0.441420071,69.091456,355633,308596,174850,301079,7517,246148,3.768561,23.413125,0.142281,0.23819100000000001,5.810844,2.421689,21.374489,1.597459,58.345897,"Muy bajo",2643280442,1132510951,121113549,487370515,333344110,73129432,420827659,74984226,0,2643280442,292960007,0,66132861,48580077,48489110,1468022736,600200357,118895294,0,0,0,0,44.062064496658,9.75143403441682,12.4315198171314,268174.25899999996,9.6675,1285802,0.20856575040325023
"Chihuahua","Cuauhtémoc",8017,2021,180638,3849.308102,0.363269,0.187133,"NA",0.170432,1,3849.308102,"NA","NA",3,9.4,0.48823614078986705,60.5,0.007362791882106755,3.3708064175,0.935681,0.73634446,51.342075,156414,88194,54275,86864,1330,23702,1.806988,35.323917,0.23583200000000001,0.14362,0.405714,0.336467,11.06626,19.296051,59.755079,"Muy bajo",695331317,250575521,68244619,84406210,105412917,14433951,169390389,0,0,695331317,124026462,131464,76602483,22448752,29383336,280263351,162475469,0,2867710,0,0,0,41.6701668228274,5,4.28889517212129,566202.558,10.308,2897930,0.19538172350608882
"Chihuahua","Chihuahua",8019,2021,937674,4329.844617,0.447611,26.687277,"NA",29.982475,1,4329.844617,"139.49926099999999","3.2217999999999997E-2",3,11.42,0.5223990427376679,60.5,0.009664339631897653,3.3708064175,0.957119,0.73634446,42.117343,832400,489840,277652,480778,9062,102281,1.017294,16.414407,0.10327,0.093713,0.861081,0.521494,8.458509,1.270378,61.124135,"Muy bajo",4059982721,1586295707,207965533,725342450,899435983,21858648,405724455,130804830,0,4059982721,1284251058,66673690,354585822,79649418,32133934,1290796490,951892309,0,82555115,0,0,0,38.7350177669491,5.90163934426229,7.16466143562917,566202.558,10.308,2897930,0.19538172350608882
"Chihuahua","Delicias",8021,2021,150506,4049.877387,0.272737,4.074704,"NA",3.667596,0.979367,4049.877387,"NA","NA",3,10.2,0.496611430773524,60.5,0.010497920348690418,3.3708064175,0.93676,0.73634446,59.781588,130482,74743,45876,73163,1580,19931,1.861245,24.163964,0.165256,0.151263,0.260545,0.324522,12.804622,10.317861,59.823932,"Muy bajo",609530846,256541750,31154868,98537429,121798065,772691,100726043,0,0,609530846,95121848,2249147,51686576,147150,11718239,301543453,127563097,12576512,0,0,6924824,0,35.2383201479907,16.3265306122449,6.52065845725567,566202.558,10.308,2897930,0.19538172350608882
"Chihuahua","Hidalgo del Parral",8032,2021,116662,4606.764508,0.259055,0.755022,"NA",0.546875,0.959831,4606.764508,"2.049836","4.4499999999999997E-4",2,10.34,0.4665358042893144,60.5,0.011246164132279577,3.3708064175,0.93619,0.73634446,60.510618,102624,54427,38674,53115,1312,13883,1.742672,24.863874,0.342312,0.261261,0.421639,0.849255,13.509656,2.416382,59.787544,"Muy bajo",537434361,195902603,17709497,63231639,133587725,858608,125905151,239138,0,537434361,57281309,9950,40227708,2006612,34106822,261287893,120925926,21588141,0,0,0,0,31.7022100477576,12.5,8.1613761715586,566202.558,10.308,2897930,0.19538172350608882
"Chihuahua","Juárez",8037,2021,1512450,3972.410203,0.41462,34.150497,"NA",35.559271,1,3972.410203,"0.32052900000000001","8.1000000000000004E-5",3,10.18,0.519061125987636,60.5,0.007347680915071573,3.3708064175,0.924918,0.73634446,82.747237,1225002,785054,424859,773941,11113,281293,1.334995,24.000327,0.087587,0.062317,0.473703,0.754018,15.115996,0.720619,59.067684,"Muy bajo",6008071811,2129243429,450800707,1082043429,925601225,192582969,863643670,484784,0,6008071811,1594460975,0,613131684,51930616,231544235,2241685787,1275318514,0,363671598,0,0,0,42.3042406208724,3.83064516129032,0.735761820407772,566202.558,10.308,2897930,0.19538172350608882
"Durango","Durango",10005,2021,688697,3739.098791,0.323015,12.756093,"0.17669099999999999",13.828335,0.933871,3739.098791,"149.66793999999999","4.0028000000000001E-2",3,10.74,0.48712714009208696,60.75,0.012109824785065131,4.096518992499999,0.933112,0.679596053,65.985844,512753,335483,204076,327143,8340,173476,1.403445,19.062776,0.466705,0.231878,0.69448,2.03054,12.648799,10.545857,59.591015,"Muy bajo",2575106120,1108681348,172383313,483807583,314757807,81229639,311170569,103075861,0,2575106120,495683458,0,182904621,13157534,85045854,1049847354,578177707,170289592,0,0,0,0,44.7948272456045,13.4265734265734,15.910467453407,200396.97900000002,10.273333333333333,1224760,0.16362142705509652
"Durango","Gómez Palacio",10007,2021,372750,3407.604475,0.292994,106.191877,"0.12704299999999999",97.126595,0.984254,3407.604475,"139.29190299999999","4.0876999999999997E-2",3,10.11,0.4607511737089202,60.75,0.013228705566733735,4.096518992499999,0.928133,0.679596053,67.127221,293572,171745,117760,166814,4931,78399,1.656165,24.240283,0.589206,0.080073,0.20127,1.134633,14.480221,19.049765,59.273039,"Muy bajo",1270184568,469504908,100452440,238475578,251058333,12245026,88508949,51921057,0,1270184568,168398706,0,168738696,2969493,26189900,561846036,322041737,20000000,58018277,0,0,0,34.1028077055244,14.8989898989898,13.6109178839974,200396.97900000002,10.273333333333333,1224760,0.16362142705509652
"Durango","Lerdo",10012,2021,163313,3473.774954,0.245325,2.457214,"0.11608300000000001",2.145504,0.956067,3473.774954,"135.920962","3.9128000000000003E-2",3,9.97,0.46312296020525007,60.75,0.011793304880811694,4.096518992499999,0.920787,0.679596053,64.249905,122110,75634,51902,73708,1926,40885,2.116914,27.569116,1.174462,0.183663,0.574946,1.296707,16.295599,31.258381,58.803879,"Muy bajo",567312609,255457799,34266147,67678353,105639868,7382118,74690664,22197660,0,567312609,69696228,0,38516112,1040122,23808937,226758965,182568663,24923582,0,0,0,0,38.9713672634614,16,19.8499365929265,200396.97900000002,10.273333333333333,1224760,0.16362142705509652
"Guanajuato","Celaya",11007,2021,521169,4104.637544,0.336644,283.099226,"0.16563700000000001",269.438104,0.900275,4104.637544,"68.837776000000005","1.6771000000000001E-2",3,10.11,0.5039478556859676,59.625,0.008822474091897254,5.2115072075,0.921337,0.714424953,67.323344,393430,262642,154424,258044,4598,126329,3.367249,24.315219,0.225048,0.261098,1.268474,3.623878,13.144024,19.43266,58.838994,"Muy bajo",2139209844,811978557,151023695,252890811,270867601,37986778,445678077,35876115,0,2139209844,387728579,774767,154873829,27606064,77352889,712250581,565291014,213332121,132908210,0,0,0,50.0179508720533,16.546762589928,22.8613855351592,682552.363,9.324285714285715,3517967,0.1940189782905866
"Guanajuato","Guanajuato",11015,2021,194500,4424.524483,0.307055,24.88116,"0.118135",27.441492,0.90572,4424.524483,"19.200883999999999","4.3400000000000001E-3",3,10.46,0.4923033419023136,59.625,0.011912596401028278,5.2115072075,0.916995,0.714424953,57.462348,166385,95753,59323,93436,2317,27808,3.313288,23.844989,2.333432,0.463628,3.967598,1.423401,14.504749,32.22365,58.561697,"Muy bajo",860570012,412349790,60555630,122778077,54924954,2263590,149521684,3734572,0,860570012,110054427,0,97594622,9494105,22186623,323068552,217036790,81134893,54441715,0,0,0,27.1741397288842,6.66666666666666,14.6163877417952,682552.363,9.324285714285715,3517967,0.1940189782905866
"Guanajuato","Irapuato",11017,2021,592953,3597.796522,0.275179,84.28308,"2.5898000000000001E-2",68.281204,0.990625,3597.796522,"237.53115","6.6020999999999996E-2",3,9.66,0.4816536892468712,59.625,0.00839020967935064,5.2115072075,0.920114,0.714424953,62.880405,480249,285598,177369,280623,4975,112281,3.948427,27.591064,0.737627,0.130199,1.442099,1.954134,15.781358000000001,20.588647,58.760919,"Muy bajo",2133324241,770601559,111063369,359295561,211730482,29809194,489412331,140844808,0,2133324241,334590172,994343,162461850,18823571,64671534,696853850,834928921,20000000,20566937,0,0,0,37.3698687586343,15.5405405405405,14.5696979894001,682552.363,9.324285714285715,3517967,0.1940189782905866
"Guanajuato","León",11020,2021,1721215,3856.808238,0.360942,655.91387,"0.186249",637.775665,1,3856.808238,"78.097375","2.0249E-2",3,9.75,0.5234226985007684,59.625,0.01014399711831468,5.2115072075,0.9251,0.714424953,59.160139,1333176,900923,454794,883463,17460,381804,3.323368,28.827704,0.229392,0.178953,4.096466,1.469603,14.516482,7.009002,59.079337,"Muy bajo",6638396192,2614965737,324127924,1185911145,963304297,266691779,1091063967,134422374,0,6638396192,1511721579,19294,419188221,96571786,368576238,2723901680,1518417394,0,57633876,275093,0,0,39.1626090923157,9.67078189300411,16.0235055241032,682552.363,9.324285714285715,3517967,0.1940189782905866
"Guanajuato","Purísima del Rincón",11025,2021,83842,4402.793767,0.178058,57.148302,"4.4458999999999999E-2",38.965957,0.906992,4402.793767,"NA","NA",2,7.72,0.5187495527301352,59.625,0.004663533789747382,5.2115072075,0.89994,0.714424953,60.942076,64771,43493,19954,43102,391,18721,4.40092,51.324083,0.48952,0.334745,1.284989,1.343989,24.04916,37.67205,57.472552,"Muy bajo",369139035,110349377,29773328,47513577,20014734,6919412,98473516,0,0,369139035,21685868,3645586,27008174,4526697,2748460,117831514,157359849,34332887,56095091,0,0,0,61.5402627813191,16.6666666666666,20.5653178569509,682552.363,9.324285714285715,3517967,0.1940189782905866
"Guanajuato","Salamanca",11027,2021,273417,3116.805319,0.249298,23.279205,"0.14036100000000001",19.36608,0.968616,3116.805319,"53.100245999999999","1.7037E-2",3,9.37,0.4587095901132702,59.625,0.011853688687974779,5.2115072075,0.913144,0.714424953,67.867828,228159,125419,95800,122178,3241,45024,5.129809,29.466156,0.974946,0.155463,1.443903,1.49378,12.911754,31.899992,58.315809,"Muy bajo",852187560,315510024,60420334,139568810,97848323,57335853,166985706,14518510,0,852187560,124208110,0,65434634,6034478,10104362,350211265,269450073,26744638,0,0,0,0,41.7968213255164,5.88235294117647,17.8704152528679,682552.363,9.324285714285715,3517967,0.1940189782905866
"Guanajuato","San Francisco del Rincón",11031,2021,130871,4313.950967,0.267919,42.594533,"0.120697",35.090746,0.904798,4313.950967,"34.602899000000001","8.0210000000000004E-3",2,8.2,0.5258919088262487,59.625,0.005295290782526304,5.2115072075,0.902903,0.714424953,60.961778,98527,68824,31745,68131,693,32085,4.94046,47.143662,1.527848,0.227144,1.185652,1.394539,18.641218,39.045319,57.661743,"Muy bajo",564571077,197389917,53812425,56880825,61879158,6868668,165768059,4528516,0,564571077,73419270,455853,53362216,2281502,7340356,198581757,175381759,53748364,17443509,0,0,0,39.8255941338864,3.2258064516129,7.43927921450558,682552.363,9.324285714285715,3517967,0.1940189782905866
"Guerrero","Acapulco de Juárez",12001,2021,779566,5149.793686,0.356963,202.227898,"0.16136400000000001",220.65145,0.962636,5149.793686,"418.36255799999998","8.1239000000000006E-2",3,9.87,0.49383503128663897,57.8,0.009782366085745146,1.5526876024999998,0.883719,0.4042815,75.206144,551872,384977,234717,377351,7626,217925,5.849133,29.846397,3.857899,0.240215,7.455354,7.486094,23.955908,13.134359,56.436596,"Bajo",4014604065,2140638794,122047816,448796017,214210814,19605543,677094480,326141226,0,4014604065,769528691,0,517134421,4865107,87991653,1248130448,1236953745,150000000,66069375,0,0,0,43.1916963471289,11.025886864813,20.0699475819991,227407.687,10.186666666666666,1217093,0.1868449551513319
"Guerrero","Chilpancingo de los Bravo",12029,2021,283354,3154.51069,0.10276,364.78528,"5.6691999999999999E-2",314.24752,0.920714,3154.51069,"NA","NA",3,10.66,0.5117203215765438,57.8,0.01027689744983307,1.5526876024999998,0.884073,0.4042815,68.883656,204985,144998,74597,142086,2912,77767,5.488378,25.461593,1.38124,0.384392,10.738339,11.721009,26.387159,11.37517,56.459226,"Bajo",893843222,538085463,37675588,60344122,27763417,703178,229271454,0,0,893843222,51829697,0,25735404,1579759,5424167,313331276,425073289,70869630,0,0,0,0,44.4496204153231,5.81818181818181,9.47489532304553,227407.687,10.186666666666666,1217093,0.1868449551513319
"Guerrero","Iguala de la Independencia",12035,2021,154173,3712.56205,0.20799,94.148993,"4.1177999999999999E-2",82.108676,0.969534,3712.56205,"39.303601","1.0586999999999999E-2",3,10.03,0.5034539121636085,57.8,0.008179123452225746,1.5526876024999998,0.873587,0.4042815,75.342631,107933,77619,43355,76358,1261,45930,5.266492,29.418925,0.796492,0.301711,16.762329,12.547531,22.814703,13.827972,55.789584,"Bajo",572376829,247126978,46438220,89743720,8736032,5644208,168628117,6059554,0,572376829,38224384,0,28955693,11473864,36767699,196453064,243063810,17438315,0,0,0,0,43.2585616811632,8.47457627118644,12.1858236901589,227407.687,10.186666666666666,1217093,0.1868449551513319
"Hidalgo","Cuautepec de Hinojosa",13016,2021,60421,2851.291869,0.096235,0.164154,"3.1752000000000002E-2",0.100656,1,2851.291869,"33.174211","1.1635E-2",2,8.02,0.4764734115622052,56.5,0.007133281474983863,2.95643639,0.860901,0.664160734,85.162351,35657,28789,18283,28358,431,24705,8.179292,41.227972,5.258185,0.611687,2.867799,2.45172,25.256865,66.021747,54.979402,"Bajo",172277906,56102591,13068455,26300810,18031272,5511284,27966482,2004419,0,172277906,7562124,0,7791449,779860,445690,68577783,87121000,0,23292593,0,0,0,48.0760725342768,8.88888888888889,26.8991282689912,251437.62599999993,10.065999999999999,785431,0.3201269443146501
"Hidalgo","Pachuca de Soto",13048,2021,314331,3209.891624,0.390277,12.939573,"0.21810399999999999",17.244666,0.970676,3209.891624,"NA","NA",3,11.52,0.5298841030633313,56.5,0.011290645847848287,2.95643639,0.938325,0.664160734,61.903793,212342,166559,94224,163010,3549,99443,2.026085,17.185986,0.117376,0.141624,2.054839,0.865696,10.589049,5.243835,59.923921,"Muy bajo",1008968444,493062018,53768575,248997580,173870883,4792073,34477315,0,0,1008968444,222554054,0,119876850,4242383,35556496,337194774,259956669,29587218,0,0,0,0,33.7227973988413,7.7757685352622,9.84547248251685,251437.62599999993,10.065999999999999,785431,0.3201269443146501
"Hidalgo","Mineral de la Reforma",13051,2021,202749,2308.334374,0.356488,11.233109,"0.18689500000000001",14.213581,1,2308.334374,"NA","NA",3,11.7,0.5387498828600881,56.5,0.011635075882001885,2.95643639,0.937831,0.664160734,54.52891,142801,109231,56846,106872,2359,59328,1.224914,13.02916,0.094029,0.103432,0.974934,0.414765,9.12002,50.810115,59.892362,"Muy bajo",468012486,201221410,52379861,127306260,32938626,8086149,31162793,0,0,468012486,91952715,0,51555671,2719175,20537423,179787891,121246458,0,14917387,0,213153,0,25.5072603134916,8.88888888888889,10.9072873388059,251437.62599999993,10.065999999999999,785431,0.3201269443146501
"Hidalgo","Santiago Tulantepec de Lugo Guerrero",13056,2021,39561,2599.077652,0.131006,0.8503,"8.4672999999999998E-2",0.688506,1,2599.077652,"NA","NA",2,9.48,0.49162053537574885,56.5,0.006597406536740729,2.95643639,0.901203,0.664160734,75.197426,24417,19449,12096,19188,261,15106,4.57343,28.392273,0.55965,0.210159,3.854238,1.390261,18.115551,42.991835,57.5532,"Muy bajo",102822111,35519370,12610919,24219703,10543178,7230597,10897077,0,0,102822111,8706240,0,3411732,126069,1226263,49245446,40106361,0,1801267,0,0,0,21.7534021746563,4.44444444444444,8.57371154614462,251437.62599999993,10.065999999999999,785431,0.3201269443146501
"Hidalgo","Tulancingo de Bravo",13077,2021,168369,2482.751237,0.270272,4.203962,"9.7614000000000006E-2",4.38111,1,2482.751237,"58.206439000000003","2.3444E-2",3,9.61,0.522507112354412,56.5,0.007133142086726179,2.95643639,0.909289,0.664160734,72.563005,92996,87974,46136,86773,1201,75227,4.608354,29.611127,0.344442,0.307965,2.776466,1.697713,17.87311,19.858763,58.069566,"Muy bajo",418018343,212792294,41843509,63257664,27258052,12400637,43894679,9800160,0,418018343,43143242,0,40308940,5632610,23893926,148607560,156432065,0,6771348,0,0,0,20.5502327178843,1.33333333333333,NA,251437.62599999993,10.065999999999999,785431,0.3201269443146501
"Jalisco","Guadalajara",14039,2021,1385629,6514.035642,0.385535,256.401245,"0.219309",299.955674,1,6514.035642,"178.55906200000001","2.7411000000000001E-2",3,10.96,0.5394012394371076,61.375,0.007842647635117337,3.38794615,0.951484,0.802560348,48.573684,970771,747410,415764,736543,10867,408824,1.525718,21.922365,0.010407,0.025688,0.049122,0.628924,8.669574,5.77e-4,60.76426,"Muy bajo",9026036692,4465024684,343429081,1679845728,1030727949,66750040,605474001,247416615,0,9026036692,2143594994,29680,1073771778,106727998,155732554,3660979566,1885200122,0,587368594,0,0,0,58.1261482812097,5.10204081632653,13.6876885868453,1186918.9640000002,10.463333333333333,5138749,0.23097430211127265
"Jalisco","Puerto Vallarta",14067,2021,291839,9317.955688,0.456956,5.974899,"0.215868",8.441683,0.784011,9317.955688,"1462.4372579999999","0.156948",3,10.31,0.5593392247095145,61.375,0.006297993071522312,3.38794615,0.935724,0.802560348,50.705248,215647,163237,70219,161399,1838,75826,1.988382,24.924494,0.156088,0.152987,1.372407,1.389717,18.46603,6.287028,59.757803,"Muy bajo",2719342870,840429166,312303750,483026596,443749763,14317250,198720118,426796227,0,2719342870,608744220,42048792,290407110,13070814,19956563,675880563,481885928,587348880,0,0,0,0,54.9822064056939,2.7027027027027,NA,1186918.9640000002,10.463333333333333,5138749,0.23097430211127265
"Jalisco","Tlajomulco de Zúñiga",14097,2021,727750,4359.750593,0.540912,10.459081,"0.25508999999999998",16.961378,1,4359.750593,"71.114537999999996","1.6312E-2",3,10.11,0.50944005496393,61.375,0.008004122294744074,3.38794615,0.93874,0.802560348,55.167427000000004,516501,370745,183967,364920,5825,210332,1.590527,24.051292,0.043791,0.075185,0.396317,0.735446,14.06513,11.667468,59.950429,"Muy bajo",3172808494,1223700014,169376432,969071334,225408464,131635502,293758776,51753605,0,3172808494,878759229,48000,756686709,23708362,57009011,745380575,711216608,0,108104367,0,0,0,33.8442859310972,6.66666666666666,11.9986541049798,1186918.9640000002,10.463333333333333,5138749,0.23097430211127265
"Jalisco","San Pedro Tlaquepaque",14098,2021,687127,3505.969511,0.300349,4.649198,"0.19525000000000001",5.320692,0.966003,3505.969511,"75.555126999999999","2.155E-2",3,10.18,0.5197991055510844,61.375,0.007877728571283039,3.38794615,0.940982,0.802560348,49.593787,477660,357168,184359,351755,5413,204413,2.254438,25.505639,0.039074,0.074032,0.572129,2.307361,13.863681,1.196576,60.093614,"Muy bajo",2409046312,1126246124,293308534,443799552,167044910,55706101,271025123,51915968,0,2409046312,485618115,0,179404282,21623056,12310730,890212410,737978391,81899328,0,0,0,0,68.2885323331249,7.4074074074074,15.6353221075,1186918.9640000002,10.463333333333333,5138749,0.23097430211127265
"Jalisco","Tonalá",14101,2021,569913,3225.878378,0.362244,17.365853,"0.13907700000000001",17.029882,1,3225.878378,"257.35816999999997","7.9779000000000003E-2",3,9.75,0.517603564052759,61.375,0.00785032101390914,3.38794615,0.933864,0.802560348,59.051032,363291,294989,148564,290515,4474,201707,2.127665,26.906549,0.086951,0.072606,0.604584,2.061757,14.900693,3.428418,59.639045,"Muy bajo",1838470024,818182625,114568043,217060275,374505980,10340937,111762281,146671767,0,1838470024,271868927,0,375888932,10963019,7253135,624907985,547586766,0,45378116,0,1260,0,53.60328143076,6.2015503875969,18.492160760202,1186918.9640000002,10.463333333333333,5138749,0.23097430211127265
"Jalisco","Zapopan",14120,2021,1476491,6333.21679,0.507791,90.731851,"0.30694100000000002",110.418277,0.979442,6333.21679,"98.997292000000002","1.5630999999999999E-2",3,11.47,0.5294343141949392,61.375,0.007446032518992666,3.38794615,0.95094,0.802560348,46.148728,1030362,781705,392422,770711,10994,406331,1.535141,19.637079,0.023503,0.052926,0.265273,1.481976,9.773438,3.269509,60.729523,"Muy bajo",9350937591,3588733637,538675003,1358708120,1604951357,151992128,1014636550,146168610,0,9350937591,3065922102,119878397,723609521,125998276,615294676,2688606836,1819392547,192235236,947072186,0,0,0,42.070064335285,11.5537848605577,12.1369339608241,1186918.9640000002,10.463333333333333,5138749,0.23097430211127265
"México","Acolman",15002,2021,171507,2328.093687,0.129034,3.706626,"NA",2.577343,1,2328.093687,"46.688847000000003","2.0055E-2",3,9.82,0.5052563452220609,57.5,0.009136653314441976,5.7824576175,0.914296,0.765347674,60.757907,107636,86655,53877,85088,1567,58364,1.950506,24.11642,0.177377,0.16648,10.396828,2.037394,22.973122,5.251681,58.389332,"Muy bajo",399284364,152285029,14455989,40701427,57197185,9092871,102616280,8007464,0,399284364,25870855,6462894,9051217,932734,1880717,139931964,158402999,0,14928119,0,56750984,0,38.2668236775051,NA,NA,1575492.247,10.396428571428572,12647400,0.12457044507171434
"México","Almoloya de Juárez",15005,2021,174587,3193.845487,0.097873,4.613065,"4.8773999999999998E-2",3.546645,1,3193.845487,"85.249234000000001","2.6692E-2",3,8.68,0.46649521442031766,57.5,0.010172578714337265,5.7824576175,0.861549,0.765347674,73.2935,100967,81444,53230,79668,1776,69727,5.639842,35.872212,7.853933,0.979884,7.400952,3.202176,27.455029,61.812162,55.020809,"Bajo",557603902,192983598,53233630,102917167,44739612,2055919,112863268,14883408,0,557603902,29858627,0,17748771,1474471,185362,240255636,213857960,0,33927300,0,54223075,0,10.0001749199741,NA,14.2852383094274,1575492.247,10.396428571428572,12647400,0.12457044507171434
"México","Atizapán de Zaragoza",15013,2021,523674,5793.98311,0.441458,5.70717,"0.27629900000000002",6.110465,0.942822,5793.98311,"596.19715499999995","0.102899",3,11.06,0.5203198936743089,57.5,0.011090869510420605,5.7824576175,0.940213,0.765347674,58.972357,367720,272478,163370,266670,5808,154056,1.834148,20.58465,0.011512,0.024553,0.05218,0.736427,15.342089,0.116294,60.044449,"Muy bajo",3034158311,991159845,115810794,603742870,587205946,59531981,177418149,312212949,0,3034158311,990986346,0,162248496,6754427,102875289,1136861914,460943408,173488431,0,187075777,0,0,35.9629077200744,18.0555555555555,28.085389999394,1575492.247,10.396428571428572,12647400,0.12457044507171434
"México","Coacalco de Berriozábal",15020,2021,293444,4258.82871,0.327491,4.044043,"0.152474",4.63755,0.815005,4258.82871,"520.11837400000002","0.122127",3,11.49,0.5170219871593899,57.5,0.014534289336295853,5.7824576175,0.954352,0.765347674,55.236972,213565,151717,96440,147452,4265,79402,0.73552,14.181563,0.019129,0.025259,0.082314,0.330314,6.586452,0.067815,60.947422,"Muy bajo",1249727732,433432262,62501515,282608751,163440321,582553,154536714,152625616,0,1249727732,287583687,2403379,23670984,14153787,2794789,451464507,227441224,231193007,0,0,9022368,0,76.2134289877816,9.67741935483871,60.2734802078809,1575492.247,10.396428571428572,12647400,0.12457044507171434
"México","Cuautitlán",15024,2021,178847,4965.187596,0.442361,1.555216,"NA",1.98645,1,4965.187596,"323.88307900000001","6.5230999999999997E-2",3,11.3,0.5375041236364043,57.5,0.010461455881284002,5.7824576175,0.946614,0.765347674,54.951968,130845,96131,52323,94260,1871,46244,0.988348,14.374464,0.03005,0.019831,0.344122,0.537436,10.273868,15.900742,60.453276,"Muy bajo",888008906,316564554,34516739,213974502,120492968,19898244,100658762,57925517,0,888008906,203769966,1101645,123126984,8977034,13960725,299658374,142730897,0,23977620,0,94683281,0,56.2584632114979,27.2727272727272,29.6527369040612,1575492.247,10.396428571428572,12647400,0.12457044507171434
"México","Chalco",15025,2021,400057,3575.501921,0.2542,21.74418,"0.15149799999999999",16.057373,0.875915,3575.501921,"435.67089700000002","0.121849",3,9.75,0.4831686484675934,57.5,0.00968362008413801,5.7824576175,0.905727,0.765347674,68.811231,238834,193295,123873,189421,3874,160317,2.563551,24.448606,0.195856,0.262484,7.983909,4.613004,25.598747,7.836883,57.842115,"Muy bajo",1430404572,431588506,51220173,207231828,239105252,74928090,252037531,174293192,0,1430404572,269151296,0,46842006,1761824,735553,517915059,416507127,177491707,0,0,0,0,30.2916748065663,21.4285714285714,13.2728893078889,1575492.247,10.396428571428572,12647400,0.12457044507171434
"México","Chicoloapan",15029,2021,200750,2568.456747,0.153194,2.879921,"NA",2.596843,0.95773,2568.456747,"88.854391000000007","3.4594E-2",3,10.14,0.5030884184308841,57.5,0.011950186799501867,5.7824576175,0.922963,0.765347674,68.511846,129454,100995,60270,98596,2399,70880,1.817187,21.155798,0.064929,0.226247,1.924412,1.346214,24.030426,3.595517,58.942838,"Muy bajo",515617692,178658167,147513436,50876020,52017764,11861486,56853300,17837519,0,515617692,49518891,13563,20970881,4520229,623000,236581340,181567720,21794914,0,0,27154,0,35.5746863156892,7.14285714285714,7.62931622765115,1575492.247,10.396428571428572,12647400,0.12457044507171434
"México","Chimalhuacán",15031,2021,705193,3273.708952,0.157362,12.745401,"6.4369999999999997E-2",7.872781,1,3273.708952,"390.781451","0.11937",3,9.13,0.487757252269946,57.5,0.009716488961178004,5.7824576175,0.905098,0.765347674,72.696543,396225,343963,206924,337111,6852,308215,3.128558,30.492308,0.040824,0.142801,1.804106,3.886684,34.014133,0.280491,57.801973,"Muy bajo",2308596637,759770596,105576311,310728455,417185963,23293635,293790731,275576344,0,2308596637,212101128,40388879,90507778,844583,11723089,1068136614,835835063,0,122674602,0,49059503,0,36.4027187832771,8.21917808219178,21.3718508730071,1575492.247,10.396428571428572,12647400,0.12457044507171434
"México","Ecatepec de Morelos",15033,2021,1645352,2950.603245,0.17104,21.850173,"0.105838",16.338658,0.960936,2950.603245,"204.98177999999999","6.9471000000000005E-2",3,10.22,0.5103643475681799,57.5,0.011532486665467329,5.7824576175,0.931855,0.765347674,63.833469,1056112,839729,517798,820754,18975,584352,1.930364,23.431961,0.017061,0.043733,1.001561,1.177336,18.364023,0.105084,59.510688,"Muy bajo",4854780950,2222124169,289394094,380151007,1535230881,39991536,50622082,337267181,0,4854780950,619884123,23837596,88378921,2638024,63169092,2424609057,1442506263,189648598,0,0,109276,0,52.0806173552539,2.83018867924528,5.6395328096349,1575492.247,10.396428571428572,12647400,0.12457044507171434
"México","Huixquilucan",15037,2021,284965,9257.173028,0.526119,22.992269,"NA",27.97884,0.997739,9257.173028,"330.53023000000002","3.5705000000000001E-2",3,11.23,0.5275209236221993,57.5,0.00842910532872458,5.7824576175,0.926965,0.765347674,64.345988,195056,150325,83768,147923,2402,89499,1.847559,19.600625,0.176258,0.083722,2.473361,1.110071,17.341619,19.220255,59.198433,"Muy bajo",2637970312,1199776716,94741467,222506879,829024613,13856248,183874842,94189547,0,2637970312,1217807274,630693,119193388,11077368,35363419,1009910072,236740907,5963862,0,0,1283329,0,56.0321201490901,8,30.9156415519542,1575492.247,10.396428571428572,12647400,0.12457044507171434
