"nom_ent","nom_mun","mun_inegi","anio","pobtot_mun","cs_revenue_perCapita","cs_total_general_fund","cs_intergov_revs_total_revs","cs_propety_tax_total_revs","bs_operating_exp","bs_operating_balance","bs_expenditure_perCapita","lrs_direct_long_term_debt_pobtot","lrs_debt_service_total_rev","mun_tipo","graproes_mun","per_pea_mpio","per_pea_edo","per_desocupada_mpio","per_desocupada_edo","imn_2020_mpio","ime_2020_edo","po2sm","pder_ss","pea","pe_inac","pocupada","pdesocup","psinder","analf","sbasc","ovsde","ovsee","ovsae","ovpt","vhac","pl.5000","im_2020","gm_2020","egresos_total_de_egresos","egresos_servicios_personales","egresos_materiales_y_suministros","egresos_servicios_generales","egresos_transferencias_asignaciones_subsidios_y_otras_ayudas","egresos_bienes_muebles_inmuebles_e_intangibles","egresos_inversion_publica","egresos_deuda_publica","egresos_inversiones_financieras_y_otras_provisiones","ingresos_total_de_ingresos","ingresos_impuestos","ingresos_contribuciones_de_mejoras","ingresos_derechos","ingresos_productos","ingresos_aprovechamientos","ingresos_participaciones_federales","ingresos_aportaciones_federales_y_estatales","ingresos_financiamiento","egresos_disponibilidad_final","egresos_otros_egresos","ingresos_otros_ingresos","ingresos_disponibilidad_inicial","prop_corrup_percepcion","prop_corrup_incidencia","prop_corrup_incidencia_5años","pib_edo","graproes_edo","pobtot_edo","pib_percapita_edo"
"Sinaloa","Culiacán",25006,2018,1003530,3729.148314,0.386724,5.855161,"0.241367",7.634112,0.967206,3729.148314,"101.704864","2.7272999999999999E-2",3,11.06,0.50322162765438,NA,0.006718284455870776,3.1912797075,0.933988,0.754539653,53.321282,797932,504998,294747,498256,6742,202978,2.596445,23.661226,0.496153,0.104791,0.808701,1.591757,15.604659,13.212859,59.646956,"Muy bajo",3742312208,1692256516,285493614,916488667,513603194,54391976,178014359,102063882,0,3742312208,1071302626,0,180352539,16526041,131599456,1395849463,823954960,122727123,0,0,0,0,56.6930320732949,8.66807610993657,12.3927881721018,390894.97000000003,10.85,1964281,0.19900155324009142
"Sinaloa","Mazatlán",25012,2018,501441,5079.462605,0.339577,34.283668,"0.171824",36.184672,0.931697,5079.462605,"82.148690999999999","1.6173E-2",3,10.83,0.51161552405966,NA,0.007893251648748307,3.1912797075,0.934818,0.754539653,55.05458,401328,256545,152583,252587,3958,99672,1.865167,24.282085,0.417747,0.20566,0.581432,1.475852,17.190521,6.659208,59.699964,"Muy bajo",2547050808,872163191,329171116,452804063,287751288,54091813,509876615,41192722,0,2547050808,627359757,0,123037859,3414628,52031162,815664185,751572117,173971100,0,0,0,0,59.8332258965228,12.5448028673835,8.39039884270361,390894.97000000003,10.85,1964281,0.19900155324009142
"Sonora","Cajeme",26018,2018,436484,3489.812772,0.265194,52.006092,"0.116965",47.117916,0.929528,3489.812772,"420.12238000000002","0.12038500000000001",3,10.8,0.4954637512486139,NA,0.01050897627404441,3.6990174775,0.933533,0.787494922,62.926013,368778,216262,141201,211675,4587,67319,1.663411,18.881671,0.419394,0.408813,0.838324,1.510806,14.09648,8.67065,59.617888,"Muy bajo",1523247438,592255572,100831766,249535501,195338118,6453216,171836720,183376697,0,1523247438,203008251,29556,122190296,12675601,37584343,690928161,349485642,107345588,23619848,0,0,0,52.2110768510206,15.2317880794702,20.1106601766908,581413.804,10.428333333333335,2157800,0.2694474946704977
"Sonora","Guaymas",26029,2018,156863,4186.624456,0.266916,12.028803,"0.16717399999999999",9.91725,0.943517,4186.624456,"759.99106900000004","0.18152799999999999",3,10.11,0.48421871314459114,NA,0.007911362144036515,3.6990174775,0.916328,0.787494922,60.353798,131801,75956,49595,74715,1241,24862,2.290167,24.322454,1.521746,0.78241,1.61561,6.431143,19.207355,14.773401,58.519133,"Muy bajo",656726472,260328504,28189636,85986479,83724293,2178774,77104307,119214479,0,656726472,124122676,0,32215296,3435937,5615834,264911125,189331962,37093642,0,0,0,0,57.3023306469178,10.8108108108108,6.45653885614755,581413.804,10.428333333333335,2157800,0.2694474946704977
"Sonora","Hermosillo",26030,2018,936263,3999.388733,0.438253,1.941121,"0.20510400000000001",1.962357,0.962228,3999.388733,"446.64309500000002","0.111678",3,11.3,0.5132735139592187,NA,0.009956604073855317,3.6990174775,0.946465,0.787494922,47.174923,766406,480559,274767,471237,9322,166919,1.43976,17.562774,0.187077,0.258912,0.48808,1.791786,13.896215,3.713914,60.443754,"Muy bajo",3744479693,1363683264,157207764,525248491,295536387,45574656,380351054,418175404,0,3744479693,914660763,182915,286662741,157319536,220218556,1211486862,812510323,141437997,558702673,0,0,0,51.357981700894,13.4751773049645,15.7606696377419,581413.804,10.428333333333335,2157800,0.2694474946704977
"Sonora","Navojoa",26042,2018,164387,3789.846977,0.183739,18.306294,"7.5167999999999999E-2",13.694255,1,3789.846977,"169.85464200000001","4.4817999999999997E-2",3,10.31,0.4796425508099789,NA,0.010609111426086004,3.6990174775,0.907291,0.787494922,69.12496,143406,78847,54612,77103,1744,20740,2.514857,23.290769,1.784439,0.870839,1.880252,4.181212,21.898808,26.438222,57.941975,"Muy bajo",623001575,218072744,40254261,122086491,98359321,62013198,14707382,27921895,0,623001575,60752709,750,48491916,1936323,3288295,305187506,203344076,0,39586283,0,0,0,54.4638891356489,15.3846153846153,17.0332004774718,581413.804,10.428333333333335,2157800,0.2694474946704977
"Sonora","Nogales",26043,2018,264782,3582.16838,0.178821,6.51118,"9.0939999999999896E-2",4.327231,0.919346,3582.16838,"344.185745","9.6083000000000002E-2",3,10.59,0.5140681768398154,NA,0.008516439939270797,3.6990174775,0.924209,0.787494922,77.973482,217031,136116,72196,133861,2255,47264,0.995261,16.492045,0.165961,0.334089,4.556338,1.194165,15.264921,1.376604,59.022417,"Muy bajo",948493708,338562611,54966287,82355360,144885501,2579998,78228671,91134190,0,948493708,107408637,34864,35900260,3083085,9504223,298823907,417238732,76500000,155781090,0,0,0,48.1457218083579,7.5268817204301,13.3086471263168,581413.804,10.428333333333335,2157800,0.2694474946704977
"Sonora","San Luis Río Colorado",26055,2018,199021,3499.505374,0.233996,0.637438,"8.6817000000000005E-2",0.500892,0.95226,3499.505374,"75.816059999999993","2.1665E-2",3,9.46,0.4985604534194884,NA,0.007848418006140055,3.6990174775,0.916555,0.787494922,74.492489,137507,99224,59237,97662,1562,61152,2.357262,29.139995,0.248335,0.761304,0.540524,2.090303,18.193199,8.223253,58.533645,"Muy bajo",696475059,237684726,74824052,86699061,95984742,22328035,163865455,15088988,0,696475059,75708462,0,58601462,5647379,15234563,299200657,208832996,33249540,0,0,0,0,53.3130958179667,16.6666666666666,23.7105049959492,581413.804,10.428333333333335,2157800,0.2694474946704977
"Tabasco","Centro",27004,2018,683607,4790.338933,0.159562,36.429503,"6.8190000000000001E-2",36.302681,0.938501,4790.338933,"202.379704","4.2247E-2",3,10.96,0.5127024737897652,NA,0.013181550218180915,7.232568449999999,0.919639,0.674434954,63.380291,470818,350487,202109,341476,9011,211824,3.021737,21.588439,0.421065,0.136433,1.300236,1.778799,21.960909,24.690648,58.730588,"Muy bajo",3274709227,1515680590,208849253,849409927,58256468,1778622,494857030,138348182,7529155,3274709227,237578316,0,154449633,2355813,96001577,1384666535,1198265178,201392175,0,0,0,0,49.4061553967839,12.5581395348837,23.0173102964449,467226.44600000005,10.745000000000001,833907,0.560286034293992
"Tabasco","Nacajuca",27013,2018,150300,3196.726753,0.064494,0.784264,"1.8325999999999999E-2",0.62081,1,3196.726753,"NA","NA",3,10.53,0.5053160345974718,NA,0.011184298070525615,7.232568449999999,0.904747,0.674434954,65.47222,105831,75949,41597,74268,1681,44047,5.15322,21.866974,0.863369,0.17214,1.271034,2.422067,23.865591,49.069195,57.77954,"Muy bajo",480468031,254783058,30964027,70054176,26449227,17683093,68483881,0,0,480468031,9621752,0,17548527,1170,3815910,255819703,193660969,0,12050569,0,0,0,45.5431754874651,18.5185185185185,21.0160107736046,467226.44600000005,10.745000000000001,833907,0.560286034293992
"Tamaulipas","Altamira",28003,2018,269790,4051.513158,0.139766,11.155291,"6.9232000000000002E-2",10.605715,0.987841,4051.513158,"29.404807000000002","7.2579999999999997E-3",3,9.76,0.4918269765373068,NA,0.011786945401979318,3.87612032,0.923667,0.772446038,63.111204,208228,132690,79644,129510,3180,59895,2.657891,26.701134,0.190535,0.489786,1.211949,1.418948,19.5744,8.299047,58.987793,"Muy bajo",1093057735,322208346,191309675,368332859,31265285,28310476,143697971,7933123,0,1093057735,82954391,0,63477208,1631601,2639174,681073276,246474105,13290466,0,0,1517514,0,35.1597091889725,9.52380952380952,17.4157564130333,508491.92799999996,10.632857142857143,2794777,0.18194364988691403
"Tamaulipas","Ciudad Madero",28009,2018,205933,3247.037507,0.182226,1.854564,"8.5247000000000003E-2",1.670153,0.969345,3247.037507,"288.75629900000001","8.8928999999999994E-2",3,11.74,0.47859740789480076,NA,0.014805786347986967,3.87612032,0.946708,0.772446038,50.716457,167693,98559,75464,95510,3049,37874,1.356644,17.262492,0.117402,0.263546,0.811099,0.828786,13.327934,0,60.459279,"Muy bajo",668672175,235721799,91656527,149974072,49791927,16807515,65255884,59464451,0,668672175,68958136,0,45350651,967522,2837694,330479346,199580374,20498452,0,0,0,0,43.3893617804322,11.6279069767441,17.2305114191053,508491.92799999996,10.632857142857143,2794777,0.18194364988691403
"Tamaulipas","Matamoros",28022,2018,541979,3540.046242,0.128607,31.051069,"5.0319000000000003E-2",23.314958,0.878371,3540.046242,"182.58007599999999","5.1575999999999997E-2",3,9.92,0.5055933901498029,NA,0.01222741102515042,3.87612032,0.912347,0.772446038,85.289182,409313,274021,157450,267394,6627,131752,2.193871,25.617245,0.177728,0.563424,2.079863,1.27384,18.316956,5.764061,58.264859,"Muy bajo",1918630722,517685315,166544308,343579681,218039038,3660612,569594529,98954567,0,1918630722,96759074,0,67688195,1201826,36376626,807766430,561079148,233360991,0,572672,114398432,0,51.7758549150612,4.83870967741935,4.55335627195453,508491.92799999996,10.632857142857143,2794777,0.18194364988691403
"Tamaulipas","Nuevo Laredo",28027,2018,425058,7372.202826,0.07641,30.3061,"3.1161999999999999E-2",20.432725,0.995997,7372.202826,"660.20155799999998","8.9552999999999994E-2",3,9.98,0.4908036079782053,NA,0.008010671484832659,3.87612032,0.922866,0.772446038,77.233119,312881,208620,125838,205215,3405,111510,2.064964,25.731801,0.084145,0.177035,0.446962,1.193769,18.144255,0.288902,58.936683,"Muy bajo",3133613789,557135774,508029573,878308822,326037026,15018148,538199586,280623954,0,3133613789,108938989,1250000,33405689,6050108,88837133,2523616526,358971246,12544098,0,30260906,0,0,46.2661448566775,6.34920634920634,15.6265305889991,508491.92799999996,10.632857142857143,2794777,0.18194364988691403
"Tamaulipas","Reynosa",28032,2018,704767,3207.305775,0.193334,0.233092,"7.6183000000000001E-2",0.146738,0.849973,3207.305775,"128.411271","4.0037000000000003E-2",3,10.12,0.5212346775601014,NA,0.007767106008084942,3.87612032,0.920324,0.772446038,85.685843,558197,367349,187999,361875,5474,142477,1.851111,23.040889,0.062296,0.115018,0.352484,1.167663,17.133501,1.874378,58.774346,"Muy bajo",2260403269,379583566,157655873,436865825,224005992,126443130,829149966,90500026,0,2260403269,247972468,5186097,95781618,19503538,2413612,949565747,597794244,339120960,0,16198891,3064985,0,47.2270875116842,4.24836601307189,4.43942319543157,508491.92799999996,10.632857142857143,2794777,0.18194364988691403
"Tamaulipas","Tampico",28038,2018,297562,3844.547237,0.192836,2.562355,"8.8592000000000004E-2",2.214956,0.857983,3844.547237,"615.63089400000001","0.160131",3,11.47,0.4980340231615596,NA,0.013869378482467519,3.87612032,0.941257,0.772446038,60.610309,237041,148196,101878,144069,4127,59681,1.486756,19.218888,0.103852,0.059876,0.303439,0.410019,13.986875,0.063516,60.111142,"Muy bajo",1143991165,358016158,121979318,204170133,78834921,14432782,183056229,183188360,0,1143991165,102564924,0,65375577,14221977,6925032,492305842,299165939,162466405,0,313264,965469,0,37.8280589629935,15.6716417910447,19.7538584353379,508491.92799999996,10.632857142857143,2794777,0.18194364988691403
"Tamaulipas","Victoria",28041,2018,349688,3534.661064,0.135529,15.181968,"5.5161000000000002E-2",12.068929,0.872801,3534.661064,"88.240672000000004","2.4964E-2",3,11.44,0.49770652696117684,NA,0.012110795909496465,3.87612032,0.93211,0.772446038,64.910399,300753,174042,108365,169807,4235,47692,1.757891,18.217127,0.20504,0.328006,1.750612,1.760388,14.817847,5.029626,59.527012,"Muy bajo",1236028558,437988935,74443393,228937466,142809335,644841,320347884,30856704,0,1236028558,84649950,0,40684786,10596506,10278752,496513744,436083691,157221129,0,0,0,0,32.7834146381491,8.07453416149068,6.68895559112164,508491.92799999996,10.632857142857143,2794777,0.18194364988691403
"Tlaxcala","Amaxac de Guerrero",29001,2018,11403,3772.136105,0.072479,0.426808,"1.9254E-2",0.289137,1,3772.136105,"NA","NA",1,10.89,0.4841708322371306,NA,0.01157590107866351,3.6997874049999995,0.922162,0.731027115,77.453859,8500,5521,3628,5389,132,2887,1.489758,19.017691,1.046246,0.193424,0.334095,0.861614,19.726757,8.646847,58.891703,"Muy bajo",43013668,13475509,3702756,9848992,1130104,1648011,9535218,0,0,43013668,1098153,11570,1848458,159424,0,23498844,16397219,0,3673078,0,0,0,30.1799375067341,5.88235294117647,NA,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Apetatitlán de Antonio Carvajal",29002,2018,16003,3778.022496,0.156012,1.310483,"3.3702000000000003E-2",1.114808,0.998638,3778.022496,"NA","NA",1,11.19,0.49159532587639815,NA,0.014872211460351184,3.6997874049999995,0.906529,0.731027115,72.347949,11645,7867,4853,7629,238,4257,1.383416,19.07606,0.523928,0.146955,0.472813,0.837275,15.450439,100,57.893321,"Muy bajo",60459694,24414145,5225034,13709797,992384,419411,15698923,0,0,60459694,2062438,0,6909470,447697,0,30056859,20900901,82329,0,0,0,0,4.70224056603773,7.14285714285714,16.2781662781662,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Apizaco",29005,2018,80725,3986.143363,0.203082,0.772853,"8.1263000000000002E-2",0.769043,0.873082,3986.143363,"18.324273999999999","4.5970000000000004E-3",2,10.86,0.4971074636110251,NA,0.013477856921647569,3.6997874049999995,0.930351,0.731027115,71.868595,58134,40129,25529,39041,1088,22445,1.989027,19.735307,0.215299,0.137691,0.420584,0.473186,13.541852,10.429235,59.41466,"Muy bajo",321781423,129263387,37466012,56054340,37579026,17478385,42461046,1479227,0,321781423,29241339,0,22112186,1081342,4619217,127008845,96878567,40839927,0,0,0,0,31.5026064955177,12.7659574468085,13.4064964429493,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Cuaxomulco",29009,2018,5928,5969.021086,0.060527,0.592588,"8.3829999999999998E-3",0.36678500000000003,1,5969.021086,"NA","NA",0,9.7,0.4598515519568151,NA,0.010796221322537112,3.6997874049999995,0.884115,0.731027115,83.246978,4916,2726,1910,2662,64,986,2.284264,26.374475,2.4868,0.425822,0.834611,0.647249,23.245033,100,56.461919,"Bajo",35384357,11739633,2024879,6811163,1351538,867579,6010798,0,0,35384357,321064,66314,1337054,400866,16403,20933455,12309201,0,6578767,0,0,0,30.7692307692307,20,18.1818181818181,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Chiautempan",29010,2018,73215,2762.775715,0.126552,5.163011,"2.3417E-2",4.144428,1,2762.775715,"NA","NA",2,10.46,0.5049921464180838,NA,0.010872089052789729,3.6997874049999995,0.912481,0.731027115,80.336287,52136,36973,20338,36177,796,19341,2.182429,22.765103,0.369272,0.165053,0.241985,1.343146,21.482943,27.101004,58.273471,"Muy bajo",202276624,76659924,15925520,49236802,4136651,10121149,38549906,0,0,202276624,5815643,0,14550884,2799138,2432840,92135347,84542772,0,7646672,0,0,0,37.1873653296729,8.62068965517241,11.6315624017604,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Mazatecochco de José María Morelos",29017,2018,11592,4250.822809,0.046635,0.600019,"4.2779999999999997E-3",0.336057,0.997435,4250.822809,"NA","NA",1,8.27,0.4797273982056591,NA,0.004572118702553485,3.6997874049999995,0.879683,0.731027115,91.597164,6758,5561,3312,5508,53,4744,4.477069,39.505722,0.208641,0.721551,0.269495,10.684169,34.081795,0.10352,56.178885,"Bajo",49275538,14293487,3056414,8893691,1564424,1479290,19988232,0,0,49275538,234470,109500,1381847,562780,3450,23191577,23665502,126412,0,0,0,0,14.7161741835147,10.5263157894736,5.01244992963083,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Contla de Juan Cuamatzi",29018,2018,38579,2630.496825,0.045098,0.996946,"1.1003000000000001E-2",0.698388,0.963354,2630.496825,"NA","NA",2,9.9,0.5183130718784831,NA,0.011845822856994738,3.6997874049999995,0.898093,0.731027115,85.617266,26152,19996,10790,19539,457,12290,3.434343,25.62352,1.484643,0.217329,0.311592,2.364431,28.871248,21.156588,57.354569,"Muy bajo",101481937,34692222,6369573,24335283,8311723,3791209,23981927,0,0,101481937,1199874,58000,2728698,345821,76514,42427140,50926945,3718945,0,0,0,0,42.9674475739229,11.6279069767441,8.5280045032367,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Natívitas",29023,2018,26309,3056.135125,0.091242,1.256175,"6.437E-3",0.692215,0.983817,3056.135125,"NA","NA",1,9.47,0.5057584856893078,NA,0.008172108403968224,3.6997874049999995,0.87866,0.731027115,83.83951,17355,13306,7342,13091,215,8873,2.918531,31.28905,0.746127,0.586242,1.332369,2.684385,25.304213,100,56.113516,"Bajo",80403859,20047184,5431076,14134044,5600153,3739262,31452140,0,0,80403859,517582,98166,6368510,233225,0,38000444,33884726,1301206,0,0,0,0,16.6666666666666,20,NA,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Panotla",29024,2018,28357,2659.951864,0.072884,0.870276,"2.6578000000000001E-2",0.691448,1,2659.951864,"6.1998800000000003","2.3310000000000002E-3",1,10.89,0.5000528969919243,NA,0.010085693126917516,3.6997874049999995,0.907355,0.731027115,70.87303,20529,14180,8845,13894,286,7795,2.721308,19.294031,1.24133,0.451716,0.490928,1.931353,17.006004,69.333851,57.946105,"Muy bajo",75428255,29263027,7776289,18521719,2828113,2777537,9957082,175810,0,75428255,2167017,0,2683241,647279,0,39056375,30874343,0,4128678,0,0,0,12.4311867878632,21.4285714285714,16.7072576716999,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","San Pablo del Monte",29025,2018,82688,2825.688177,0.072587,2.842254,"7.3600000000000002E-3",1.781995,0.994009,2825.688177,"NA","NA",2,8.46,0.49617840557275544,NA,0.010194949690402477,3.6997874049999995,0.891704,0.731027115,72.519838,51954,41028,22126,40185,843,30572,5.993318,40.413847,0.747909,0.667776,2.334786,3.465148,33.000767,1.194853,56.946589,"Muy bajo",233650504,64859667,14636905,55546833,7382208,2538113,88686778,0,0,233650504,1992244,129214,13082652,1654345,0,76127499,139264640,1399910,0,0,0,0,14.0458988525286,7.4074074074074,7.80176483995962,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Santa Cruz Tlaxcala",29026,2018,24116,2639.680586,0.104218,0.59183,"4.8856999999999998E-2",0.424801,1,2639.680586,"NA","NA",1,10.06,0.48677226737435725,NA,0.012025211477857024,3.6997874049999995,0.909654,0.731027115,75.512295,18116,11739,7379,11449,290,5983,2.499015,24.371025,1.212876,0.58567,0.340602,1.155877,19.785604,36.137834,58.092904,"Muy bajo",63658537,22675640,6676086,11578813,2758641,3700772,16044760,0,0,63658537,3232274,0,3268455,126523,7134,30666970,26357181,0,223825,0,0,0,42.4372398132963,14.2857142857142,18.5469475187433,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Tenancingo",29027,2018,12974,4058.091491,0.036199,0.653624,"6.5919999999999998E-3",0.288253,0.998786,4058.091491,"NA","NA",1,8.34,0.37012486511484505,NA,0.027131185447818715,3.6997874049999995,0.901097,0.731027115,83.186838,9755,4802,5226,4450,352,3102,5.287846,40.220634,0.156703,0.211549,0.423098,2.4461,23.141655,0.632033,57.546418,"Muy bajo",52649679,11851016,2222755,8277428,1667637,2368491,26262352,0,0,52649679,501031,50980,1181239,170288,0,24331090,26351158,63893,0,0,0,0,16.0369335439193,NA,NA,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Teolocholco",29028,2018,25257,3095.812765,0.093455,0.430436,"4.2573E-2",0.285807,1,3095.812765,"NA","NA",1,9.67,0.4665637249079463,NA,0.012234232094072931,3.6997874049999995,0.898065,0.731027115,83.78322,17365,11784,7778,11475,309,7857,4.163902,26.959283,1.153953,0.477498,0.760018,2.58655,24.804449,24.191313,57.352829,"Muy bajo",78190943,25343279,5590683,16132338,4461224,2523218,19032794,0,0,78190943,3398210,4000,3905163,0,0,34096896,36786674,0,5107407,0,0,0,14.6361599245194,5.88235294117647,5.05050505050505,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Tepeyanco",29029,2018,13328,4911.586285,0.026019,0.795959,"7.4180000000000001E-3",0.335362,0.998109,4911.586285,"NA","NA",1,10.29,0.49804921968787513,NA,0.00742797118847539,3.6997874049999995,0.894194,0.731027115,83.689933,9780,6638,3944,6539,99,3486,1.958794,22.147322,0.24171,0.135962,0.302138,1.540902,19.801981,100,57.105607,"Muy bajo",65461622,13771003,2848361,10193215,2399981,1067388,35181674,0,0,65461622,514070,0,1144833,17509,23600,23153171,40484682,123757,0,0,0,0,25,20,43.75,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Tetla de la Solidaridad",29031,2018,35284,3169.659477,0.184799,1.192148,"5.1013999999999997E-2",0.916064,0.979305,3169.659477,"5.0079359999999999","1.58E-3",2,9.65,0.4746627366511733,NA,0.010939802743453124,3.6997874049999995,0.912272,0.731027115,79.483304,27374,16748,11019,16362,386,7819,3.117478,25.342652,1.424996,0.452244,0.79356,0.802071,18.986807,11.804217,58.260094,"Muy bajo",111838265,29649831,12870987,26086300,5024528,2902612,35127307,176700,0,111838265,6101849,400000,13458842,140835,138346,51707469,37576486,2314438,0,0,0,0,18.1256499663546,2.77777777777777,10.2166767290534,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Tetlatlahuca",29032,2018,13561,2981.681661,0.02834,0.283791,"3.0720000000000001E-3",0.178289,0.995353,2981.681661,"NA","NA",1,9.97,0.49074552024187007,NA,0.006931642209276602,3.6997874049999995,0.891305,0.731027115,82.745699,9538,6655,4200,6561,94,4021,1.751107,26.650271,0.449952,0.427823,0.870399,1.106439,19.761906,100,56.9211,"Muy bajo",40434585,15627177,2666185,6274769,3725115,1192491,10948848,0,0,40434585,131755,0,994967,13850,0,24336758,14769357,187898,0,0,0,0,NA,33.3333333333333,NA,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Tlaxcala",29033,2018,99896,3537.447385,0.193965,1.55843,"8.1004000000000007E-2",1.384426,0.989469,3537.447385,"NA","NA",2,12.18,0.5298310242652359,NA,0.013113638183711059,3.6997874049999995,0.942091,0.731027115,61.425669,73307,52928,29913,51618,1310,26460,1.239113,13.161397,0.199472,0.213576,0.219621,0.65584,11.16011,11.898374,60.164398,"Muy bajo",353376844,148033466,23450722,78882628,19582108,17014318,66413602,0,0,353376844,32414190,225870,30789445,2872697,1518726,157558245,124276256,3721415,0,0,0,0,24.1870555083419,9.89010989010989,15.1591750926018,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Totolac",29036,2018,22529,2840.466288,0.116421,0.242972,"3.3355000000000003E-2",0.211406,0.996411,2840.466288,"NA","NA",1,11.5,0.5071241510941453,NA,0.011940166008256026,3.6997874049999995,0.915446,0.731027115,71.068393,16345,11425,6757,11156,269,6074,1.689942,15.632885,0.522251,0.294603,0.477615,0.879347,16.162474,66.336722,58.462788,"Muy bajo",63992865,28703140,5461644,14855594,3571440,575240,10825807,0,0,63992865,2471655,38500,4836762,76437,0,35215468,21124365,229678,0,0,0,0,45.700982928091,6.25,11.7092866756393,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Tzompantepec",29038,2018,18006,4756.906531,0.050819,0.160226,"7.4859999999999996E-3",0.074011,1,4756.906531,"NA","NA",1,10.21,0.518160613128957,NA,0.010996334555148283,3.6997874049999995,0.909908,0.731027115,75.883941,13379,9330,4997,9132,198,4571,2.184849,21.985997,1.293776,0.736114,3.061566,0.579969,18.377844,29.867822,58.109121,"Muy bajo",85652859,20752361,6244724,10556543,967143,1498942,45187646,0,0,85652859,648178,0,3343468,361136,0,31302626,49997451,0,445500,0,0,0,13.5871481089792,15,15.0165915506909,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Xaloztoc",29039,2018,25607,2799.179638,0.087302,2.115995,"3.0637000000000001E-2",1.631367,1,2799.179638,"NA","NA",1,9.42,0.4513609559885969,NA,0.016284609677041435,3.6997874049999995,0.894887,0.731027115,83.335281,18744,11558,8233,11141,417,6830,2.825754,26.775915,1.559317,0.415295,0.568093,1.120514,24.87862,53.770453,57.149826,"Muy bajo",71678593,26804641,6952270,16680625,2910916,1008386,14148525,0,0,71678593,2327815,0,3765756,157776,6310,36421816,28999120,0,3173230,0,0,0,37.8236465688937,12.9032258064516,9.72660357518401,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Papalotla de Xicohténcatl",29041,2018,33499,2507.166214,0.115199,0.541852,"4.2064999999999998E-2",0.371159,0.990585,2507.166214,"NA","NA",2,9.85,0.4781336756321084,NA,0.010239111615272098,3.6997874049999995,0.909557,0.731027115,80.641911,23864,16017,10116,15674,343,9501,2.689828,26.123102,0.47722,0.357164,0.381175,2.635212,22.70974,14.454163,58.086739,"Muy bajo",83987561,25301816,5940106,19181453,5553021,1354801,26656364,0,0,83987561,3588897,6000,5356684,94111,538462,42108077,31504628,790702,0,0,0,0,29.2754445705637,2.85714285714285,7.6058078467717,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Xicohtzinco",29042,2018,14197,3250.633021,0.117337,0.579698,"5.3164000000000003E-2",0.463539,0.994176,3250.633021,"NA","NA",1,10.46,0.455307459322392,NA,0.014791857434669296,3.6997874049999995,0.923284,0.731027115,77.62225,10623,6464,4973,6254,210,3547,1.689536,22.496033,0.621557,0.268399,0.296652,3.093657,16.100525,0,58.963338,"Muy bajo",46149237,19532705,4376195,8473337,5140189,300787,8326024,0,0,46149237,2539107,10000,2826250,3040,5090,26033364,14463604,268782,0,0,0,0,13.0059617194854,NA,NA,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Yauhquemehcan",29043,2018,42242,3564.956536,0.135443,1.002028,"5.1747000000000001E-2",0.572449,0.987209,3564.956536,"NA","NA",2,10.87,0.4987926708015719,NA,0.01287817811656645,3.6997874049999995,0.920909,0.731027115,76.286579,32436,21070,12839,20526,544,9686,1.715887,17.881263,0.435403,0.295027,0.235546,0.518764,12.793799,41.768856,58.81167,"Muy bajo",150590894,35340735,11021901,27064800,3216709,7371662,66575087,0,0,150590894,8067511,0,11948480,119640,0,46909893,81619129,1926241,0,0,0,0,25.9994025986956,14.6341463414634,6.6798505822896,98881.599,10.134516129032258,865169,0.1142916574680785
"Tlaxcala","Zacatelco",29044,2018,45717,3154.38174,0.055882,0.537411,"1.099E-2",0.239146,1,3154.38174,"NA","NA",2,10.19,0.49911411509941594,NA,0.012030535686943587,3.6997874049999995,0.914002,0.731027115,85.186614,33841,22818,13369,22268,550,11799,2.321881,22.635828,0.366493,0.234819,0.621063,3.495951,20.374458,0.284358,58.370606,"Muy bajo",144208870,39738257,6911182,13937077,6875863,295992,28120175,0,0,144208870,1655037,197772,4491572,861303,853000,54983658,81166528,0,48330324,0,0,0,23.5493434985175,10,11.122053302148,98881.599,10.134516129032258,865169,0.1142916574680785
