mun_inegi,tema,nom_ent,nom_mun,frec_corrup,frec_no_corrup,prop_corrup,pobtot,graproes,a111a_23,a111a_43,a111a_46,a111a_51,a111a_52,a111a_53,a111a_54,a111a_56,a111a_61,a111a_62,a111a_71,a111a_72,a111a_81,a111a_11,a111a_21,a111a_22,a111a_55,a211a_23,a211a_43,a211a_46,a211a_51,a211a_52,a211a_53,a211a_54,a211a_56,a211a_61,a211a_62,a211a_71,a211a_72,a211a_81,a211a_11,a211a_21,a211a_22,a211a_55,a700a_23,a700a_43,a700a_46,a700a_51,a700a_52,a700a_53,a700a_54,a700a_56,a700a_61,a700a_62,a700a_71,a700a_72,a700a_81,a700a_11,a700a_21,a700a_22,a700a_55,a800a_23,a800a_43,a800a_46,a800a_51,a800a_52,a800a_53,a800a_54,a800a_56,a800a_61,a800a_62,a800a_71,a800a_72,a800a_81,a800a_11,a800a_21,a800a_22,a800a_55,h000d_23,h000d_43,h000d_46,h000d_51,h000d_52,h000d_53,h000d_54,h000d_56,h000d_61,h000d_62,h000d_71,h000d_72,h000d_81,h000d_11,h000d_21,h000d_22,h000d_55,h001a_23,h001a_43,h001a_46,h001a_51,h001a_52,h001a_53,h001a_54,h001a_56,h001a_61,h001a_62,h001a_71,h001a_72,h001a_81,h001a_11,h001a_21,h001a_22,h001a_55,h010d_23,h010d_43,h010d_46,h010d_51,h010d_52,h010d_53,h010d_54,h010d_56,h010d_61,h010d_62,h010d_71,h010d_72,h010d_81,h010d_11,h010d_21,h010d_22,h010d_55,j000a_23,j000a_43,j000a_46,j000a_51,j000a_52,j000a_53,j000a_54,j000a_56,j000a_61,j000a_62,j000a_71,j000a_72,j000a_81,j000a_11,j000a_21,j000a_22,j000a_55,j300a_23,j300a_43,j300a_46,j300a_51,j300a_52,j300a_53,j300a_54,j300a_56,j300a_61,j300a_62,j300a_71,j300a_72,j300a_81,j300a_11,j300a_21,j300a_22,j300a_55,j500a_23,j500a_43,j500a_46,j500a_51,j500a_52,j500a_53,j500a_54,j500a_56,j500a_61,j500a_62,j500a_71,j500a_72,j500a_81,j500a_11,j500a_21,j500a_22,j500a_55,k311a_23,k311a_43,k311a_46,k311a_51,k311a_52,k311a_53,k311a_54,k311a_56,k311a_61,k311a_62,k311a_71,k311a_72,k311a_81,k311a_11,k311a_21,k311a_22,k311a_55,tema_total_de_ingresos,capitulo_impuestos,concepto_impuestos_sobre_el_patrimonio,partida_generica_impuesto_predial,partida_generica_adquisicion_de_bienes_inmuebles,concepto_impuesto_sobre_la_produccion_el_consumo_y_las_transacciones,partida_generica_diversiones_y_espectaculos_publicos,concepto_accesorios,concepto_otros_impuestos,capitulo_contribuciones_de_mejoras,concepto_contribucion_de_mejoras_por_obras_publicas,capitulo_derechos,concepto_derechos_por_el_uso_goce_aprovechamiento_o_explotacion_de_bienes_de_dominio_publico,partida_generica_certificaciones_y_constancias,subpartida_generica_certificaciones_y_constancias_diversas,partida_generica_licencias_y_permisos,subpartida_generica_licencias_de_funcionamiento,partida_generica_inspecciones,subpartida_generica_sanidad,partida_generica_uso_y_suministro_de_agua_potable,partida_generica_servicios_de_desarrollo_urbano_y_obras_publicas,subpartida_generica_urbanizacion,partida_generica_diversos_derechos_por_el_uso_goce_aprovechamiento_o_explotacion_de_bienes_de_dominio_publico,concepto_derechos_por_prestacion_de_servicios,partida_generica_panteones,partida_generica_rastros,partida_generica_estacionamientos,partida_generica_seguridad_publica,partida_generica_alumbrado_publico,partida_generica_servicios_de_limpia_y_recoleccion_de_basura,partida_generica_diversos_derechos_por_prestacion_de_servicios,capitulo_productos,concepto_productos_de_tipo_corriente,partida_generica_intereses,concepto_otros_productos,capitulo_aprovechamientos,concepto_aprovechamientos_de_tipo_corriente,partida_generica_recargos,partida_generica_multas,partida_generica_donaciones_y_aprovechamientos_a_favor_del_estado,partida_generica_indemnizaciones_a_favor_del_estado,partida_generica_gastos_de_ejecucion,concepto_otros_aprovechamientos,capitulo_participaciones_federales,concepto_fondos_participables,partida_generica_fondo_general_de_participaciones,partida_generica_fondo_de_fomento_municipal,partida_generica_fondo_de_fiscalizacion,partida_generica_fondo_del_impuesto_sobre_la_renta,concepto_impuestos_participables,partida_generica_impuesto_sobre_automoviles_nuevos,partida_generica_impuesto_especial_sobre_produccion_y_servicios,partida_generica_ieps_gasolinas,concepto_otras_participaciones,partida_generica_participaciones_diversas,concepto_participaciones_estatales,capitulo_aportaciones_federales_y_estatales,concepto_aportaciones_del_ramo_general_33,partida_generica_aportaciones_a_municipios,subpartida_generica_fa_para_la_infraestructura_social_municipal,subpartida_generica_fa_para_el_fortalecimiento_de_los_municipios,concepto_recursos_federales_y_estatales_reasignados,partida_generica_recursos_federales,subpartida_generica_seguridad_publica,subpartida_generica_diversos_recursos_federales_reasignados,capitulo_financiamiento,concepto_deficit,subpartida_generica_comercio_ambulante,subpartida_generica_licencias_y_permisos_diversos,subpartida_generica_por_servicios_de_fraccionamiento,subpartida_generica_diversos_servicios_de_desarrollo_y_obras_publicas,partida_generica_mercados,concepto_otros_derechos,partida_generica_establecimientos_y_empresas,subpartida_generica_establecimientos_diversos,concepto_productos_de_tipo_capital,partida_generica_enajenacion_o_venta_de_bienes,subpartida_generica_bienes_muebles_e_inmuebles,concepto_adicionales,partida_generica_para_educacion,partida_generica_impuestos_adicionales_diversos,partida_generica_registros,subpartida_generica_registro_civil,subpartida_generica_educacion_publica,subpartida_generica_salud,subpartida_generica_comercio_nocivo,partida_generica_servicios_de_vialidad_y_transporte,subpartida_generica_control_vehicular,subpartida_generica_diversos_servicios_de_vialidad_y_de_transporte,partida_generica_reintegros,concepto_emprestitos,partida_generica_emprestitos_diversos,capitulo_otros_ingresos,concepto_otros_ingresos_extraordinarios,partida_generica_loterias_rifas_sorteos_y_juegos_permitidos,partida_generica_otros_impuestos_sobre_la_produccion_el_consumo_y_las_transacciones,partida_generica_para_obras_de_infraestructura_urbana,subpartida_generica_ecologia_e_impacto_ambiental,partida_generica_rezagos,partida_generica_recursos_estatales,subpartida_generica_diversos_recursos_estatales_reasignados,subpartida_generica_licencias_para_construccion,partida_generica_arrendamientos,partida_generica_de_instituciones_bancarias,subpartida_generica_bancos_comerciales,concepto_impuesto_sobre_los_ingresos,partida_generica_ejercicio_de_profesiones_y_honorarios,partida_generica_enajenacion_de_bienes_muebles_y_adquisicion_de_vehiculos,subpartida_generica_banos_publicos,subpartida_generica_expedicion_de_licencias_de_manejo,subpartida_generica_panteones,subpartida_generica_centros_recreativos_y_culturales,partida_generica_actividades_mercantiles,partida_generica_traslado_de_dominio_de_bienes_inmuebles,subpartida_generica_registro_publico_de_la_propiedad_y_del_comercio,partida_generica_diversos_aprovechamientos_de_tipo_corriente,subpartida_generica_registros_diversos,subpartida_generica_talleres_graficos,partida_generica_derechos_zona_federal_maritima,partida_generica_otros_impuestos_sobre_el_patrimonio,subpartida_generica_bienes_muebles,subpartida_generica_bienes_inmuebles,subpartida_generica_educacion,subpartida_generica_asistencia_social,subpartida_generica_inspecciones_diversas,subpartida_generica_mercados,subpartida_generica_obra_publica,partida_generica_explotacion_de_minas,partida_generica_otros_impuestos_sobre_ingresos,partida_generica_anuncios_publicitarios,subpartida_generica_servicios_de_grua_y_almacenaje_de_vehiculos,subpartida_generica_rastros,subpartida_generica_concesiones_para_prestar_servicios_de_transporte,partida_generica_para_fomento_al_turismo,corrup,corrup_hat
01001,ingresos,Aguascalientes,Aguascalientes,9453,572177,1.6252600450458194,948990,10.84,13994.082,25809.368,36476.986,1725.12,2306.22,3924.768,5838.894,11756.624,4822.63,4834.966,2192.54,11698.716,6004.176,0,0,0,0,141.928,300.072,1682.704,154.472,68.978,151.106,126.528,108.038,235.778,116.436,40.548,533.374,103.638,0,0,0,0,9982.016,72526.174,94134.47,932.66,1436.06,1521.898,2231.706,3752.816,2078.998,2813.52,1043.59,6840.312,3131.368,0,0,0,0,14149.45,89031.638,118824.102,1744.238,2492.666,3968.228,6057.522,11872.872,5005.604,4877.72,2220.206,11733.772,5974.696,0,0,0,0,42335.584,66263.044,220061.64,4906.624,7305.84,11322.488,40824.12,102424.816,30607.596,36268.628,8126.012,100648.908,67741.824,0,0,0,0,19930,32824,106266,2790,4592,7230,20796,41690,19366,19398,4926,50924,32158,0,0,0,0,41157.008,59620.808,130324.004,4628.072,6940.288,8640.7,33558.74,98488.824,27966.868,21165.872,6062.392,72584.252,36690.836,0,0,0,0,1428.908,2832.222,3891.056,302.844,484.748,318.136,1407.832,3502.292,1645.504,734.158,296.662,1532.288,1044.926,0,0,0,0,193.782,249.35,451.896,40.514,56.042,36.954,124.176,290.52,205.032,88.216,46.504,148.194,92.834,0,0,0,0,29.5,170.162,123.328,1.498,6.614,10.192,33.124,93.544,2.838,5.774,0.496,9.472,14.108,0,0,0,0,25.614,65.142,149.732,5.208,19.418,22.35,68.338,119.078,104.968,40.014,6.298,34.714,68.75,0,0,0,0,7343.944712590538,1091.6838937689424,996.552356295269,521.1098597626753,475.4424965325936,17.349025530384754,17.349025530384754,39.639173986746805,47.317211691580624,0.2780911285765655,0.2780911285765655,1316.6761062310577,638.2488169723122,11.627568706015309,11.627568706015309,199.40965531412132,199.40965531412132,2.5851276519237683,2.5851276519237683,219.0256207941645,170.07033852160066,170.07033852160066,35.53050598448657,669.2534155237067,18.412573072378898,36.100968819027074,11.829035804181435,53.042757487029334,464.489903940001,61.184494786048184,24.193681615040838,11.446608106025582,5.022639338367494,5.022639338367494,6.423968767658088,86.42119895207274,69.86753172034726,4.14002773925104,58.19983972877177,0.23979657882570504,6.70628037191144,0.5815873015873015,16.553667231725484,3069.4617105871475,2919.158631530282,1853.0938470231674,821.1881502029075,93.41741819489393,151.4592161093132,140.67763908152259,40.4254975086043,49.519340422253045,50.73280115066523,6.8140422253043615,6.8140422253043615,2.8113977500385268,1591.5875173370318,1523.2116771973083,1523.2116771973083,299.75420763343095,1223.4574695638773,68.37584013972364,68.37584013972364,67.96488827246108,0.4109518672625469,176.38958647968357,176.38958647968357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_corrupto,no_corrupto
01005,ingresos,Aguascalientes,Jesús María,1159,44163,2.5572569612991485,129929,10.22,1429.872,6074.134,2643.312,0,54.4,103.206,150.44,693.638,124.026,74.812,15.94,648.902,517.494,0,858.12,0,0,-0.738,34.236,132.782,0,0.504,3.316,6.134,-9.866,4.304,16.344,0.572,17.056,8.64,0,2.072,0,0,999.354,14620.844,8066.498,0,21.266,50.774,55.866,411.724,26.818,32.45,7.34,362.212,317.892,0,906.206,0,0,1518.34,18866.052,9977.108,0,54.4,103.22,154.132,722.86,124.466,77.348,15.94,651.294,517.562,0,1154.052,0,0,2611.568,14495.56,23758.104,0,70.496,662.6,1153.104,2559.032,1781.16,1663.916,435.048,7340.764,5318.488,0,1654,0,0,1228,7886,9850,0,98,518,566,1170,1058,812,208,3842,2584,0,772,0,0,2544.256,13611.08,12835.988,0,57.68,444.032,808.824,2224.784,1609.16,938.116,262.132,4163.7,2938.668,0,1630,0,0,140.196,745.098,318.552,0,10.99,17.146,32.482,89.064,68.008,24.044,5.038,81.466,85.762,0,92.984,0,0,17.916,64.272,33.9,0,0.59,1.28,2.098,8.31,5.064,2.548,0.184,4.084,7.04,0,9.686,0,0,9.992,130.476,8.878,0,0,1.82,0.13,2.328,0,0.024,0,0.304,0.872,0,14.142,0,0,1.482,100.69,9.242,0,0.52,0.37,1.214,2.848,0.88,1.094,0.17,1.522,2.494,0,32.336,0,0,7500.307887422348,1689.701286471544,1599.6701347225808,773.6221388538708,826.04799586871,3.7545375841066844,3.7545375841066844,86.2766141648567,0,3.742234845608226,3.742234845608226,829.823098771245,492.8040674979875,83.50207323926548,83.50207323926548,361.6802654961345,0,0,0,0,47.62172876258752,0.4149516244171388,0,307.5691611354972,15.02771913303665,117.44103039232066,0,3.9117999969622868,131.7809656890293,6.351205212715867,0.34274518142742144,38.18534607147739,9.029602515226538,8.995261167393187,0.026792630507753764,47.62531326417473,47.62531326417473,0,41.01742128525646,1.7611142332052432,4.846777745713028,0,0,3080.9915399687115,2813.381977247528,1553.466121903431,544.8236911253208,92.31195795804918,622.7802062607269,217.4028463372773,48.48544175944349,75.60208994668814,93.31531463114567,0,0,50.2067163839062,1810.2390680295873,1650.0424064764045,1650.0424064764045,408.68871033885694,1241.3536961375476,160.19666155318276,160.19666155318276,109.7767736448002,50.41988790838257,0,0,2.1031607405944803,359.57710475554,46.50107079390635,0.705706344264038,32.71369553000501,29.449870137760293,0.034341347833351056,0.034341347833351056,29.1289509257431,29.1289509257431,29.1289509257431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_corrupto,corrupto
02001,ingresos,Baja California,Ensenada,5700,236603,2.3524265073069666,443807,10.34,2345.506,9129.746,22434.268,0,713.55,1076.926,1402.026,2748.864,1491.486,1444.666,893.596,7248.45,3591.322,6732.538,0,0,0,28.304,199.41,588.23,0,1.53,25.004,40.518,18.146,6.248,20.542,18.826,99.946,63.876,263.65,0,0,0,1624.232,25903.7,50065.664,0,409.73,495.29,475.272,805.386,641.336,815.024,583.294,4324.15,1689.142,4660.884,0,0,0,2379.504,32863.836,66083.48,0,727.768,1082.8,1435.99,2783.28,1616.7,1654.578,903.926,7282.884,3772.994,6814.744,0,0,0,11459.76,27204.148,106134.796,0,2332.16,5551.564,10936.536,19616.056,10999.148,20395.256,3986.064,64919.588,32854.42,4117.184,0,0,0,4868,12784,55790,0,1450,2796,5334,8714,7728,8232,2112,27862,15896,11280,0,0,0,10936.768,25050.732,62319.26,0,1881.792,3716.944,7327.444,18337.856,9686.728,10669.02,2699.216,49442.556,14181.588,4060.928,0,0,0,344.254,1153.442,1792.92,0,93.578,127.664,296.556,816.354,497.29,313.986,106.698,1138.79,437.25,559.558,0,0,0,49.578,100.708,208.778,0,12.646,15.602,30.326,99.776,62.394,36.422,11.314,136.114,37.236,69.062,0,0,0,6.662,157.642,60.624,0,1.094,1.432,4.55,37.058,0.502,3.168,0.27,15.468,4.308,15.706,0,0,0,6.994,31.05,80.252,0,10.586,16.008,28.846,20.018,18.652,16.086,4.992,35.318,21.396,10.972,0,0,0,7834.961228191398,1623.584207116946,924.7840775608913,513.8454007600621,410.93867680082917,49.55629210571774,49.55629210571774,249.71771463119708,34.36496804283987,0,0,1025.0455303161168,441.76749870443945,17.265412851960615,13.613335636552081,191.54482639488685,0,0,0,0,136.8129599239938,0,0,580.468388322681,0,5.770845569182933,64.68355501813785,0,469.45541544308173,0,40.55857229227846,23.255972534116427,0,0,23.255972534116427,220.471977025393,203.02774226982208,0,175.40610640870617,9.286435481084816,1.7464890309207117,0.5572637761271376,17.44423475557091,2555.7704482639488,2292.2997883917774,1889.2424987044394,266.22422698220765,128.1591466574538,8.673916047676627,174.54912333736397,46.742645534634654,39.326623769217484,88.47985403351183,88.85702193815858,88.85702193815858,0.06451459664881672,2382.8409051649683,2238.063719986181,2238.063719986181,704.1084081879427,1533.955311798238,144.77718517878736,144.77718517878736,144.77718517878736,0,3.992187769908447,0,0,0,125.46033857315598,11.352621350837795,0,0.5644411815512178,0,0,0,0,0,367.40635688374505,223.32711176368974,144.07924512005528,69.45322162722404,69.45322162722404,0.27837277595439625,3.373704439454137,191.54482639488685,26.691077906374158,0.9584125064778027,25.732665399896355,16.031447572983243,3.992187769908447,3.992187769908447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_corrupto,no_corrupto
02002,ingresos,Baja California,Mexicali,3020,555695,0.5405260284760567,1049792,10.53,9911.912,25198.92,37697.404,1600.648,2772.864,5417.226,4162.628,10170.882,3918.096,4828.052,2761.958,11931.132,7936.372,392.676,2882.168,3884.428,0,-38.632,2022.638,807.762,68.002,2.282,177.486,100.03,66.71,39.912,54.552,106.426,-685.96,124.184,8.97,99.676,88.574,0,6690.568,77803.698,94652.904,892.52,1944.896,2385.742,1640.488,3183.09,1634.802,2717.564,1486.836,6565.108,3566.226,176.778,2159.652,3660.118,0,10132.482,97415.774,120384.098,1606.332,2811.18,5725.096,4212.106,10284.924,3926.488,5349.998,2818.892,11957.656,8016.166,407.516,2763.406,6747.114,0,27260.904,55612.384,178594.56,3514.524,7292.696,11577.104,28308.256,63415.744,25427.044,40248.712,11057.848,96073.768,82349.736,569.824,492,5256,0,15328,31634,99810,1928,4666,6718,13326,26578,14620,18934,5906,41276,39660,2860,1238,2964,0,26675.92,52043.184,124035.828,3429.212,6598.304,8610.208,23780.432,61850.232,23861.92,26148.716,9833.04,74024.252,51957.092,567.52,412,5256,0,1023.688,2749.794,3924.038,222.944,294.762,363.35,1188.112,2491.124,1235.222,932.786,359.314,1536.072,1672.56,132.308,21.68,1223.97,0,148.386,237.09,442.862,32.208,33.974,38.15,123.66,244.42,176.762,98.174,43.104,158.088,123.294,11.424,2.91,154.2,0,21.782,215.928,126.638,1.066,4.388,9.384,21.2,57.482,1.542,8.37,1.026,9.254,14.872,0.124,0.286,0,0,48.888,72.474,170.92,2.674,64.824,65.96,58.43,95.472,55.844,40.562,7.698,37.958,36.63,1.042,0.224,4.392,0,7774.387542275285,1705.6958475465758,975.4179841249016,616.7570337327619,358.66095039213974,0,0,39.88915675384122,692.5253378378378,0,0,883.1170424064842,0,0,0,0,0,0,0,0,0,0,0,880.9804112364792,0,0,0,0,0,0,880.9804112364792,77.0380641563894,0,0,77.0380641563894,285.037717936383,171.67967542785505,0,156.3468942243214,4.10252485495204,0,0,113.35804250852794,2497.0032544680603,2260.847220400012,1547.3385958774309,271.0539155660515,102.1160493017289,340.33865965480044,161.76359733519928,46.70726734015569,34.634433584069505,80.42189641097409,73.82896913904196,73.82896913904196,0.5634675938073996,2315.1494449546635,1568.6320756436048,1568.6320756436048,253.87618625907461,1314.75588938453,746.5173693110586,746.5173693110586,52.139012799206974,694.3783565118516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.230256348581591,0,0,11.34617080672906,11.34617080672906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_corrupto,no_corrupto
02004,ingresos,Baja California,Tijuana,6062,1119326,0.5386586670552733,1922523,10.18,17439.746,32397.932,65877.646,4376.326,4925.162,7200.268,9214.982,22005.164,6362.734,10191.5,10401.174,27460.298,11417.18,36.684,0,0,0,27.992,-945.824,-586.622,130.274,3.584,209.816,108.784,292.048,197.99,165.582,366.35,287.322,140.348,-0.074,0,0,0,12217.148,95384.532,157526.862,2395.696,2768.922,2985.842,3466.028,7315.788,2389.188,5611.07,8454.22,15387.07,5844.774,21.096,0,0,0,17714.952,118371.466,204317.742,4424.176,4946.938,7255.494,9319.272,22415.002,6662.724,10772.12,10865.63,27640.336,11495.578,36.684,0,0,0,39318.968,106079.824,309370.596,10076.352,10243.684,21747.488,56264.812,166589.804,49245.476,76169.724,29655.252,194347.748,111180.112,229.504,0,0,0,21026,55356,171338,5600,5964,12006,28098,73600,29902,34358,12198,88110,52608,156,0,0,0,38449.952,101371.956,207572.728,9701.44,9322.58,18159.692,47298.996,162532.728,44629.424,48201.124,27072.828,163607.224,68118.304,217.088,0,0,0,1411.036,4597.02,6130.31,528.292,406.13,681.488,2162.596,6012.54,2261.436,1785.346,1906.936,3521.104,2138.286,8.21,0,0,0,162.244,395.01,620.258,60.17,37.406,62.16,153.144,385.788,230.894,192.842,210.288,339.526,136.93,1,0,0,0,37.174,409.698,187.692,4.744,4.132,18.94,35.118,222.384,6.67,14.106,6.214,40.98,38.406,0.062,0,0,0,49.494,494.83,277.916,27.32,50.94,104.664,93.52,278.716,101.13,71.5,37.252,75.394,99.832,0.662,0,0,0,7293.690044958375,1912.9645421369446,1063.5883279421962,603.0164777628667,460.57185017932943,39.52730458039008,0,32.119981891105056,0,0,0,511.03918331166415,317.5204490701596,58.12972398201665,38.50251993262426,189.20366229573995,38.41762878096892,0.30950802583561043,0.30950802583561043,0,30.025219299288484,1.8139111313589185,0,158.60149017944354,8.657925447277341,0,6.215454952697169,0,0,0,136.30218647786748,47.86228394633147,6.482725693040916,6.482725693040916,41.37955825329056,189.69170747667195,180.47584735647226,0,105.26111999330428,68.27423562677795,0,0,9.215860120199693,2416.990690658416,2294.5241573990147,1608.3462279951723,269.16527790591175,101.39346710201566,315.6191843959152,122.41616123764406,34.815686830249085,32.72032885144524,54.88014555594973,0,0,0.050372021757304666,2212.03037614952,1350.839154208083,1350.839154208083,211.13858630781127,1139.7005679002718,861.1912219414371,644.9014311162936,36.256659346386826,608.6447717699067,0,0,57.53734721808759,68.74525426162978,5.0940407088719315,23.117267459057633,7.425923301601553,27.82350485107241,0,0,0,0,0,784.8226669342421,320.7022199564968,93.34192903481683,34.56148607070268,34.56148607070268,0,11.46436190398291,24.503432035053645,5.290849396576239,0,5.290849396576239,6.924238432515358,0,0,3.111261278826574,3.111261278826574,32.66324969065556,6.86405488973452,370.77851794292843,8.162842145409481,0.016253303874675794,216.2897908251436,216.2897908251436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_corrupto,no_corrupto
03003,ingresos,Baja California Sur,La Paz,2930,203573,1.4188655854878622,292241,11.07,4777.268,12305.266,16186.94,643.77,621.586,1462.646,1173.81,2537.04,729.742,940.63,533.574,5444.538,1745.978,2218.474,0,0,0,59.254,-47.958,711.348,18.786,3.82,10.537999999999998,28.158,53.93,47.684,103.054,46.726,139.614,155.4,2.564,0,0,0,3111.02,39361.566,41248.336,287.418,347.232,755.786,480.39,854.51,302.264,464.44,208.81,3266.648,996.04,1110.366,0,0,0,4863.204,46971.382,51543.766,644.758,624.498,1453.796,1177.97,2539.278,732.798,972.914,533.254,5463.444,1779.316,2234.976,0,0,0,13128.256,20815.132,60530.976,4692.472,1982.536,4824.22,9601.188,17437.104,5917.412,11070.824,3946.42,42982.116,22261.784,113.088,0,0,0,7276,10960,35746,1808,1184,2806,4848,7690,4278,5464,1908,19394,11178,3930,0,0,0,12597.632,19754.028,41041.928,4630.096,1789.56,3644.8,7463.684,16779.628,5434.476,5985.644,2533.504,34149.884,11301.376,102.72,0,0,0,459.698,1051.72,1319.496,130.126,79.766,144.724,282.702,521.878,296.584,246.89,75.366,822.67,370.666,134.482,0,0,0,70.156,78.498,169.814,19.274,7.986,16.43,28.592,54.112,42.758,32.192,4.788,92.958,42.628,15.476,0,0,0,10.742,81.376,48.532,0.676,1.446,3.724,2.792,12.458,1.118,10.898,2.544,8.916,3.106,0.86,0,0,0,9.014,26.446,64.292,0.506,11.736,109.384,24.538,55.828,10.802,10.188,2.782,21.898,12.43,2.854,0,0,0,10272.554149712589,2080.307750435962,1309.0466059549183,1309.0466059549183,0,4.032655170186656,3.770180197636117,0,585.9707033520635,0,0,613.8800813795776,323.91179358005553,6.524355745010657,6.524355745010657,317.38743783504486,0,0,0,0,0,0,0,220.5027126525867,27.229438739262417,10.460388813537428,0,0,0,0,182.81288509978685,18.271685073952078,8.551734160046502,0,0.34924756184202027,70.72673900406897,57.70729186850094,0.15947813731189045,51.04102564102564,6.506788090163405,0,0,13.019447135568042,3860.6738164438416,2355.466957308015,1837.4137957760124,345.2527804689014,73.44720661370535,99.353174449396107,328.3008783827424,110.38667570884195,55.6388232254731,162.27537944842732,108.9991345346509,108.9991345346509,1067.9068462184332,2301.056888199961,1931.6908609442614,1931.6908609442614,556.9762965833495,1374.714564360912,369.3660272556998,351.94605050700767,248.8195504747142,103.12650003229348,1173.2342310921656,785.7124329910224,0,0,0,0,0,69.46557514693535,0,0,9.370703352063554,9.370703352063554,9.370703352063554,181.2577859587935,0,0,0,0,0,0,195.15986565910998,0,0,0,0,387.5217981011432,0,154.40295808305885,154.40295808305885,0.2624749725505393,0,181.2577859587935,0,0,17.419976748692115,17.419976748692115,122.2275721759349,8.551734160046502,387.5217981011432,387.5217981011432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_corrupto,no_corrupto
04002,ingresos,Campeche,Campeche,2749,187640,1.4438859387884804,294077,10.72,4992.074,5696.018,11913.21,923.732,0,447.924,893.336,0,843.824,919.134,201.896,3785.626,1036.694,969.148,0,0,0,85.258,520.274,214.53,19.964,0,14.554,39.384,0,17.02,38.716,3.508,67.658,23.37,1.056,0,0,0,3219.688,17150.976,29688.556,427.884,0,268.784,357.808,0,417.412,603.412,165.182,2189.01,527.852,553.194,0,0,0,5142.008,20639.182,37827.53,923.692,0,455.748,887.634,0,852.752,951.952,202.618,3809.524,1071.328,983.152,0,0,0,13857.68,11622.46,64001.364,4071.576,0,3056.996,7095.428,0,7870.1,9124.388,1959.832,36058.96,16677.08,23.04,0,0,0,6920,6500,33978,1626,0,1570,3578,0,4764,4526,1030,16762,8172,2746,0,0,0,13501.504,10179.88,33131.496,3966.784,0,2335.704,5228.668,0,7010.468,4973.188,1322.612,25972.356,7755.296,23.04,0,0,0,420.746,678.326,899.062,204.702,0,77.838,171.45,0,261.336,136.914,26.024,585.364,229.424,143.744,0,0,0,60.236,33.006,107.562,26.874,0,9.844,10.976,0,26.992,12.832,1.886,58.232,25.49,1.372,0,0,0,8.372,72.222,24.898,1.146,0,2.3,4.206,0,1.336,2.454,0.026,6.082,1.452,0.514,0,0,0,17.552,15.216,40.218,4.342,0,4.064,14.628,0,22.978,10.296,1.01,37.464,11,0.488,0,0,0,11041.873562987648,709.3127969379425,499.053003840955,466.85862073580387,0,185.41137698906599,5.21493288366055,35.07645106462708,0,0,0,1734.6374379357878,1180.3999611889562,61.16495362749428,61.16495362749428,248.22096197856024,0,0,0,764.7577187136146,8.985566306660779,0.5348429491040002,38.320545763573826,508.2517565343076,4.101858915164412,12.681575460713855,0,0,208.28736232116808,260.96096813479477,0,102.4513925134835,92.14647154079843,57.425208442071174,10.304920972685055,102.53985492699509,89.71816490678658,0,11.893791571311947,66.3427885065778,0.4853856345605653,0,12.821690020208509,4558.3740313967965,3299.2497223002906,2222.8977195166017,632.1354371595669,70.4985746978761,373.71799092624565,142.62491802839898,20.003941328408345,24.317280282651463,98.30369641733917,1116.4993910681067,1116.4993910681067,0,3372.840459843953,1834.8590088462413,1834.8590088462413,505.2595655839724,1329.599443262269,1537.9814509977116,1415.0374325825403,0,1415.0374325825403,461.7175894326896,0,4.884115576611662,205.58707056918402,6.974264263058578,1.4764590944982,22.21999170246651,35.53462881920745,34.72126309872726,10.233428353474928,0,0,0,0,0,0,0,0,0,0,0,58.950214799052475,0,58.950214799052475,10.996199194336263,461.7175894326896,461.7175894326896,0,0,0,180.19644410540545,0,0,0,122.9440184151711,122.9440184151711,37.74977583276455,0,0,0,0.22305643661085905,0.22305643661085905,32.19438310515116,24.48783474525234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_corrupto,no_corrupto
